t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790107688.826,java-order-service,1.71,263402291.2,24.53,35
1790107688.826,java-product-service,10.8,342255206.4,31.87,38
1790107688.826,java-user-service,26.64,361863577.6,33.70,39
1790107688.826,research-postgres,0.3,138516889.6,12.90,44
1790107688.826,research-redis,0.74,7557087.232,1.41,8
1790107692.944,java-order-service,1.6,263821721.6,24.58,35
1790107692.944,java-product-service,2.29,342255206.4,31.87,38
1790107692.944,java-user-service,9.66,361863577.6,33.70,39
1790107692.944,research-postgres,0.52,138307174.4,12.88,44
1790107692.944,research-redis,0.67,7815036.928,1.46,8
1790107697.108,java-order-service,2.55,263926579.2,24.58,35
1790107697.108,java-product-service,4.39,342674636.8,31.91,38
1790107697.108,java-user-service,13.24,362073292.8,33.72,39
1790107697.108,research-postgres,2.2,138307174.4,12.89,44
1790107697.108,research-redis,2.32,7671382.016,1.43,8
1790107701.261,java-order-service,1.32,263926579.2,24.58,35
1790107701.261,java-product-service,2.37,342989209.6,31.94,38
1790107701.261,java-user-service,16.82,362807296.0,33.79,39
1790107701.261,research-postgres,0.16,138516889.6,12.90,44
1790107701.261,research-redis,0.78,7475298.304,1.39,8
1790107705.374,java-order-service,1.85,265709158.4,24.74,35
1790107705.374,java-product-service,4.07,343408640.0,31.99,38
1790107705.374,java-user-service,32.59,363017011.2,33.81,39
1790107705.374,research-postgres,0.32,138097459.2,12.86,44
1790107705.374,research-redis,0.73,7458521.088,1.39,8
1790107709.490,java-order-service,1.19,265499443.2,24.73,35
1790107709.490,java-product-service,6.86,343408640.0,31.99,38
1790107709.490,java-user-service,36.11,363017011.2,33.81,40
1790107709.490,research-postgres,0.33,138307174.4,12.88,44
1790107709.490,research-redis,0.71,7147094.016,1.33,8
1790107713.591,java-order-service,2.55,265499443.2,24.73,35
1790107713.591,java-product-service,4.76,343828070.4,32.02,38
1790107713.591,java-user-service,34.04,363541299.2,33.85,40
1790107713.591,research-postgres,0.27,138307174.4,12.88,44
1790107713.591,research-redis,0.71,7131365.376,1.33,8
1790107717.691,java-order-service,2.09,266338304.0,24.81,35
1790107717.691,java-product-service,3.38,344247500.8,32.06,38
1790107717.691,java-user-service,42.95,364275302.4,33.92,40
1790107717.691,research-postgres,0.31,137992601.6,12.85,44
1790107717.691,research-redis,0.61,7380926.464,1.37,8
1790107721.799,java-order-service,1.58,266862592.0,24.85,35
1790107721.799,java-product-service,5.0,344457216.0,32.08,38
1790107721.799,java-user-service,39.1,364799590.4,33.98,40
1790107721.799,research-postgres,0.47,138831462.4,12.93,44
1790107721.799,research-redis,0.67,7659847.68,1.43,8
1790107725.902,java-order-service,1.48,266757734.4,24.84,35
1790107725.902,java-product-service,5.37,344666931.2,32.10,38
1790107725.902,java-user-service,45.5,365323878.4,34.02,40
1790107725.902,research-postgres,1.23,138621747.2,12.91,44
1790107725.902,research-redis,0.78,7655653.376,1.43,8
1790107730.007,java-order-service,1.28,266862592.0,24.85,35
1790107730.007,java-product-service,8.74,342569779.2,31.90,38
1790107730.007,java-user-service,22.7,365848166.4,34.07,40
1790107730.007,research-postgres,0.22,138621747.2,12.91,44
1790107730.007,research-redis,0.73,7872708.608,1.47,8
1790107734.127,java-order-service,2.69,266862592.0,24.85,35
1790107734.127,java-product-service,9.54,342464921.6,31.90,38
1790107734.127,java-user-service,59.58,366372454.4,34.12,40
1790107734.127,research-postgres,0.59,141872332.8,13.21,46
1790107734.127,research-redis,0.62,7831814.144,1.46,8
1790107738.249,java-order-service,3.42,267596595.2,24.93,35
1790107738.249,java-product-service,7.17,342150348.8,31.86,38
1790107738.249,java-user-service,39.32,366582169.6,34.14,40
1790107738.249,research-postgres,0.37,142291763.2,13.25,46
1790107738.249,research-redis,2.48,7683964.928,1.43,8
1790107742.366,java-order-service,1.78,267072307.2,24.87,35
1790107742.366,java-product-service,8.28,342150348.8,31.86,38
1790107742.366,java-user-service,52.89,367421030.4,34.22,40
1790107742.366,research-postgres,0.41,142606336.0,13.28,46
1790107742.366,research-redis,0.71,7475298.304,1.39,8
1790107746.530,java-order-service,1.48,268120883.2,24.97,35
1790107746.530,java-product-service,5.6,342569779.2,31.90,38
1790107746.530,java-user-service,39.42,368155033.6,34.29,40
1790107746.530,research-postgres,0.23,142396620.8,13.27,46
1790107746.530,research-redis,0.73,7626293.248,1.42,8
1790107750.664,java-order-service,1.1,268435456.0,25.00,35
1790107750.664,java-product-service,4.3,340996915.2,31.76,38
1790107750.664,java-user-service,79.46,368784179.2,34.34,40
1790107750.664,research-postgres,0.25,142186905.6,13.24,46
