t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790108432.162,swift-order-service,0.25,9650044.928,0.90,70
1790108432.162,swift-product-service,0.34,11681136.64,1.09,77
1790108432.162,swift-user-service,11.21,14963179.52,1.39,77
1790108432.162,research-postgres,0.15,87587553.28,8.16,13
1790108432.162,research-redis,0.8,7987003.392,1.49,8
1790108436.275,swift-order-service,0.31,9650044.928,0.90,70
1790108436.275,swift-product-service,2.38,11932794.88,1.11,77
1790108436.275,swift-user-service,3.45,15183380.48,1.41,77
1790108436.275,research-postgres,0.09,87975526.4,8.19,13
1790108436.275,research-redis,1.21,7909408.768,1.47,8
1790108440.443,swift-order-service,0.3,9650044.928,0.90,70
1790108440.443,swift-product-service,3.5,11911823.36,1.11,77
1790108440.443,swift-user-service,4.27,14942208.0,1.39,77
1790108440.443,research-postgres,3.09,88541757.44,8.25,13
1790108440.443,research-redis,2.99,7888437.248,1.47,8
1790108443.606,swift-order-service,0.27,9645850.624,0.90,70
1790108443.606,swift-product-service,5.58,11859394.56,1.10,77
1790108443.606,swift-user-service,5.84,14868807.68,1.38,77
1790108443.606,research-postgres,0.02,88394956.8,8.23,13
1790108443.606,research-redis,1.2,7868514.304,1.47,8
1790108447.782,swift-order-service,0.32,9424601.088,0.88,70
1790108447.782,swift-product-service,7.05,11817451.52,1.10,77
1790108447.782,swift-user-service,9.24,14355005.44,1.34,77
1790108447.782,research-postgres,0.0,88373985.28,8.23,13
1790108447.782,research-redis,1.28,7831814.144,1.46,8
1790108451.963,swift-order-service,0.49,9007267.84,0.84,70
1790108451.963,swift-product-service,7.62,12058624.0,1.12,77
1790108451.963,swift-user-service,11.13,14900264.96,1.39,77
1790108451.963,research-postgres,0.0,88321556.48,8.23,13
1790108451.963,research-redis,1.4,8281653.248,1.54,8
1790108456.135,swift-order-service,0.45,9003073.536,0.84,70
1790108456.135,swift-product-service,9.39,12194938.88,1.14,77
1790108456.135,swift-user-service,12.74,14931722.24,1.39,77
1790108456.135,research-postgres,0.02,88321556.48,8.23,13
1790108456.135,research-redis,1.54,7795113.984,1.45,8
1790108460.292,swift-order-service,0.45,9592373.248,0.89,70
1790108460.292,swift-product-service,10.85,12425625.6,1.16,77
1790108460.292,swift-user-service,13.23,15162408.96,1.41,77
1790108460.292,research-postgres,0.0,88447385.6,8.24,13
1790108460.292,research-redis,2.19,7917797.376,1.47,8
1790108464.444,swift-order-service,0.29,8614051.84,0.80,70
1790108464.444,swift-product-service,18.18,12719226.88,1.18,77
1790108464.444,swift-user-service,25.8,15068037.12,1.40,77
1790108464.444,research-postgres,0.02,87660953.6,8.16,13
1790108464.444,research-redis,1.94,7860125.696,1.46,8
1790108468.601,swift-order-service,0.18,9392095.232,0.87,70
1790108468.601,swift-product-service,34.94,14103347.2,1.31,78
1790108468.601,swift-user-service,45.6,15927869.44,1.48,78
1790108468.601,research-postgres,0.01,87786782.72,8.18,13
1790108468.601,research-redis,2.6,7778336.768,1.45,8
1790108472.732,swift-order-service,0.15,9641656.32,0.90,70
1790108472.732,swift-product-service,44.95,14952693.76,1.39,78
1790108472.732,swift-user-service,58.68,17542676.48,1.63,78
1790108472.732,research-postgres,0.02,88195727.36,8.21,13
1790108472.732,research-redis,3.17,7847542.784,1.46,8
1790108476.840,swift-order-service,0.12,9461301.248,0.88,70
1790108476.840,swift-product-service,51.15,15906897.92,1.48,78
1790108476.840,swift-user-service,73.27,18014535.68,1.68,78
1790108476.840,research-postgres,0.01,88059412.48,8.20,13
1790108476.840,research-redis,3.97,7847542.784,1.46,8
1790108480.962,swift-order-service,0.22,9703522.304,0.90,70
1790108480.962,swift-product-service,61.74,15676211.2,1.46,78
1790108480.962,swift-user-service,87.95,19094568.96,1.78,78
1790108480.962,research-postgres,0.12,88048926.72,8.20,13
1790108480.962,research-redis,4.95,7679770.624,1.43,8
1790108485.083,swift-order-service,0.12,9965666.304,0.93,70
1790108485.083,swift-product-service,73.84,16525557.76,1.54,78
1790108485.083,swift-user-service,99.01,19209912.32,1.79,78
1790108485.083,research-postgres,0.26,87986012.16,8.19,13
1790108485.083,research-redis,4.71,7926185.984,1.48,8
1790108489.224,swift-order-service,0.22,9416212.48,0.88,70
1790108489.224,swift-product-service,67.37,16724787.2,1.56,78
1790108489.224,swift-user-service,88.59,19943915.52,1.86,78
1790108489.224,research-postgres,0.03,87577067.52,8.16,13
1790108489.224,research-redis,4.26,7315914.752,1.36,8
1790108493.340,swift-order-service,0.12,9220128.768,0.86,70
1790108493.340,swift-product-service,62.86,17175674.88,1.60,79
1790108493.340,swift-user-service,81.53,20195573.76,1.88,78
1790108493.340,research-postgres,0.02,89527418.88,8.34,14
1790108493.340,research-redis,4.49,7675576.32,1.43,8
1790108497.469,swift-order-service,0.13,9207545.856,0.86,70
1790108497.469,swift-product-service,63.39,17259560.96,1.61,78
1790108497.469,swift-user-service,81.72,20352860.16,1.90,79
1790108497.469,research-postgres,0.01,90880081.92,8.46,15
1790108497.469,research-redis,3.99,7905214.464,1.47,8
1790108501.600,swift-order-service,0.12,9199157.248,0.86,70
1790108501.600,swift-product-service,63.93,17511219.2,1.63,78
1790108501.600,swift-user-service,83.95,20961034.24,1.95,78
1790108501.600,research-postgres,0.0,91446312.96,8.52,15
1790108501.600,research-redis,4.15,8225030.144,1.53,8
1790108505.726,swift-order-service,0.25,9269411.84,0.86,70
1790108505.726,swift-product-service,68.13,16703815.68,1.56,78
1790108505.726,swift-user-service,83.99,20562575.36,1.91,78
1790108505.726,research-postgres,0.0,91110768.64,8.49,15
1790108505.726,research-redis,3.56,8261730.304,1.54,8
1790108509.846,swift-order-service,0.14,9269411.84,0.86,70
1790108509.846,swift-product-service,60.49,17028874.24,1.59,78
1790108509.846,swift-user-service,80.14,21254635.52,1.98,79
1790108509.846,research-postgres,1.34,102676561.92,9.56,22
1790108509.846,research-redis,5.13,7597981.696,1.42,8
1790108513.981,swift-order-service,0.08,9269411.84,0.86,70
1790108513.981,swift-product-service,69.05,17542676.48,1.63,78
1790108513.981,swift-user-service,89.35,20877148.16,1.94,79
1790108513.981,research-postgres,0.0,102718504.96,9.57,22
1790108513.981,research-redis,4.38,8130658.304,1.51,8
1790108518.150,swift-order-service,0.18,9265217.536,0.86,70
1790108518.150,swift-product-service,53.33,17584619.52,1.64,78
1790108518.150,swift-user-service,87.69,21002977.28,1.96,79
1790108518.150,research-postgres,1.45,113665638.4,10.59,29
1790108518.150,research-redis,4.32,8147435.52,1.52,8
1790108522.313,swift-order-service,0.29,8429502.464,0.79,70
1790108522.313,swift-product-service,63.87,17416847.36,1.62,78
1790108522.313,swift-user-service,73.31,21286092.8,1.98,79
1790108522.313,research-postgres,0.0,112721920.0,10.50,29
1790108522.313,research-redis,4.06,8134852.608,1.52,8
1790108526.490,swift-order-service,0.15,8904507.392,0.83,70
1790108526.490,swift-product-service,63.1,17311989.76,1.61,78
1790108526.490,swift-user-service,77.72,21831352.32,2.03,79
1790108526.490,research-postgres,0.02,117545369.6,10.95,30
1790108526.490,research-redis,3.82,7999586.304,1.49,8
1790108530.639,swift-order-service,0.43,9940500.48,0.93,70
1790108530.639,swift-product-service,40.66,17039360.0,1.59,78
1790108530.639,swift-user-service,56.45,21978152.96,2.05,78
1790108530.639,research-postgres,0.14,117859942.4,10.98,30
1790108530.639,research-redis,5.65,7926185.984,1.48,8
1790108534.822,swift-order-service,1.71,9645850.624,0.90,70
1790108534.822,swift-product-service,24.62,17039360.0,1.59,78
1790108534.822,swift-user-service,39.39,22491955.2,2.09,78
1790108534.822,research-postgres,0.0,117755084.8,10.97,30
1790108534.822,research-redis,1.91,7569670.144,1.41,8
1790108538.995,swift-order-service,0.31,9461301.248,0.88,70
1790108538.995,swift-product-service,10.61,17605591.04,1.64,78
1790108538.995,swift-user-service,14.43,21799895.04,2.03,78
1790108538.995,research-postgres,0.0,117755084.8,10.97,30
1790108538.995,research-redis,1.47,7999586.304,1.49,8
1790108543.160,swift-order-service,0.3,9461301.248,0.88,70
1790108543.160,swift-product-service,7.44,17762877.44,1.65,78
1790108543.160,swift-user-service,12.4,22282240.0,2.07,78
1790108543.160,research-postgres,0.0,117230796.8,10.92,30
1790108543.160,research-redis,1.41,7340032.0,1.37,8
1790108547.335,swift-order-service,0.44,9461301.248,0.88,70
1790108547.335,swift-product-service,9.84,17374904.32,1.62,78
1790108547.335,swift-user-service,13.28,22198353.92,2.07,78
1790108547.335,research-postgres,0.01,117335654.4,10.93,30
1790108547.335,research-redis,1.36,7675576.32,1.43,8
1790108551.506,swift-order-service,0.36,9875488.768,0.92,70
1790108551.506,swift-product-service,7.99,17637048.32,1.64,80
1790108551.506,swift-user-service,12.4,22103982.08,2.06,78
1790108551.506,research-postgres,0.0,123522252.8,11.50,34
1790108551.506,research-redis,1.66,7475298.304,1.39,8
1790108555.752,swift-order-service,0.34,9830400.0,0.92,70
1790108555.752,swift-product-service,9.26,17458790.4,1.63,78
1790108555.752,swift-user-service,12.85,22145925.12,2.06,78
1790108555.752,research-postgres,0.0,123627110.4,11.52,34
1790108555.752,research-redis,1.71,7729053.696,1.44,8
1790108559.943,swift-order-service,0.42,9817817.088,0.91,70
1790108559.943,swift-product-service,8.3,17699962.88,1.65,78
1790108559.943,swift-user-service,11.53,22177382.4,2.07,78
1790108559.943,research-postgres,0.0,123522252.8,11.51,34
1790108559.943,research-redis,1.3,7978614.784,1.49,8
1790108564.130,swift-order-service,0.3,9813622.784,0.91,70
1790108564.130,swift-product-service,10.3,18140364.8,1.69,78
1790108564.130,swift-user-service,13.34,22093496.32,2.06,78
1790108564.130,research-postgres,0.0,123627110.4,11.52,34
1790108564.130,research-redis,1.59,7254048.768,1.35,8
1790108568.321,swift-order-service,0.27,9117368.32,0.85,70
1790108568.321,swift-product-service,9.75,17637048.32,1.64,78
1790108568.321,swift-user-service,13.09,22072524.8,2.06,78
1790108568.321,research-postgres,0.01,124046540.8,11.55,34
1790108568.321,research-redis,1.58,7364149.248,1.37,8
1790108572.479,swift-order-service,0.39,9113174.016,0.85,70
1790108572.479,swift-product-service,7.31,17595105.28,1.64,78
1790108572.479,swift-user-service,9.69,21999124.48,2.05,78
1790108572.479,research-postgres,0.0,123941683.2,11.55,34
1790108572.479,research-redis,1.25,7700742.144,1.43,8
1790108576.655,swift-order-service,0.19,9372172.288,0.87,70
1790108576.655,swift-product-service,5.92,17553162.24,1.63,78
1790108576.655,swift-user-service,8.06,21789409.28,2.03,78
1790108576.655,research-postgres,0.0,123731968.0,11.52,34
1790108576.655,research-redis,1.06,7827619.84,1.46,8
1790108580.834,swift-order-service,0.45,9469689.856,0.88,70
1790108580.834,swift-product-service,3.73,17385390.08,1.62,78
1790108580.834,swift-user-service,6.17,22072524.8,2.06,78
1790108580.834,research-postgres,0.76,123417395.2,11.50,34
1790108580.834,research-redis,1.15,7479492.608,1.39,8
