t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790103155.669,java-order-service,1.56,280703795.2,26.14,38
1790103155.669,java-product-service,5.19,404435763.2,37.67,43
1790103155.669,java-user-service,24.61,363121868.8,33.82,44
1790103155.669,research-postgres,2.51,133064294.4,12.40,41
1790103155.669,research-redis,0.59,40066088.96,7.46,8
1790103159.791,java-order-service,4.8,282171801.6,26.28,39
1790103159.791,java-product-service,4.23,405484339.2,37.76,43
1790103159.791,java-user-service,12.68,363331584.0,33.84,44
1790103159.791,research-postgres,1.88,133169152.0,12.40,41
1790103159.791,research-redis,0.83,40286289.92,7.50,8
1790103163.944,java-order-service,5.25,282486374.4,26.31,39
1790103163.944,java-product-service,6.17,405694054.4,37.78,43
1790103163.944,java-user-service,20.71,362702438.4,33.78,44
1790103163.944,research-postgres,0.43,133483724.8,12.43,41
1790103163.944,research-redis,0.96,40516976.64,7.55,8
1790103168.100,java-order-service,4.71,287204966.4,26.75,39
1790103168.100,java-product-service,2.81,406218342.4,37.83,43
1790103168.100,java-user-service,10.93,363121868.8,33.82,44
1790103168.100,research-postgres,0.39,133483724.8,12.43,41
1790103168.100,research-redis,0.75,40149975.04,7.48,8
1790103172.253,java-order-service,7.9,288043827.2,26.83,39
1790103172.253,java-product-service,2.32,406428057.6,37.85,43
1790103172.253,java-user-service,8.92,363646156.8,33.86,44
1790103172.253,research-postgres,1.14,133378867.2,12.42,41
1790103172.253,research-redis,0.92,40328232.96,7.51,8
1790103176.389,java-order-service,4.79,289616691.2,26.97,39
1790103176.389,java-product-service,4.13,406428057.6,37.85,43
1790103176.389,java-user-service,10.32,364170444.8,33.92,44
1790103176.389,research-postgres,0.24,133378867.2,12.43,41
1790103176.389,research-redis,0.88,39615201.28,7.38,8
1790103180.521,java-order-service,5.19,290245836.8,27.03,39
1790103180.521,java-product-service,3.09,406952345.6,37.90,43
1790103180.521,java-user-service,24.36,364380160.0,33.94,44
1790103180.521,research-postgres,0.43,133693440.0,12.45,41
1790103180.521,research-redis,0.51,39772487.68,7.41,8
1790103184.655,java-order-service,19.28,291189555.2,27.12,39
