t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790107004.280,java-order-service,1.97,278292070.4,25.91,35
1790107004.280,java-product-service,5.5,344037785.6,32.04,38
1790107004.280,java-user-service,1.86,427294720.0,39.80,40
1790107004.280,research-postgres,0.41,132644864.0,12.36,40
1790107004.280,research-redis,0.74,40359690.24,7.52,8
1790107008.389,java-order-service,3.98,281752371.2,26.24,36
1790107008.389,java-product-service,8.27,344771788.8,32.11,38
1790107008.389,java-user-service,15.71,428343296.0,39.89,39
1790107008.389,research-postgres,0.18,132330291.2,12.33,40
1790107008.389,research-redis,0.78,40265318.4,7.50,8
1790107012.562,java-order-service,3.77,282066944.0,26.27,36
1790107012.562,java-product-service,4.03,346030080.0,32.22,38
1790107012.562,java-user-service,32.93,429182156.8,39.97,39
1790107012.562,research-postgres,0.17,132330291.2,12.32,40
1790107012.562,research-redis,0.96,40485519.36,7.54,8
1790107016.711,java-order-service,5.72,282591232.0,26.32,36
1790107016.711,java-product-service,3.58,346239795.2,32.24,38
1790107016.711,java-user-service,21.09,429916160.0,40.04,39
1790107016.711,research-postgres,0.3,132644864.0,12.35,40
1790107016.711,research-redis,0.67,40076574.72,7.47,8
1790107020.869,java-order-service,9.6,283534950.4,26.40,36
1790107020.869,java-product-service,5.34,346449510.4,32.26,38
1790107020.869,java-user-service,15.07,430125875.2,40.05,39
1790107020.869,research-postgres,0.71,132959436.8,12.38,40
1790107020.869,research-redis,0.78,40632320.0,7.57,8
1790107025.001,java-order-service,2.88,284268953.6,26.48,36
1790107025.001,java-product-service,4.88,346344652.8,32.26,38
1790107025.001,java-user-service,5.66,430755020.8,40.12,39
1790107025.001,research-postgres,0.25,132540006.4,12.35,40
1790107025.001,research-redis,0.62,40233861.12,7.49,8
1790107029.161,java-order-service,5.34,285317529.6,26.57,36
1790107029.161,java-product-service,2.41,346868940.8,32.30,38
1790107029.161,java-user-service,26.46,431069593.6,40.14,39
1790107029.161,research-postgres,0.3,132540006.4,12.34,40
1790107029.161,research-redis,0.64,40108032.0,7.47,8
1790107033.311,java-order-service,7.47,286470963.2,26.68,36
1790107033.311,java-product-service,5.39,347183513.6,32.34,38
1790107033.311,java-user-service,30.28,431279308.8,40.17,39
1790107033.311,research-postgres,0.39,132435148.8,12.33,40
1790107033.311,research-redis,0.78,40485519.36,7.54,8
