t,service,latency_ms
1790101961.007,java-user-service,14.429
1790101961.018,java-product-service,9.095
1790101961.028,java-order-service,9.460
1790101966.061,java-user-service,21.264
1790101966.078,java-product-service,12.448
1790101966.091,java-order-service,7.851
1790101971.115,java-user-service,18.722
1790101971.133,java-product-service,13.323
1790101971.147,java-order-service,8.720
1790101976.175,java-user-service,18.672
1790101976.194,java-product-service,14.705
1790101976.207,java-order-service,9.486
1790101981.232,java-user-service,19.055
1790101981.249,java-product-service,13.380
1790101981.263,java-order-service,8.190
1790101986.290,java-user-service,21.529
1790101986.305,java-product-service,11.547
1790101986.319,java-order-service,9.047
1790101991.337,java-user-service,13.525
1790101991.348,java-product-service,7.012
1790101991.359,java-order-service,6.250
1790101996.381,java-user-service,10.325
1790101996.390,java-product-service,6.277
1790101996.398,java-order-service,5.380
1790102001.417,java-user-service,7.037
1790102001.427,java-product-service,4.918
1790102001.436,java-order-service,5.012
1790102006.463,java-user-service,18.546
1790102006.471,java-product-service,4.786
1790102006.481,java-order-service,4.944
1790102011.496,java-user-service,7.000
1790102011.507,java-product-service,5.153
1790102011.518,java-order-service,6.085
1790102016.578,java-user-service,56.919
1790102016.588,java-product-service,5.256
1790102016.598,java-order-service,4.798
1790102021.620,java-user-service,17.229
1790102021.634,java-product-service,10.141
1790102021.644,java-order-service,6.360
1790102026.663,java-user-service,7.820
1790102026.678,java-product-service,9.937
1790102026.688,java-order-service,5.313
1790102031.850,java-user-service,151.954
1790102031.858,java-product-service,5.535
1790102031.866,java-order-service,4.899
1790102036.897,java-user-service,22.209
1790102036.910,java-product-service,8.408
1790102036.920,java-order-service,6.696
1790102041.951,java-user-service,18.361
1790102041.968,java-product-service,12.780
1790102041.981,java-order-service,10.106
1790102047.010,java-user-service,18.875
1790102047.022,java-product-service,9.148
1790102047.031,java-order-service,6.809
1790102052.041,java-user-service,7.114
1790102052.051,java-product-service,5.096
1790102052.060,java-order-service,5.571
1790102057.073,java-user-service,9.931
1790102057.085,java-product-service,7.074
1790102057.096,java-order-service,6.621
1790102062.228,java-user-service,120.956
1790102062.237,java-product-service,4.489
1790102062.246,java-order-service,4.896
1790102067.289,java-user-service,31.818
1790102067.300,java-product-service,4.586
1790102067.309,java-order-service,4.551
1790102072.338,java-user-service,15.704
1790102072.351,java-product-service,9.791
1790102072.360,java-order-service,6.268
1790102077.377,java-user-service,15.393
1790102077.395,java-product-service,11.238
1790102077.409,java-order-service,9.478
1790102082.423,java-user-service,12.057
1790102082.439,java-product-service,8.393
1790102082.451,java-order-service,8.695
1790102087.474,java-user-service,14.697
1790102087.492,java-product-service,12.445
1790102087.507,java-order-service,9.671
1790102092.522,java-user-service,7.472
1790102092.533,java-product-service,5.175
1790102092.543,java-order-service,5.639
1790102097.640,java-user-service,87.264
1790102097.650,java-product-service,4.687
1790102097.656,java-order-service,3.845
1790102102.683,java-user-service,18.632
1790102102.698,java-product-service,8.935
1790102102.706,java-order-service,6.130
1790102107.727,java-user-service,14.962
1790102107.736,java-product-service,6.109
1790102107.748,java-order-service,6.855
1790102112.774,java-user-service,14.696
1790102112.790,java-product-service,11.381
1790102112.803,java-order-service,9.502
1790102117.818,java-user-service,12.425
1790102117.831,java-product-service,6.572
1790102117.840,java-order-service,6.335
1790102122.858,java-user-service,15.454
1790102122.874,java-product-service,11.417
1790102122.886,java-order-service,8.075
1790102127.905,java-user-service,13.556
1790102127.921,java-product-service,10.152
1790102127.934,java-order-service,8.350
1790102132.968,java-user-service,21.225
1790102132.982,java-product-service,11.344
1790102132.991,java-order-service,5.784
1790102138.013,java-user-service,15.267
1790102138.028,java-product-service,10.680
1790102138.043,java-order-service,9.494
1790102143.060,java-user-service,14.587
1790102143.076,java-product-service,9.880
1790102143.093,java-order-service,12.353
1790102148.101,java-user-service,4.238
1790102148.111,java-product-service,4.127
1790102148.119,java-order-service,4.225
1790102153.349,java-user-service,212.938
1790102153.357,java-product-service,4.399
1790102153.364,java-order-service,4.875
1790102158.381,java-user-service,8.379
1790102158.390,java-product-service,3.750
1790102158.397,java-order-service,3.967
1790102163.414,java-user-service,6.022
1790102163.430,java-product-service,9.971
1790102163.439,java-order-service,6.507
1790102168.616,java-user-service,162.786
1790102168.624,java-product-service,4.085
1790102168.630,java-order-service,3.530
1790102173.659,java-user-service,17.416
1790102173.671,java-product-service,8.745
1790102173.682,java-order-service,7.296
1790102178.706,java-user-service,12.693
1790102178.717,java-product-service,6.663
1790102178.726,java-order-service,5.759
1790102183.750,java-user-service,14.056
1790102183.763,java-product-service,9.766
1790102183.775,java-order-service,7.589
1790102188.791,java-user-service,7.119
1790102188.801,java-product-service,5.023
1790102188.811,java-order-service,4.464
1790102193.834,java-user-service,14.205
1790102193.847,java-product-service,9.263
1790102193.861,java-order-service,8.335
1790102198.878,java-user-service,7.363
1790102198.889,java-product-service,5.325
1790102198.898,java-order-service,5.224
