t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790113272.455,java-order-service,1.72,275041484.8,25.62,38
1790113272.455,java-product-service,4.86,344142643.2,32.05,43
1790113272.455,java-user-service,26.9,389021696.0,36.23,44
1790113272.455,research-postgres,0.34,137363456.0,12.79,43
1790113272.455,research-redis,0.84,7946108.928,1.48,8
1790113276.582,java-order-service,1.65,275460915.2,25.65,38
1790113276.582,java-product-service,4.55,344457216.0,32.08,43
1790113276.582,java-user-service,20.89,389231411.2,36.25,44
1790113276.582,research-postgres,0.09,137258598.4,12.78,43
1790113276.582,research-redis,0.84,8057257.984,1.50,8
1790113280.728,java-order-service,1.62,275670630.4,25.67,38
1790113280.728,java-product-service,9.54,344876646.4,32.12,43
1790113280.728,java-user-service,11.14,389021696.0,36.23,44
1790113280.728,research-postgres,0.29,137048883.2,12.76,43
1790113280.728,research-redis,0.77,7385120.768,1.38,8
1790113284.885,java-order-service,1.36,276299776.0,25.73,38
1790113284.885,java-product-service,14.56,345086361.6,32.14,43
1790113284.885,java-user-service,13.14,389755699.2,36.30,44
1790113284.885,research-postgres,0.14,137258598.4,12.78,43
1790113284.885,research-redis,1.12,7885291.52,1.47,8
1790113289.070,java-order-service,1.98,276194918.4,25.72,38
1790113289.070,java-product-service,12.14,345820364.8,32.21,43
1790113289.070,java-user-service,18.06,389650841.6,36.29,44
1790113289.070,research-postgres,0.13,137363456.0,12.79,43
1790113289.070,research-redis,1.04,7528775.68,1.40,8
1790113293.242,java-order-service,1.21,276404633.6,25.74,38
1790113293.242,java-product-service,16.4,345610649.6,32.19,43
1790113293.242,java-user-service,19.93,389755699.2,36.30,44
1790113293.242,research-postgres,0.11,137363456.0,12.79,43
1790113293.242,research-redis,0.97,8158969.856,1.52,8
1790113296.435,java-order-service,2.12,276719206.4,25.77,38
1790113296.435,java-product-service,13.78,346659225.6,32.28,43
1790113296.435,java-user-service,21.56,390279987.2,36.34,44
1790113296.435,research-postgres,0.1,137363456.0,12.79,43
1790113296.435,research-redis,1.24,7802454.016,1.45,8
1790113300.603,java-order-service,2.39,276928921.6,25.79,38
1790113300.603,java-product-service,18.58,346449510.4,32.27,43
1790113300.603,java-user-service,19.35,390699417.6,36.39,44
1790113300.603,research-postgres,0.86,137573171.2,12.81,43
1790113300.603,research-redis,1.28,7892631.552,1.47,8
1790113304.762,java-order-service,2.14,277453209.6,25.84,38
1790113304.762,java-product-service,35.43,347707801.6,32.38,43
1790113304.762,java-user-service,15.54,390699417.6,36.39,44
1790113304.762,research-postgres,0.12,137573171.2,12.82,43
1790113304.762,research-redis,1.07,7483686.912,1.39,8
1790113308.890,java-order-service,1.04,277033779.2,25.80,38
1790113308.890,java-product-service,43.64,349385523.2,32.54,44
1790113308.890,java-user-service,45.54,391957708.8,36.51,47
1790113308.890,research-postgres,0.07,137468313.6,12.80,43
1790113308.890,research-redis,1.55,7643070.464,1.42,8
1790113313.007,java-order-service,0.98,277348352.0,25.83,38
1790113313.007,java-product-service,26.32,351692390.4,32.76,48
1790113313.007,java-user-service,52.73,393216000.0,36.62,49
1790113313.007,research-postgres,1.45,137153740.8,12.78,43
1790113313.007,research-redis,3.39,7200571.392,1.34,8
1790113317.136,java-order-service,1.14,277662924.8,25.86,38
1790113317.136,java-product-service,93.36,359242137.6,33.46,54
1790113317.136,java-user-service,88.14,393950003.2,36.69,50
1790113317.136,research-postgres,0.08,137363456.0,12.80,43
1790113317.136,research-redis,2.86,7795113.984,1.45,8
1790113321.242,java-order-service,2.04,278187212.8,25.91,38
1790113321.242,java-product-service,41.73,355047833.6,33.06,62
1790113321.242,java-user-service,63.66,398563737.6,37.12,63
1790113321.242,research-postgres,0.06,136944025.6,12.76,43
1790113321.242,research-redis,2.41,7995392.0,1.49,8
1790113325.344,java-order-service,0.43,278187212.8,25.91,38
1790113325.344,java-product-service,25.28,356306124.8,33.19,70
1790113325.344,java-user-service,43.62,398878310.4,37.15,70
1790113325.344,research-postgres,0.02,136839168.0,12.75,43
1790113325.344,research-redis,2.77,7299137.536,1.36,8
1790113329.462,java-order-service,1.41,277872640.0,25.88,38
1790113329.462,java-product-service,28.77,358612992.0,33.40,76
1790113329.462,java-user-service,40.43,401080320.0,37.35,81
1790113329.462,research-postgres,0.1,137258598.4,12.79,43
1790113329.462,research-redis,2.97,7905214.464,1.47,8
1790113333.591,java-order-service,0.65,278921216.0,25.98,38
1790113333.591,java-product-service,23.19,359346995.2,33.47,80
1790113333.591,java-user-service,116.55,404226048.0,37.65,99
1790113333.591,research-postgres,13.17,146276352.0,13.63,47
1790113333.591,research-redis,3.13,7578058.752,1.41,8
1790113337.723,java-order-service,1.94,279445504.0,26.02,38
1790113337.723,java-product-service,32.52,360500428.8,33.57,84
1790113337.723,java-user-service,43.55,404645478.4,37.68,99
1790113337.723,research-postgres,0.07,148478361.6,13.83,48
1790113337.723,research-redis,3.07,7926185.984,1.48,8
1790113341.855,java-order-service,3.08,279550361.6,26.03,38
1790113341.855,java-product-service,24.19,361339289.6,33.65,86
1790113341.855,java-user-service,43.9,404960051.2,37.72,98
1790113341.855,research-postgres,0.56,148373504.0,13.82,48
1790113341.855,research-redis,2.92,8012169.216,1.49,8
1790113346.014,java-order-service,5.58,279550361.6,26.04,38
1790113346.014,java-product-service,34.44,362492723.2,33.76,95
1790113346.014,java-user-service,42.96,404960051.2,37.71,98
1790113346.014,research-postgres,0.08,148163788.8,13.80,48
1790113346.014,research-redis,3.13,8105492.48,1.51,8
1790113350.139,java-order-service,0.63,279655219.2,26.04,38
1790113350.139,java-product-service,23.13,362492723.2,33.76,97
1790113350.139,java-user-service,47.08,404435763.2,37.66,98
1790113350.139,research-postgres,0.05,148268646.4,13.81,48
1790113350.139,research-redis,2.76,7385120.768,1.38,8
1790113354.275,java-order-service,2.25,279864934.4,26.06,38
1790113354.275,java-product-service,22.91,362702438.4,33.78,97
1790113354.275,java-user-service,41.79,404855193.6,37.71,98
1790113354.275,research-postgres,0.09,148478361.6,13.83,48
1790113354.275,research-redis,2.96,7278166.016,1.36,8
1790113358.444,java-order-service,0.89,280284364.8,26.10,38
1790113358.444,java-product-service,32.07,364485017.6,33.95,97
1790113358.444,java-user-service,45.08,404645478.4,37.69,98
1790113358.444,research-postgres,0.05,148268646.4,13.81,48
1790113358.444,research-redis,3.24,7548698.624,1.41,8
1790113362.582,java-order-service,1.31,280179507.2,26.10,38
1790113362.582,java-product-service,32.25,364589875.2,33.95,97
1790113362.582,java-user-service,48.29,407896064.0,37.99,98
1790113362.582,research-postgres,0.07,148373504.0,13.82,48
1790113362.582,research-redis,2.63,7885291.52,1.47,8
1790113366.711,java-order-service,4.13,280808652.8,26.15,38
1790113366.711,java-product-service,19.89,364904448.0,33.98,98
1790113366.711,java-user-service,44.67,405274624.0,37.75,98
1790113366.711,research-postgres,0.57,150680371.2,14.03,49
1790113366.711,research-redis,2.61,8093958.144,1.51,8
1790113370.884,java-order-service,1.22,280598937.6,26.13,38
1790113370.884,java-product-service,19.09,365009305.6,34.00,97
1790113370.884,java-user-service,28.43,405274624.0,37.74,98
1790113370.884,research-postgres,0.1,150575513.6,14.02,49
1790113370.884,research-redis,2.53,7581204.48,1.41,8
1790113375.034,java-order-service,0.82,280808652.8,26.16,38
1790113375.034,java-product-service,11.68,365743308.8,34.07,97
1790113375.034,java-user-service,23.58,404750336.0,37.69,98
1790113375.034,research-postgres,0.08,150365798.4,14.00,49
1790113375.034,research-redis,1.87,7855931.392,1.46,8
1790113379.170,java-order-service,3.43,280703795.2,26.14,38
1790113379.170,java-product-service,5.1,365428736.0,34.04,97
1790113379.170,java-user-service,7.9,405379481.6,37.75,98
1790113379.170,research-postgres,0.14,150260940.8,13.99,49
1790113379.170,research-redis,1.38,7664041.984,1.43,8
1790113383.357,java-order-service,2.03,280913510.4,26.16,38
1790113383.357,java-product-service,12.76,365428736.0,34.03,97
1790113383.357,java-user-service,7.58,405589196.8,37.77,98
1790113383.357,research-postgres,2.3,150260940.8,14.00,49
1790113383.357,research-redis,3.03,7208960.0,1.34,8
1790113387.532,java-order-service,4.88,281647513.6,26.23,38
1790113387.532,java-product-service,9.08,365848166.4,34.07,97
1790113387.532,java-user-service,9.31,405589196.8,37.77,98
1790113387.532,research-postgres,0.11,150575513.6,14.03,49
1790113387.532,research-redis,0.96,7389315.072,1.38,8
1790113391.697,java-order-service,3.59,281228083.2,26.19,38
1790113391.697,java-product-service,7.06,367316172.8,34.21,97
1790113391.697,java-user-service,20.87,405484339.2,37.76,98
1790113391.697,research-postgres,0.13,150575513.6,14.03,49
1790113391.697,research-redis,1.16,7610564.608,1.42,8
1790113395.857,java-order-service,1.79,281228083.2,26.19,38
1790113395.857,java-product-service,5.93,367630745.6,34.24,98
1790113395.857,java-user-service,8.31,406532915.2,37.86,99
1790113395.857,research-postgres,1.01,153826099.2,14.33,51
1790113395.857,research-redis,1.2,7475298.304,1.39,8
1790113400.008,java-order-service,1.54,282486374.4,26.31,38
1790113400.008,java-product-service,4.41,369937612.8,34.46,97
1790113400.008,java-user-service,10.22,406008627.2,37.81,98
1790113400.008,research-postgres,0.1,153406668.8,14.29,51
1790113400.008,research-redis,1.13,8139046.912,1.52,8
1790113404.183,java-order-service,1.54,282591232.0,26.32,38
1790113404.183,java-product-service,4.49,369937612.8,34.45,97
1790113404.183,java-user-service,8.0,405379481.6,37.75,98
1790113404.183,research-postgres,0.12,153616384.0,14.31,51
1790113404.183,research-redis,3.28,7651459.072,1.43,8
1790113408.357,java-order-service,1.03,282276659.2,26.29,38
1790113408.357,java-product-service,5.01,370147328.0,34.47,97
1790113408.357,java-user-service,10.66,406008627.2,37.82,98
1790113408.357,research-postgres,0.1,153406668.8,14.29,51
1790113408.357,research-redis,0.93,7499415.552,1.40,8
1790113412.497,java-order-service,1.76,282171801.6,26.28,38
1790113412.497,java-product-service,6.53,370252185.6,34.48,97
1790113412.497,java-user-service,8.22,405694054.4,37.78,98
1790113412.497,research-postgres,0.11,153406668.8,14.29,51
1790113412.497,research-redis,1.14,7847542.784,1.46,8
1790113416.667,java-order-service,3.34,282171801.6,26.28,38
1790113416.667,java-product-service,3.72,370147328.0,34.47,97
1790113416.667,java-user-service,6.25,406008627.2,37.81,98
1790113416.667,research-postgres,0.1,153616384.0,14.30,51
1790113416.667,research-redis,1.13,7503609.856,1.40,8
1790113420.822,java-order-service,1.25,282800947.2,26.34,38
1790113420.822,java-product-service,6.16,370252185.6,34.48,97
1790113420.822,java-user-service,6.06,405903769.6,37.81,98
1790113420.822,research-postgres,0.14,153616384.0,14.31,51
1790113420.822,research-redis,1.12,7729053.696,1.44,8
1790113424.998,java-order-service,0.4,282800947.2,26.34,38
1790113424.998,java-product-service,1.77,369098752.0,34.37,97
1790113424.998,java-user-service,0.31,404645478.4,37.69,98
1790113424.998,research-postgres,0.0,153511526.4,14.29,51
1790113424.998,research-redis,0.85,7709130.752,1.44,8
