t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790100994.542,java-order-service,3.77,261619712.0,24.37,38
1790100994.542,java-user-service,28.99,369727897.6,34.43,44
1790100994.542,java-product-service,2.68,341206630.4,31.78,43
1790100994.542,research-postgres,0.39,137363456.0,12.79,44
1790100994.542,research-redis,0.72,39772487.68,7.41,8
1790100998.677,java-order-service,3.03,261724569.6,24.38,38
1790100998.677,java-user-service,14.28,369937612.8,34.46,44
1790100998.677,java-product-service,6.59,342884352.0,31.93,43
1790100998.677,research-postgres,1.38,137258598.4,12.78,44
1790100998.677,research-redis,0.69,40013660.16,7.45,8
1790101002.859,java-order-service,3.88,261724569.6,24.37,38
1790101002.859,java-user-service,18.51,369937612.8,34.45,44
1790101002.859,java-product-service,5.83,343198924.8,31.96,43
1790101002.859,research-postgres,0.16,137153740.8,12.78,44
1790101002.859,research-redis,0.76,39803944.96,7.42,8
1790101006.986,java-order-service,0.84,262248857.6,24.42,38
1790101006.986,java-user-service,21.76,370566758.4,34.51,44
1790101006.986,java-product-service,4.65,343198924.8,31.96,43
1790101006.986,research-postgres,0.22,137573171.2,12.82,44
1790101006.986,research-redis,0.81,39762001.92,7.41,8
1790101011.095,java-order-service,1.26,262353715.2,24.43,38
1790101011.095,java-user-service,24.43,370881331.2,34.54,44
1790101011.095,java-product-service,5.47,344352358.4,32.07,43
1790101011.095,research-postgres,0.6,137782886.4,12.83,44
1790101011.095,research-redis,1.47,39583744.0,7.37,8
1790101015.206,java-order-service,1.16,263297433.6,24.53,38
1790101015.206,java-user-service,37.93,370986188.8,34.55,44
1790101015.206,java-product-service,4.25,344247500.8,32.06,43
1790101015.206,research-postgres,0.27,137678028.8,12.82,44
1790101015.206,research-redis,0.65,40003174.4,7.45,8
1790101019.320,java-order-service,2.38,263716864.0,24.56,38
1790101019.320,java-user-service,30.79,371720192.0,34.62,44
1790101019.320,java-product-service,3.15,344352358.4,32.07,43
1790101019.320,research-postgres,2.32,137468313.6,12.80,44
1790101019.320,research-redis,0.46,39950745.6,7.44,8
1790101023.415,java-order-service,1.44,263612006.4,24.55,38
1790101023.415,java-user-service,47.44,371510476.8,34.60,44
1790101023.415,java-product-service,5.24,344876646.4,32.12,43
1790101023.415,research-postgres,0.24,137678028.8,12.82,44
1790101023.415,research-redis,0.62,40223375.36,7.49,8
1790101027.506,java-order-service,1.41,264136294.4,24.60,38
1790101027.506,java-user-service,42.32,370671616.0,34.52,44
1790101027.506,java-product-service,5.06,345086361.6,32.14,43
1790101027.506,research-postgres,0.32,138307174.4,12.88,44
1790101027.506,research-redis,0.75,40118517.76,7.47,8
