t,service,latency_ms
1790113745.874,java-user-service,10.752
1790113745.884,java-product-service,8.557
1790113745.893,java-order-service,8.304
1790113750.927,java-user-service,22.973
1790113750.943,java-product-service,12.838
1790113750.959,java-order-service,10.856
1790113755.976,java-user-service,13.417
1790113755.986,java-product-service,7.542
1790113755.997,java-order-service,6.281
1790113761.024,java-user-service,20.221
1790113761.040,java-product-service,12.449
1790113761.054,java-order-service,7.854
1790113766.076,java-user-service,8.168
1790113766.088,java-product-service,6.625
1790113766.098,java-order-service,5.321
1790113771.127,java-user-service,18.570
1790113771.145,java-product-service,13.594
1790113771.156,java-order-service,7.518
1790113776.172,java-user-service,9.046
1790113776.182,java-product-service,6.593
1790113776.195,java-order-service,6.144
1790113781.218,java-user-service,9.339
1790113781.231,java-product-service,8.113
1790113781.244,java-order-service,7.642
1790113786.263,java-user-service,6.166
1790113786.273,java-product-service,5.361
1790113786.285,java-order-service,5.333
1790113791.296,java-user-service,6.204
1790113791.308,java-product-service,5.968
1790113791.319,java-order-service,5.063
1790113796.338,java-user-service,10.909
1790113796.358,java-product-service,16.257
1790113796.370,java-order-service,5.570
1790113801.389,java-user-service,6.386
1790113801.399,java-product-service,5.495
1790113801.410,java-order-service,5.313
1790113806.431,java-user-service,10.604
1790113806.441,java-product-service,5.405
1790113806.449,java-order-service,4.931
1790113811.470,java-user-service,9.007
1790113811.483,java-product-service,7.581
1790113811.493,java-order-service,6.634
1790113816.512,java-user-service,6.725
1790113816.523,java-product-service,5.962
1790113816.532,java-order-service,6.075
1790113821.547,java-user-service,5.696
1790113821.558,java-product-service,5.636
1790113821.567,java-order-service,5.700
1790113826.579,java-user-service,5.930
1790113826.589,java-product-service,4.939
1790113826.600,java-order-service,4.745
1790113831.615,java-user-service,10.414
1790113831.626,java-product-service,7.707
1790113831.645,java-order-service,16.529
1790113836.663,java-user-service,5.510
1790113836.672,java-product-service,4.354
1790113836.683,java-order-service,4.299
1790113841.696,java-user-service,5.992
1790113841.708,java-product-service,5.938
1790113841.719,java-order-service,4.969
1790113846.740,java-user-service,9.869
1790113846.750,java-product-service,6.421
1790113846.759,java-order-service,6.090
1790113851.839,java-user-service,68.983
1790113851.848,java-product-service,4.484
1790113851.858,java-order-service,3.799
1790113856.884,java-user-service,21.975
1790113856.893,java-product-service,5.953
1790113856.900,java-order-service,4.496
1790113861.981,java-user-service,67.350
1790113861.989,java-product-service,4.227
1790113861.997,java-order-service,3.737
1790113867.035,java-user-service,30.617
1790113867.043,java-product-service,4.185
1790113867.053,java-order-service,4.178
1790113872.417,java-user-service,350.733
1790113872.424,java-product-service,4.437
1790113872.433,java-order-service,4.283
1790113877.486,java-user-service,42.429
1790113877.493,java-product-service,4.369
1790113877.503,java-order-service,3.884
1790113883.038,java-user-service,529.202
1790113883.045,java-product-service,4.308
1790113883.055,java-order-service,4.485
1790113888.198,java-user-service,135.622
1790113888.205,java-product-service,4.769
1790113888.215,java-order-service,4.287
1790113893.417,java-user-service,198.051
1790113893.426,java-product-service,6.382
1790113893.434,java-order-service,3.667
1790113898.602,java-user-service,158.379
1790113898.613,java-product-service,6.369
1790113898.623,java-order-service,4.580
1790113903.645,java-user-service,9.519
1790113903.653,java-product-service,5.495
1790113903.661,java-order-service,4.998
1790113908.700,java-user-service,25.308
1790113908.710,java-product-service,4.569
1790113908.719,java-order-service,4.379
1790113913.993,java-user-service,264.872
1790113914.001,java-product-service,4.690
1790113914.011,java-order-service,3.770
1790113919.818,java-user-service,800.437
1790113919.827,java-product-service,6.409
1790113919.835,java-order-service,3.904
1790113924.911,java-user-service,65.063
1790113924.918,java-product-service,4.115
1790113924.927,java-order-service,4.121
1790113930.206,java-user-service,267.754
1790113930.215,java-product-service,5.520
1790113930.222,java-order-service,4.779
1790113935.246,java-user-service,17.175
1790113935.261,java-product-service,11.244
1790113935.273,java-order-service,7.956
1790113940.295,java-user-service,8.475
1790113940.307,java-product-service,7.327
1790113940.317,java-order-service,5.003
1790113945.333,java-user-service,5.746
1790113945.343,java-product-service,4.682
1790113945.353,java-order-service,4.473
1790113950.379,java-user-service,13.972
1790113950.396,java-product-service,12.149
1790113950.408,java-order-service,8.630
1790113955.432,java-user-service,10.263
1790113955.444,java-product-service,8.526
1790113955.457,java-order-service,7.810
1790113960.487,java-user-service,5.500
1790113960.496,java-product-service,4.499
1790113960.504,java-order-service,4.113
