t,k6_cpu_percent_of_one_core,k6_rss_bytes
1790097334.627,nan,55394304.0
1790097339.057,0.4814068641072229,57229312.0
1790097343.221,0.7264117732295502,59097088.0
1790097347.343,0.7314258078335711,40615936.0
1790097351.453,2.425047806519957,56082432.0
1790097355.576,0.9651382870554797,57032704.0
1790097359.721,1.2065956934502493,57638912.0
1790097363.865,1.2033340897856273,57868288.0
1790097368.020,2.180619197589605,58245120.0
1790097372.147,1.451690990131015,58769408.0
1790097376.280,1.6980943658619758,58834944.0
1790097380.402,2.654977036349096,59359232.0
1790097384.536,1.9382878669905914,59523072.0
1790097388.667,1.9541860678705454,59899904.0
1790097392.757,2.1783423281205847,60194816.0
1790097396.890,2.6713236296287772,60850176.0
1790097401.015,2.66972717335767,60440576.0
1790097405.136,3.1276530972725416,61587456.0
1790097410.243,2.687942131927649,61800448.0
1790097414.344,2.9364622989664113,61882368.0
1790097418.426,2.6795289913675777,61947904.0
1790097422.529,3.6148828609456887,63406080.0
1790097426.682,2.9291813145185936,63832064.0
1790097430.780,2.6742861740197994,64471040.0
1790097434.890,3.159288333839832,68616192.0
1790097439.002,3.6440622597734498,69500928.0
1790097443.125,2.645251471599002,69599232.0
1790097447.284,3.154809178890842,70336512.0
1790097451.406,2.640524390028931,69517312.0
1790097455.564,3.1398084948922147,71532544.0
1790097459.708,2.403058320358773,71925760.0
1790097463.873,2.4173595563446506,72073216.0
1790097468.010,3.364568293734702,73990144.0
1790097472.166,2.419630282599143,74039296.0
1790097476.295,2.670015624599421,74268672.0
1790097480.418,3.130785183769716,74776576.0
1790097484.572,2.637805484778697,74825728.0
1790097488.737,3.8478595596359453,76546048.0
1790097492.903,2.4104360061545016,77086720.0
1790097497.053,2.6673178673178644,77135872.0
1790097501.176,3.14123693730569,77447168.0
1790097505.311,2.6524925494243536,77463552.0
1790097509.455,2.6615306666768275,76382208.0
1790097513.596,3.14153139736564,77758464.0
1790097517.729,2.4047930921276226,61390848.0
1790097521.885,2.1539180310601354,62341120.0
1790097526.070,3.1413851558445485,67878912.0
1790097530.202,2.404228751345343,65863680.0
1790097534.360,2.43384670198215,68993024.0
1790097538.470,3.1523177383675702,73695232.0
1790097542.599,1.4350987368636428,73842688.0
1790097546.782,0.7153568688128052,72826880.0
