t,service,latency_ms
1790105104.715,swift-user-service,4.225
1790105104.718,swift-product-service,2.177
1790105104.720,swift-order-service,1.837
1790105109.736,swift-user-service,6.349
1790105109.742,swift-product-service,4.086
1790105109.747,swift-order-service,4.372
1790105114.762,swift-user-service,3.954
1790105114.766,swift-product-service,2.562
1790105114.769,swift-order-service,2.335
1790105119.776,swift-user-service,4.506
1790105119.781,swift-product-service,3.724
1790105119.785,swift-order-service,2.925
1790105124.801,swift-user-service,5.071
1790105124.805,swift-product-service,3.047
1790105124.808,swift-order-service,2.659
1790105129.817,swift-user-service,6.173
1790105129.822,swift-product-service,3.934
1790105129.826,swift-order-service,2.938
1790105134.844,swift-user-service,7.275
1790105134.849,swift-product-service,4.194
1790105134.853,swift-order-service,3.181
1790105139.869,swift-user-service,5.343
1790105139.874,swift-product-service,3.818
1790105139.879,swift-order-service,3.419
1790105144.896,swift-user-service,6.631
1790105144.901,swift-product-service,3.879
1790105144.905,swift-order-service,3.292
1790105149.918,swift-user-service,4.368
1790105149.923,swift-product-service,3.688
1790105149.927,swift-order-service,3.355
1790105154.940,swift-user-service,2.661
1790105154.943,swift-product-service,1.983
1790105154.946,swift-order-service,1.904
1790105159.952,swift-user-service,4.409
1790105159.957,swift-product-service,3.922
1790105159.962,swift-order-service,3.857
1790105164.968,swift-user-service,1.597
1790105164.970,swift-product-service,1.258
1790105164.972,swift-order-service,1.239
1790105169.978,swift-user-service,1.974
1790105169.980,swift-product-service,1.504
1790105169.982,swift-order-service,1.324
1790105174.994,swift-user-service,3.017
1790105174.997,swift-product-service,2.194
1790105175.000,swift-order-service,1.935
1790105180.010,swift-user-service,1.917
1790105180.013,swift-product-service,1.459
1790105180.015,swift-order-service,1.304
1790105185.029,swift-user-service,3.397
1790105185.033,swift-product-service,2.734
1790105185.036,swift-order-service,2.341
1790105190.049,swift-user-service,2.346
1790105190.052,swift-product-service,1.811
1790105190.055,swift-order-service,2.003
1790105195.068,swift-user-service,1.899
1790105195.070,swift-product-service,1.291
1790105195.072,swift-order-service,1.100
1790105200.085,swift-user-service,3.257
1790105200.090,swift-product-service,2.256
1790105200.094,swift-order-service,2.037
1790105205.106,swift-user-service,1.803
1790105205.108,swift-product-service,1.522
1790105205.110,swift-order-service,1.318
1790105210.128,swift-user-service,10.692
1790105210.132,swift-product-service,2.855
1790105210.135,swift-order-service,1.759
1790105215.148,swift-user-service,2.783
1790105215.151,swift-product-service,2.038
1790105215.154,swift-order-service,1.962
1790105220.162,swift-user-service,2.339
1790105220.166,swift-product-service,2.503
1790105220.168,swift-order-service,2.002
1790105225.172,swift-user-service,1.553
1790105225.174,swift-product-service,1.271
1790105225.176,swift-order-service,1.159
1790105230.186,swift-user-service,2.273
1790105230.189,swift-product-service,1.869
1790105230.191,swift-order-service,1.462
1790105235.200,swift-user-service,1.863
1790105235.202,swift-product-service,1.366
1790105235.204,swift-order-service,1.318
1790105240.207,swift-user-service,1.765
1790105240.209,swift-product-service,1.457
1790105240.211,swift-order-service,1.179
1790105245.221,swift-user-service,1.816
1790105245.223,swift-product-service,1.312
1790105245.226,swift-order-service,1.242
1790105250.235,swift-user-service,3.007
1790105250.239,swift-product-service,3.169
1790105250.242,swift-order-service,2.784
1790105255.255,swift-user-service,1.737
1790105255.257,swift-product-service,1.680
1790105255.259,swift-order-service,1.308
1790105260.355,swift-user-service,91.584
1790105260.359,swift-product-service,2.642
1790105260.361,swift-order-service,1.531
1790105265.555,swift-user-service,186.477
1790105265.559,swift-product-service,3.496
1790105265.562,swift-order-service,2.043
1790105270.850,swift-user-service,282.636
1790105270.857,swift-product-service,6.132
1790105270.859,swift-order-service,1.791
1790105276.041,swift-user-service,174.717
1790105276.045,swift-product-service,3.483
1790105276.048,swift-order-service,2.322
1790105281.439,swift-user-service,390.142
1790105281.452,swift-product-service,11.590
1790105281.455,swift-order-service,2.285
1790105286.554,swift-user-service,98.231
1790105286.557,swift-product-service,2.767
1790105286.560,swift-order-service,2.239
1790105291.638,swift-user-service,72.021
1790105291.654,swift-product-service,14.241
1790105291.657,swift-order-service,2.763
1790105296.753,swift-user-service,93.445
1790105296.758,swift-product-service,3.808
1790105296.761,swift-order-service,1.832
1790105301.768,swift-user-service,5.784
1790105301.773,swift-product-service,3.681
1790105301.776,swift-order-service,2.910
1790105306.786,swift-user-service,4.256
1790105306.791,swift-product-service,3.637
1790105306.795,swift-order-service,3.028
1790105311.801,swift-user-service,2.195
1790105311.805,swift-product-service,1.930
1790105311.807,swift-order-service,1.692
1790105316.822,swift-user-service,6.668
1790105316.827,swift-product-service,4.184
1790105316.832,swift-order-service,3.587
