t,service,latency_ms
1790102473.826,swift-user-service,3.993
1790102473.828,swift-product-service,2.373
1790102473.831,swift-order-service,1.763
1790102478.843,swift-user-service,2.414
1790102478.846,swift-product-service,2.001
1790102478.849,swift-order-service,1.649
1790102483.935,swift-user-service,76.540
1790102483.941,swift-product-service,4.171
1790102483.944,swift-order-service,2.398
1790102489.040,swift-user-service,92.892
1790102489.044,swift-product-service,2.616
1790102489.047,swift-order-service,2.180
1790102494.141,swift-user-service,89.149
1790102494.145,swift-product-service,3.339
1790102494.148,swift-order-service,1.922
1790102499.239,swift-user-service,80.844
1790102499.242,swift-product-service,2.702
1790102499.245,swift-order-service,1.981
1790102504.537,swift-user-service,290.255
1790102504.542,swift-product-service,3.977
1790102504.545,swift-order-service,2.256
1790102510.332,swift-user-service,776.320
1790102510.337,swift-product-service,3.809
1790102510.339,swift-order-service,1.600
1790102515.841,swift-user-service,501.555
1790102515.845,swift-product-service,2.451
1790102515.848,swift-order-service,2.194
1790102522.444,swift-user-service,1591.269
1790102522.448,swift-product-service,2.462
1790102522.450,swift-order-service,2.007
1790102528.632,swift-user-service,1180.640
1790102528.636,swift-product-service,2.898
1790102528.639,swift-order-service,1.670
1790102536.730,swift-user-service,3088.249
1790102536.734,swift-product-service,3.186
1790102536.737,swift-order-service,2.162
1790102542.932,swift-user-service,1185.482
1790102542.935,swift-product-service,2.890
1790102542.938,swift-order-service,2.019
1790102551.841,swift-user-service,3894.036
1790102551.846,swift-product-service,3.579
1790102551.848,swift-order-service,1.798
1790102558.433,swift-user-service,1580.450
1790102558.437,swift-product-service,3.045
1790102558.440,swift-order-service,2.289
1790102564.542,swift-user-service,1094.142
1790102564.546,swift-product-service,2.981
1790102564.549,swift-order-service,1.949
1790102570.036,swift-user-service,480.176
1790102570.040,swift-product-service,2.945
1790102570.042,swift-order-service,1.834
1790102577.244,swift-user-service,2197.091
1790102577.247,swift-product-service,2.698
1790102577.250,swift-order-service,1.786
1790102585.229,swift-user-service,2976.293
1790102585.233,swift-product-service,3.994
1790102585.237,swift-order-service,2.819
1790102593.440,swift-user-service,3191.141
1790102593.444,swift-product-service,2.591
1790102593.447,swift-order-service,2.267
1790102601.742,swift-user-service,3288.509
1790102601.747,swift-product-service,3.795
1790102601.751,swift-order-service,2.309
1790102610.046,swift-user-service,3288.195
1790102610.049,swift-product-service,2.000
1790102610.054,swift-order-service,2.981
1790102618.137,swift-user-service,3072.472
1790102618.142,swift-product-service,2.775
1790102618.144,swift-order-service,1.693
1790102623.942,swift-user-service,792.375
1790102623.947,swift-product-service,2.787
1790102623.949,swift-order-service,1.787
1790102632.144,swift-user-service,3190.121
1790102632.148,swift-product-service,2.857
1790102632.151,swift-order-service,1.821
1790102641.638,swift-user-service,4479.765
1790102641.643,swift-product-service,2.588
1790102641.645,swift-order-service,1.696
1790102650.434,swift-user-service,3784.175
1790102650.439,swift-product-service,3.053
1790102650.443,swift-order-service,1.899
1790102657.035,swift-user-service,1589.675
1790102657.046,swift-product-service,9.084
1790102657.049,swift-order-service,2.983
1790102665.336,swift-user-service,3277.426
1790102665.340,swift-product-service,2.980
1790102665.344,swift-order-service,2.404
1790102670.441,swift-user-service,91.431
1790102670.450,swift-product-service,6.549
1790102670.453,swift-order-service,1.888
1790102676.240,swift-user-service,786.164
1790102676.245,swift-product-service,2.841
1790102676.247,swift-order-service,1.790
