t,k6_cpu_percent_of_one_core,k6_rss_bytes
1790097590.860,nan,158236672.0
1790097595.248,1.9446066055965054,161300480.0
1790097599.353,2.1696867993904205,135774208.0
1790097603.502,1.6955745466263656,128942080.0
1790097607.640,1.6812681149980075,131891200.0
1790097611.798,1.9177781356903427,136445952.0
1790097615.965,1.2293638506114055,141066240.0
1790097620.041,1.9159294976257024,142786560.0
1790097624.217,2.1534573732086004,146620416.0
1790097628.391,2.170670686672541,127434752.0
1790097632.542,2.1368227071195394,96747520.0
1790097636.754,7.001495392970497,178208768.0
1790097640.894,1.676427110882895,179322880.0
1790097645.067,1.939788949239668,181977088.0
1790097650.227,2.406257008059805,184762368.0
1790097654.377,2.1759481600892,187039744.0
1790097658.518,2.1587574199405886,189169664.0
1790097662.681,1.924474551626542,191152128.0
1790097666.844,1.9337805395393801,192364544.0
1790097670.977,2.890049477198385,196542464.0
1790097675.134,2.413622432194586,201113600.0
1790097679.277,2.160513128461369,205062144.0
1790097683.442,6.036582898094726,210518016.0
1790097687.577,2.409005881534323,210501632.0
1790097691.730,2.1714394778844825,210681856.0
1790097695.873,2.401848315661312,210812928.0
1790097700.043,1.9283893661908185,210747392.0
1790097704.192,2.400881518730844,211582976.0
1790097708.357,2.8831050591882064,203341824.0
1790097712.519,2.4024508950915333,206946304.0
1790097716.674,2.6441316069342666,212418560.0
1790097720.839,2.1705046882746126,216399872.0
1790097724.988,2.1445359994718833,219234304.0
1790097729.182,2.401585366621759,225067008.0
1790097733.349,7.168500126559128,228032512.0
1790097737.534,2.168195079990981,228753408.0
1790097741.678,2.8890664097875383,232292352.0
1790097745.828,3.136006139735575,234700800.0
1790097749.978,2.168018502575574,235274240.0
1790097754.126,2.6535963102420244,235700224.0
1790097758.276,1.91797117684371,235945984.0
1790097762.451,1.688256222355701,236027904.0
1790097766.597,1.9282169371857272,236306432.0
1790097770.746,1.441261015420914,237355008.0
1790097774.903,1.4438840902838266,239943680.0
1790097779.065,1.91861986485323,244449280.0
1790097783.234,1.1971769678932602,247939072.0
1790097787.411,2.156588908226153,250675200.0
1790097791.577,2.4158413332358135,255262720.0
1790097795.724,2.4040241157612394,255852544.0
1790097799.878,5.995038171932323,262438912.0
