t,k6_cpu_percent_of_one_core,k6_rss_bytes
1790095298.938,nan,70516736.0
1790095303.048,1.4338846415043962,73809920.0
1790095307.233,1.908476983423469,65323008.0
1790095311.425,2.880105582483855,66551808.0
1790095315.591,4.788823782173862,80003072.0
1790095319.768,4.074059569703578,80740352.0
1790095323.940,5.7302376035298375,80871424.0
1790095328.129,4.065031224665945,81182720.0
1790095332.311,11.556259669124788,83836928.0
1790095336.456,15.783935375140182,88932352.0
1790095340.573,22.29619769239916,103907328.0
1790095344.709,24.922735382069057,109969408.0
1790095348.841,26.57790674892686,113623040.0
1790095353.018,24.83694998774289,114622464.0
1790095357.165,25.08070394936569,118767616.0
1790095361.311,25.235913838851197,118996992.0
1790095365.432,26.11737932700234,120504320.0
1790095369.606,22.055266090759847,112246784.0
1790095373.732,24.752255150301416,120012800.0
1790095377.885,23.837432481248207,120586240.0
1790095382.003,26.39297163613406,122404864.0
1790095386.202,22.625688987624855,122552320.0
1790095390.316,22.67481729833946,122568704.0
1790095394.466,22.006016873318828,128335872.0
1790095398.637,16.05248327680482,128368640.0
1790095402.820,11.258596152224015,128401408.0
1790095406.995,6.467214408099851,128401408.0
1790095411.170,4.365659027259271,128401408.0
1790095415.284,3.363533747976432,124338176.0
1790095419.455,5.7393050787765585,124338176.0
1790095423.637,3.636737578198549,119062528.0
1790095427.762,3.3670485505412446,118980608.0
1790095431.919,4.3190242225281485,119193600.0
1790095436.087,3.58762245345592,119242752.0
1790095440.268,4.531441842068274,119259136.0
1790095444.461,2.2285633783659144,119259136.0
1790095447.602,1.4379278609527555,119078912.0
