t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790107499.879,java-order-service,1.27,280808652.8,26.16,35
1790107499.879,java-product-service,5.37,398458880.0,37.11,38
1790107499.879,java-user-service,21.7,376963072.0,35.10,39
1790107499.879,research-postgres,1.05,136314880.0,12.70,43
1790107499.879,research-redis,0.93,7901020.16,1.47,8
1790107505.026,java-order-service,1.97,281123225.6,26.18,35
1790107505.026,java-product-service,8.12,400765747.2,37.32,38
1790107505.026,java-user-service,12.8,377172787.2,35.13,39
1790107505.026,research-postgres,0.14,136629452.8,12.72,43
1790107505.026,research-redis,1.07,7565475.84,1.41,8
1790107509.193,java-order-service,3.12,281962086.4,26.26,35
1790107509.193,java-product-service,11.12,400660889.6,37.32,38
1790107509.193,java-user-service,12.95,377697075.2,35.18,39
1790107509.193,research-postgres,0.1,136839168.0,12.74,43
1790107509.193,research-redis,1.08,7855931.392,1.46,8
1790107513.364,java-order-service,3.81,283849523.2,26.43,35
1790107513.364,java-product-service,13.12,401499750.4,37.39,38
1790107513.364,java-user-service,23.8,378535936.0,35.26,39
1790107513.364,research-postgres,0.11,136734310.4,12.73,43
1790107513.364,research-redis,0.91,7606370.304,1.42,8
1790107517.521,java-order-service,1.56,280284364.8,26.10,35
1790107517.521,java-product-service,10.46,401290035.2,37.38,38
1790107517.521,java-user-service,26.18,378640793.6,35.26,39
1790107517.521,research-postgres,0.13,136524595.2,12.72,43
1790107517.521,research-redis,2.53,8064598.016,1.50,8
1790107521.669,java-order-service,1.69,280494080.0,26.13,35
1790107521.669,java-product-service,23.82,401814323.2,37.42,38
1790107521.669,java-user-service,16.78,379374796.8,35.33,39
1790107521.669,research-postgres,0.14,136629452.8,12.72,43
1790107521.669,research-redis,1.16,7741636.608,1.44,8
1790107525.833,java-order-service,4.22,281437798.4,26.21,35
1790107525.833,java-product-service,11.37,402024038.4,37.44,38
1790107525.833,java-user-service,19.56,380213657.6,35.41,39
1790107525.833,research-postgres,0.94,137048883.2,12.76,43
1790107525.833,research-redis,0.92,8167358.464,1.52,8
1790107529.992,java-order-service,1.04,283534950.4,26.41,35
1790107529.992,java-product-service,20.17,402128896.0,37.46,38
1790107529.992,java-user-service,23.14,380318515.2,35.42,39
1790107529.992,research-postgres,0.03,137153740.8,12.78,43
1790107529.992,research-redis,1.31,8294236.16,1.54,8
1790107534.138,java-order-service,2.73,283744665.6,26.43,35
1790107534.138,java-product-service,18.04,403072614.4,37.54,38
1790107534.138,java-user-service,30.25,381681664.0,35.54,40
1790107534.138,research-postgres,0.23,136839168.0,12.75,43
1790107534.138,research-redis,1.42,7163871.232,1.33,8
1790107538.288,java-order-service,3.0,284164096.0,26.47,35
1790107538.288,java-product-service,27.99,409154355.2,38.11,38
1790107538.288,java-user-service,44.24,387868262.4,36.13,39
1790107538.288,research-postgres,0.03,136524595.2,12.71,43
1790107538.288,research-redis,2.75,7712276.48,1.44,8
1790107542.387,java-order-service,0.88,284373811.2,26.49,35
1790107542.387,java-product-service,34.44,410307788.8,38.22,38
1790107542.387,java-user-service,41.57,384407961.6,35.80,39
