t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790098580.416,java-order-service,2.26,275880345.6,25.70,35
1790098580.416,java-product-service,2.75,339528908.8,31.62,38
1790098580.416,java-user-service,4.34,423624704.0,39.46,40
1790098580.416,research-postgres,0.44,130862284.8,12.19,40
1790098580.416,research-redis,0.8,40380661.76,7.52,8
1790098584.526,java-order-service,2.71,276194918.4,25.73,35
1790098584.526,java-product-service,2.25,339214336.0,31.59,38
1790098584.526,java-user-service,107.73,424987852.8,39.58,40
1790098584.526,research-postgres,1.46,131072000.0,12.20,40
1790098584.526,research-redis,1.46,39919288.32,7.44,8
1790098588.646,java-order-service,9.52,277033779.2,25.80,35
1790098588.646,java-product-service,4.09,339424051.2,31.61,38
1790098588.646,java-user-service,145.26,428448153.6,39.90,40
1790098588.646,research-postgres,1.21,139355750.4,12.98,44
1790098588.646,research-redis,0.57,39531315.2,7.36,8
1790098592.766,java-order-service,0.73,277348352.0,25.83,35
1790098592.766,java-product-service,0.55,339109478.4,31.58,38
1790098592.766,java-user-service,149.62,430755020.8,40.12,40
1790098592.766,research-postgres,3.52,150680371.2,14.04,49
1790098592.766,research-redis,0.55,39845888.0,7.42,8
1790098596.867,java-order-service,0.43,277348352.0,25.83,35
1790098596.867,java-product-service,0.68,339528908.8,31.62,38
1790098596.867,java-user-service,148.2,433691033.6,40.39,40
1790098596.867,research-postgres,1.01,154769817.6,14.41,51
1790098596.867,research-redis,0.54,39961231.36,7.44,8
1790098600.962,java-order-service,1.89,277348352.0,25.83,35
1790098600.962,java-product-service,2.2,339738624.0,31.64,38
1790098600.962,java-user-service,148.9,436731904.0,40.68,42
1790098600.962,research-postgres,1.41,155189248.0,14.45,51
1790098600.962,research-redis,0.48,40013660.16,7.45,8
1790098605.064,java-order-service,1.75,277558067.2,25.85,35
1790098605.064,java-product-service,1.39,339948339.2,31.66,38
1790098605.064,java-user-service,146.6,436731904.0,40.67,40
1790098605.064,research-postgres,1.51,155608678.4,14.49,51
1790098605.064,research-redis,0.28,39531315.2,7.36,8
1790098609.160,java-order-service,0.09,276824064.0,25.78,35
1790098609.160,java-product-service,0.14,339214336.0,31.59,38
1790098609.160,java-user-service,149.56,437256192.0,40.72,40
1790098609.160,research-postgres,0.68,155608678.4,14.49,51
1790098609.160,research-redis,0.63,40328232.96,7.51,8
1790098613.288,java-order-service,0.39,277348352.0,25.83,35
1790098613.288,java-product-service,0.18,339738624.0,31.64,38
1790098613.288,java-user-service,148.7,434425036.8,40.46,40
1790098613.288,research-postgres,1.64,155608678.4,14.49,51
1790098613.288,research-redis,0.56,39625687.04,7.38,8
1790098617.388,java-order-service,0.4,277348352.0,25.83,35
1790098617.388,java-product-service,0.33,339528908.8,31.62,38
1790098617.388,java-user-service,145.95,437361049.6,40.73,40
1790098617.388,research-postgres,2.14,155713536.0,14.50,51
1790098617.388,research-redis,0.36,39866859.52,7.43,8
1790098621.490,java-order-service,0.82,278082355.2,25.90,35
1790098621.490,java-product-service,0.18,339738624.0,31.64,38
1790098621.490,java-user-service,149.67,438724198.4,40.86,40
1790098621.490,research-postgres,1.54,155713536.0,14.50,51
1790098621.490,research-redis,1.08,39541800.96,7.36,8
1790098625.569,java-order-service,0.14,278082355.2,25.90,35
1790098625.569,java-product-service,0.18,340053196.8,31.67,38
1790098625.569,java-user-service,149.84,438933913.6,40.88,40
1790098625.569,research-postgres,0.54,155503820.8,14.49,51
1790098625.569,research-redis,0.23,39824916.48,7.42,8
1790098629.674,java-order-service,0.08,278082355.2,25.90,35
1790098629.674,java-product-service,0.11,340577484.8,31.71,38
1790098629.674,java-user-service,148.86,440297062.4,41.01,40
1790098629.674,research-postgres,0.62,156028108.8,14.53,51
1790098629.674,research-redis,0.25,39845888.0,7.42,8
1790098633.787,java-order-service,0.12,277872640.0,25.88,35
1790098633.787,java-product-service,0.16,340577484.8,31.71,38
1790098633.787,java-user-service,151.02,443547648.0,41.31,42
1790098633.787,research-postgres,0.79,155294105.6,14.47,51
1790098633.787,research-redis,0.25,39730544.64,7.40,8
1790098637.924,java-order-service,0.09,277977497.6,25.89,35
1790098637.924,java-product-service,0.14,340577484.8,31.72,38
1790098637.924,java-user-service,150.08,442079641.6,41.17,40
1790098637.924,research-postgres,1.17,155189248.0,14.46,51
1790098637.924,research-redis,0.29,39489372.16,7.36,8
1790098642.028,java-order-service,8.89,279340646.4,26.01,35
1790098642.028,java-product-service,0.14,340787200.0,31.74,38
1790098642.028,java-user-service,151.83,443023360.0,41.26,40
1790098642.028,research-postgres,0.81,155923251.2,14.52,51
1790098642.028,research-redis,0.34,39782973.44,7.41,8
1790098646.119,java-order-service,0.08,279340646.4,26.01,35
1790098646.119,java-product-service,1.73,340577484.8,31.72,38
1790098646.119,java-user-service,149.92,445749657.6,41.51,42
1790098646.119,research-postgres,0.69,156132966.4,14.54,51
1790098646.119,research-redis,0.39,39824916.48,7.42,8
1790098650.235,java-order-service,0.08,279550361.6,26.04,35
1790098650.235,java-product-service,0.12,340787200.0,31.74,38
1790098650.235,java-user-service,149.84,450573107.2,41.96,40
1790098650.235,research-postgres,0.65,155923251.2,14.52,51
