t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790113464.958,java-order-service,1.95,289302118.4,26.95,38
1790113464.958,java-product-service,7.24,379899084.8,35.38,43
1790113464.958,java-user-service,23.82,385980825.6,35.94,44
1790113464.958,research-postgres,0.3,135790592.0,12.64,42
1790113464.958,research-redis,1.98,7872708.608,1.47,8
1790113469.077,java-order-service,4.34,289826406.4,27.00,38
1790113469.077,java-product-service,4.95,379794227.2,35.38,43
1790113469.077,java-user-service,11.82,386714828.8,36.01,44
1790113469.077,research-postgres,0.19,136314880.0,12.69,42
1790113469.077,research-redis,0.76,7737442.304,1.44,8
1790113473.235,java-order-service,1.16,290455552.0,27.05,38
1790113473.235,java-product-service,9.32,381052518.4,35.49,43
1790113473.235,java-user-service,25.03,386714828.8,36.02,44
1790113473.235,research-postgres,0.14,136524595.2,12.71,42
1790113473.235,research-redis,0.7,7544504.32,1.41,8
1790113477.390,java-order-service,1.05,290770124.8,27.08,38
1790113477.390,java-product-service,3.1,381262233.6,35.51,43
1790113477.390,java-user-service,21.21,388077977.6,36.14,44
1790113477.390,research-postgres,0.2,136629452.8,12.73,42
1790113477.390,research-redis,0.67,7799308.288,1.45,8
1790113481.513,java-order-service,1.31,290770124.8,27.08,38
1790113481.513,java-product-service,4.22,381157376.0,35.50,43
1790113481.513,java-user-service,26.64,388602265.6,36.19,44
1790113481.513,research-postgres,0.32,136629452.8,12.73,42
1790113481.513,research-redis,0.66,7761559.552,1.45,8
1790113485.635,java-order-service,1.46,290560409.6,27.06,38
1790113485.635,java-product-service,3.71,382101094.4,35.58,43
1790113485.635,java-user-service,26.75,389126553.6,36.24,44
1790113485.635,research-postgres,0.2,136314880.0,12.70,42
1790113485.635,research-redis,0.66,8036286.464,1.50,8
1790113489.732,java-order-service,2.27,291713843.2,27.17,38
1790113489.732,java-product-service,3.95,382310809.6,35.61,43
1790113489.732,java-user-service,31.04,389021696.0,36.23,44
1790113489.732,research-postgres,0.24,136524595.2,12.71,42
1790113489.732,research-redis,0.52,7991197.696,1.49,8
1790113493.836,java-order-service,3.25,291923558.4,27.19,38
1790113493.836,java-product-service,6.97,382939955.2,35.66,43
1790113493.836,java-user-service,42.37,389545984.0,36.28,44
1790113493.836,research-postgres,1.9,136839168.0,12.75,42
1790113493.836,research-redis,1.47,7176454.144,1.34,8
1790113497.944,java-order-service,1.02,291923558.4,27.19,38
1790113497.944,java-product-service,8.52,382835097.6,35.65,43
1790113497.944,java-user-service,46.1,389860556.8,36.31,44
1790113497.944,research-postgres,0.39,136524595.2,12.72,42
1790113497.944,research-redis,0.8,7163871.232,1.33,8
1790113502.048,java-order-service,1.17,292552704.0,27.25,38
1790113502.048,java-product-service,4.59,383044812.8,35.68,43
1790113502.048,java-user-service,39.41,390175129.6,36.33,44
1790113502.048,research-postgres,0.32,135895449.6,12.66,42
1790113502.048,research-redis,0.69,7135559.68,1.33,8
1790113506.177,java-order-service,1.39,293076992.0,27.29,38
1790113506.177,java-product-service,2.71,383673958.4,35.73,43
1790113506.177,java-user-service,39.6,390489702.4,36.37,44
1790113506.177,research-postgres,0.35,136734310.4,12.73,42
1790113506.177,research-redis,0.77,7647264.768,1.42,8
1790113510.299,java-order-service,1.85,292028416.0,27.20,38
1790113510.299,java-product-service,6.3,383569100.8,35.72,43
1790113510.299,java-user-service,35.32,390489702.4,36.36,44
1790113510.299,research-postgres,0.52,136314880.0,12.70,42
1790113510.299,research-redis,0.48,7290748.928,1.36,8
1790113514.425,java-order-service,3.15,293076992.0,27.30,38
1790113514.425,java-product-service,3.7,386819686.4,36.03,43
1790113514.425,java-user-service,25.01,390279987.2,36.35,44
1790113514.425,research-postgres,0.84,137048883.2,12.77,42
1790113514.425,research-redis,0.64,7426015.232,1.38,8
1790113518.536,java-order-service,3.11,293076992.0,27.30,38
1790113518.536,java-product-service,12.63,387029401.6,36.05,43
1790113518.536,java-user-service,26.67,390175129.6,36.34,44
1790113518.536,research-postgres,0.19,136524595.2,12.71,42
1790113518.536,research-redis,0.71,7573864.448,1.41,8
1790113522.643,java-order-service,2.22,293706137.6,27.35,38
1790113522.643,java-product-service,4.4,387763404.8,36.11,43
1790113522.643,java-user-service,29.95,390384844.8,36.36,44
1790113522.643,research-postgres,0.35,136734310.4,12.73,42
1790113522.643,research-redis,0.82,7397703.68,1.38,8
1790113526.760,java-order-service,1.0,294230425.6,27.40,38
1790113526.760,java-product-service,4.37,387763404.8,36.11,43
1790113526.760,java-user-service,7.18,390804275.2,36.39,44
1790113526.760,research-postgres,1.25,137048883.2,12.76,42
1790113526.760,research-redis,0.64,7643070.464,1.42,8
1790113530.886,java-order-service,2.75,294020710.4,27.39,38
1790113530.886,java-product-service,2.96,387973120.0,36.13,43
1790113530.886,java-user-service,58.36,391013990.4,36.42,44
1790113530.886,research-postgres,0.11,137468313.6,12.80,42
1790113530.886,research-redis,0.85,7581204.48,1.41,8
1790113535.020,java-order-service,1.45,294335283.2,27.41,38
1790113535.020,java-product-service,3.65,388077977.6,36.14,43
1790113535.020,java-user-service,40.4,391433420.8,36.45,44
1790113535.020,research-postgres,0.39,137048883.2,12.77,42
1790113535.020,research-redis,0.78,7610564.608,1.42,8
1790113539.130,java-order-service,0.96,294335283.2,27.41,38
1790113539.130,java-product-service,3.89,388392550.4,36.17,43
1790113539.130,java-user-service,52.92,391118848.0,36.42,44
1790113539.130,research-postgres,0.33,137258598.4,12.78,42
1790113539.130,research-redis,0.55,7573864.448,1.41,8
1790113543.240,java-order-service,1.12,294440140.8,27.42,38
1790113543.240,java-product-service,6.61,388287692.8,36.17,43
1790113543.240,java-user-service,48.59,391328563.2,36.45,44
1790113543.240,research-postgres,0.31,136629452.8,12.72,42
1790113543.240,research-redis,0.7,7537164.288,1.40,8
1790113547.355,java-order-service,1.4,294964428.8,27.47,38
1790113547.355,java-product-service,9.67,388392550.4,36.17,43
1790113547.355,java-user-service,22.4,391747993.6,36.48,44
1790113547.355,research-postgres,0.43,136734310.4,12.73,42
1790113547.355,research-redis,0.62,7458521.088,1.39,8
1790113551.484,java-order-service,0.9,295069286.4,27.48,38
1790113551.484,java-product-service,9.34,388392550.4,36.17,43
1790113551.484,java-user-service,8.56,387973120.0,36.13,45
1790113551.484,research-postgres,0.21,140404326.4,13.07,44
1790113551.484,research-redis,0.99,7683964.928,1.43,8
1790113555.621,java-order-service,1.54,295279001.6,27.50,38
1790113555.621,java-product-service,3.83,388916838.4,36.22,43
1790113555.621,java-user-service,45.31,390909132.8,36.40,44
1790113555.621,research-postgres,0.31,140404326.4,13.07,44
1790113555.621,research-redis,0.69,7368343.552,1.37,8
1790113559.744,java-order-service,2.37,295488716.8,27.52,38
1790113559.744,java-product-service,7.71,389441126.4,36.27,43
1790113559.744,java-user-service,68.09,391118848.0,36.43,44
1790113559.744,research-postgres,0.41,140299468.8,13.06,44
1790113559.744,research-redis,0.81,7086276.608,1.32,8
1790113563.870,java-order-service,1.98,295383859.2,27.51,38
1790113563.870,java-product-service,7.55,389441126.4,36.27,43
1790113563.870,java-user-service,38.25,391013990.4,36.41,44
1790113563.870,research-postgres,2.45,139880038.4,13.03,44
1790113563.870,research-redis,2.58,7266631.68,1.35,8
1790113567.973,java-order-service,0.64,295908147.2,27.56,38
1790113567.973,java-product-service,3.77,389650841.6,36.29,43
1790113567.973,java-user-service,66.35,393530572.8,36.65,44
1790113567.973,research-postgres,0.4,139880038.4,13.03,44
1790113567.973,research-redis,0.91,7495221.248,1.40,8
1790113572.098,java-order-service,2.53,295383859.2,27.51,38
1790113572.098,java-product-service,7.8,387973120.0,36.13,43
1790113572.098,java-user-service,39.84,394788864.0,36.77,44
1790113572.098,research-postgres,0.35,140823756.8,13.12,44
1790113572.098,research-redis,0.7,7999586.304,1.49,8
1790113576.244,java-order-service,0.75,295908147.2,27.56,38
1790113576.244,java-product-service,3.33,387448832.0,36.09,43
1790113576.244,java-user-service,40.4,393740288.0,36.67,44
1790113576.244,research-postgres,0.29,139880038.4,13.03,44
1790113576.244,research-redis,0.8,7679770.624,1.43,8
1790113580.385,java-order-service,4.25,296432435.2,27.60,38
1790113580.385,java-product-service,3.28,392167424.0,36.53,43
1790113580.385,java-user-service,42.72,394054860.8,36.70,44
1790113580.385,research-postgres,0.45,140299468.8,13.06,44
1790113580.385,research-redis,0.61,7659847.68,1.43,8
1790113584.524,java-order-service,3.21,296851865.6,27.64,38
1790113584.524,java-product-service,5.04,392586854.4,36.56,43
1790113584.524,java-user-service,50.23,394369433.6,36.73,44
1790113584.524,research-postgres,0.41,140089753.6,13.04,44
1790113584.524,research-redis,1.51,7729053.696,1.44,8
1790113588.675,java-order-service,1.68,296851865.6,27.64,38
1790113588.675,java-product-service,24.39,392796569.6,36.58,44
1790113588.675,java-user-service,48.6,394369433.6,36.73,44
1790113588.675,research-postgres,0.36,141767475.2,13.21,45
1790113588.675,research-redis,0.72,7868514.304,1.47,8
1790113592.824,java-order-service,1.17,296642150.4,27.63,38
1790113592.824,java-product-service,6.33,392901427.2,36.59,43
1790113592.824,java-user-service,50.08,394264576.0,36.72,44
1790113592.824,research-postgres,0.41,142711193.6,13.29,45
1790113592.824,research-redis,0.74,7855931.392,1.46,8
1790113597.023,java-order-service,1.28,296642150.4,27.63,38
1790113597.023,java-product-service,2.04,393425715.2,36.64,43
1790113597.023,java-user-service,56.42,393845145.6,36.68,44
1790113597.023,research-postgres,0.41,141767475.2,13.21,45
1790113597.023,research-redis,0.75,7602176.0,1.42,8
1790113601.168,java-order-service,1.3,297061580.8,27.66,38
1790113601.168,java-product-service,3.53,393111142.4,36.61,43
1790113601.168,java-user-service,48.38,394369433.6,36.73,44
1790113601.168,research-postgres,0.94,141767475.2,13.20,45
1790113601.168,research-redis,0.81,7544504.32,1.41,8
1790113605.337,java-order-service,1.71,297061580.8,27.66,38
1790113605.337,java-product-service,3.0,393216000.0,36.62,43
