t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790100538.795,java-order-service,1.81,280179507.2,26.09,38
1790100538.795,java-product-service,5.16,344457216.0,32.08,43
1790100538.795,java-user-service,7.22,359556710.4,33.48,44
1790100538.795,research-postgres,1.21,132644864.0,12.35,41
1790100538.795,research-redis,0.8,39982202.88,7.45,8
1790100542.916,java-order-service,5.66,280703795.2,26.14,38
1790100542.916,java-product-service,2.03,344457216.0,32.08,43
1790100542.916,java-user-service,148.56,360500428.8,33.58,45
1790100542.916,research-postgres,1.11,135161446.4,12.59,42
1790100542.916,research-redis,0.54,40412119.04,7.53,8
1790100547.047,java-order-service,1.18,280808652.8,26.15,38
1790100547.047,java-product-service,3.48,344352358.4,32.07,43
1790100547.047,java-user-service,148.46,361968435.2,33.71,49
1790100547.047,research-postgres,1.78,146695782.4,13.66,48
1790100547.047,research-redis,0.88,40034631.68,7.46,8
1790100551.188,java-order-service,1.07,280808652.8,26.15,38
1790100551.188,java-product-service,1.03,344562073.6,32.09,43
1790100551.188,java-user-service,147.22,363541299.2,33.86,55
1790100551.188,research-postgres,3.59,158649548.8,14.78,54
1790100551.188,research-redis,0.83,39835402.24,7.42,8
1790100555.347,java-order-service,0.89,281437798.4,26.21,38
1790100555.347,java-product-service,1.18,344142643.2,32.05,43
1790100555.347,java-user-service,148.38,364694732.8,33.96,61
1790100555.347,research-postgres,1.37,161166131.2,15.01,55
1790100555.347,research-redis,0.68,39499857.92,7.36,8
1790100559.477,java-order-service,0.49,281647513.6,26.23,38
1790100559.477,java-product-service,1.95,344142643.2,32.05,43
1790100559.477,java-user-service,157.13,372454195.2,34.69,72
1790100559.477,research-postgres,1.13,160956416.0,14.99,55
1790100559.477,research-redis,0.78,40055603.2,7.46,8
1790100563.643,java-order-service,3.23,281437798.4,26.21,38
1790100563.643,java-product-service,3.18,344457216.0,32.08,43
1790100563.643,java-user-service,149.57,373188198.4,34.75,76
1790100563.643,research-postgres,0.99,161166131.2,15.01,55
1790100563.643,research-redis,0.7,39782973.44,7.41,8
1790100567.792,java-order-service,0.23,281542656.0,26.22,38
1790100567.792,java-product-service,0.35,344457216.0,32.08,43
1790100567.792,java-user-service,156.74,374761062.4,34.90,84
1790100567.792,research-postgres,0.56,161690419.2,15.06,55
1790100567.792,research-redis,2.01,39730544.64,7.40,8
1790100571.939,java-order-service,0.24,281542656.0,26.22,38
1790100571.939,java-product-service,0.24,344457216.0,32.08,43
1790100571.939,java-user-service,148.66,378850508.8,35.28,97
1790100571.939,research-postgres,1.48,161375846.4,15.02,55
1790100571.939,research-redis,0.88,40181432.32,7.48,8
1790100576.122,java-order-service,0.21,281647513.6,26.23,38
1790100576.122,java-product-service,0.27,344771788.8,32.11,43
1790100576.122,java-user-service,151.11,379584512.0,35.35,100
1790100576.122,research-postgres,1.47,162004992.0,15.09,55
1790100576.122,research-redis,0.78,40149975.04,7.48,8
1790100580.278,java-order-service,0.2,281647513.6,26.23,38
1790100580.278,java-product-service,0.23,344771788.8,32.11,43
1790100580.278,java-user-service,148.62,379689369.6,35.36,100
1790100580.278,research-postgres,1.76,162319564.8,15.11,55
1790100580.278,research-redis,0.54,39625687.04,7.38,8
1790100584.429,java-order-service,0.22,282171801.6,26.28,38
1790100584.429,java-product-service,0.26,344352358.4,32.07,43
1790100584.429,java-user-service,148.97,381996236.8,35.57,102
1790100584.429,research-postgres,1.44,163368140.8,15.21,56
1790100584.429,research-redis,0.66,39856373.76,7.42,8
1790100588.586,java-order-service,0.23,282276659.2,26.29,38
1790100588.586,java-product-service,0.27,344562073.6,32.09,43
1790100588.586,java-user-service,154.89,380633088.0,35.45,100
1790100588.586,research-postgres,2.98,161690419.2,15.06,55
1790100588.586,research-redis,0.8,39877345.28,7.43,8
1790100592.763,java-order-service,0.18,280913510.4,26.16,38
1790100592.763,java-product-service,0.24,343094067.2,31.95,43
1790100592.763,java-user-service,160.89,381052518.4,35.49,100
1790100592.763,research-postgres,1.55,162214707.2,15.11,55
1790100592.763,research-redis,0.75,40254832.64,7.50,8
1790100596.942,java-order-service,0.19,282276659.2,26.29,38
1790100596.942,java-product-service,1.19,344562073.6,32.09,43
1790100596.942,java-user-service,148.94,382939955.2,35.66,102
1790100596.942,research-postgres,2.1,162424422.4,15.13,55
1790100596.942,research-redis,1.06,40370176.0,7.52,8
1790100601.091,java-order-service,0.14,282276659.2,26.29,38
1790100601.091,java-product-service,1.03,344562073.6,32.09,43
1790100601.091,java-user-service,149.38,385875968.0,35.94,102
1790100601.091,research-postgres,0.91,162109849.6,15.10,55
1790100601.091,research-redis,0.78,39762001.92,7.41,8
1790100605.246,java-order-service,0.25,282591232.0,26.32,38
1790100605.246,java-product-service,2.53,344666931.2,32.10,43
1790100605.246,java-user-service,147.79,385037107.2,35.86,100
1790100605.246,research-postgres,1.94,162214707.2,15.11,55
1790100605.246,research-redis,0.68,39583744.0,7.37,8
1790100609.402,java-order-service,0.16,282591232.0,26.32,38
1790100609.402,java-product-service,0.42,344666931.2,32.10,43
1790100609.402,java-user-service,148.54,385141964.8,35.87,100
1790100609.402,research-postgres,1.21,161585561.6,15.05,55
1790100609.402,research-redis,0.72,40066088.96,7.46,8
1790100613.550,java-order-service,0.2,282591232.0,26.32,38
1790100613.550,java-product-service,3.21,344352358.4,32.07,43
1790100613.550,java-user-service,148.65,386505113.6,36.00,102
1790100613.550,research-postgres,0.98,161900134.4,15.07,55
1790100613.550,research-redis,0.75,39982202.88,7.45,8
1790100617.678,java-order-service,0.16,282800947.2,26.33,38
1790100617.678,java-product-service,0.22,344247500.8,32.06,43
1790100617.678,java-user-service,148.36,385351680.0,35.89,100
1790100617.678,research-postgres,1.2,161795276.8,15.07,55
1790100617.678,research-redis,0.71,39793459.2,7.41,8
1790100621.799,java-order-service,0.22,282800947.2,26.33,38
1790100621.799,java-product-service,0.25,344247500.8,32.06,43
1790100621.799,java-user-service,149.65,385456537.6,35.90,100
1790100621.799,research-postgres,0.87,161795276.8,15.07,55
1790100621.799,research-redis,0.75,40013660.16,7.45,8
1790100625.961,java-order-service,0.22,282800947.2,26.34,38
1790100625.961,java-product-service,0.22,344562073.6,32.09,43
1790100625.961,java-user-service,149.2,386190540.8,35.96,100
1790100625.961,research-postgres,1.09,162214707.2,15.11,55
1790100625.961,research-redis,0.83,40149975.04,7.48,8
1790100630.086,java-order-service,0.2,282800947.2,26.34,38
1790100630.086,java-product-service,0.24,344562073.6,32.09,43
1790100630.086,java-user-service,148.26,388602265.6,36.19,102
1790100630.086,research-postgres,1.09,161795276.8,15.07,55
1790100630.086,research-redis,0.7,40160460.8,7.48,8
1790100634.215,java-order-service,3.81,282696089.6,26.33,38
1790100634.215,java-product-service,4.32,344562073.6,32.09,43
1790100634.215,java-user-service,148.62,388392550.4,36.17,101
1790100634.215,research-postgres,0.97,162109849.6,15.10,55
1790100634.215,research-redis,0.62,39793459.2,7.41,8
1790100638.365,java-order-service,0.18,282696089.6,26.33,38
1790100638.365,java-product-service,0.26,344457216.0,32.08,43
1790100638.365,java-user-service,148.37,387763404.8,36.12,99
1790100638.365,research-postgres,1.25,161795276.8,15.07,55
1790100638.365,research-redis,0.61,39636172.8,7.38,8
1790100642.540,java-order-service,0.21,282905804.8,26.35,38
1790100642.540,java-product-service,0.21,344457216.0,32.08,43
1790100642.540,java-user-service,148.1,395313152.0,36.82,103
1790100642.540,research-postgres,1.12,161795276.8,15.07,55
1790100642.540,research-redis,0.75,39615201.28,7.38,8
1790100646.685,java-order-service,0.22,283010662.4,26.36,38
1790100646.685,java-product-service,0.27,344771788.8,32.11,43
1790100646.685,java-user-service,154.84,390279987.2,36.35,101
