t,service,latency_ms,status
1790105571.530,swift-user-service,3.219,200
1790105571.533,swift-product-service,2.122,200
1790105571.534,swift-order-service,1.717,200
1790105572.050,swift-user-service,5.944,200
1790105572.054,swift-product-service,3.348,200
1790105572.056,swift-order-service,2.771,200
1790105572.567,swift-user-service,5.416,200
1790105572.571,swift-product-service,3.605,200
1790105572.575,swift-order-service,4.081,200
1790105573.083,swift-user-service,5.747,200
1790105573.086,swift-product-service,3.317,200
1790105573.089,swift-order-service,2.954,200
1790105573.591,swift-user-service,1.620,200
1790105573.594,swift-product-service,2.932,200
1790105573.596,swift-order-service,2.245,200
1790105574.112,swift-user-service,5.570,200
1790105574.115,swift-product-service,3.409,200
1790105574.118,swift-order-service,2.830,200
1790105574.634,swift-user-service,5.574,200
1790105574.637,swift-product-service,3.328,200
1790105574.640,swift-order-service,3.049,200
1790105575.154,swift-user-service,5.957,200
1790105575.158,swift-product-service,3.438,200
1790105575.161,swift-order-service,2.885,200
1790105575.672,swift-user-service,5.046,200
1790105575.675,swift-product-service,3.274,200
1790105575.678,swift-order-service,2.840,200
1790105576.192,swift-user-service,4.166,200
1790105576.195,swift-product-service,3.187,200
1790105576.198,swift-order-service,2.835,200
1790105576.711,swift-user-service,4.821,200
1790105576.715,swift-product-service,3.472,200
1790105576.718,swift-order-service,3.227,200
1790105577.223,swift-user-service,3.212,200
1790105577.226,swift-product-service,2.932,200
1790105577.229,swift-order-service,2.751,200
1790105577.739,swift-user-service,3.946,200
1790105577.742,swift-product-service,3.240,200
1790105577.748,swift-order-service,6.071,200
1790105578.260,swift-user-service,4.225,200
1790105578.263,swift-product-service,2.429,200
1790105578.266,swift-order-service,2.762,200
1790105578.771,swift-user-service,3.569,200
1790105578.773,swift-product-service,1.878,200
1790105578.774,swift-order-service,1.318,200
1790105579.286,swift-user-service,4.052,200
1790105579.289,swift-product-service,3.008,200
1790105579.292,swift-order-service,3.029,200
1790105579.812,swift-user-service,9.500,200
1790105579.816,swift-product-service,4.307,200
1790105579.820,swift-order-service,4.559,200
1790105580.329,swift-user-service,4.858,200
1790105580.332,swift-product-service,3.084,200
1790105580.336,swift-order-service,3.499,200
1790105580.850,swift-user-service,4.409,200
1790105580.853,swift-product-service,2.839,200
1790105580.856,swift-order-service,2.944,200
1790105581.371,swift-user-service,4.617,200
1790105581.374,swift-product-service,2.913,200
1790105581.377,swift-order-service,3.001,200
1790105581.883,swift-user-service,5.417,200
1790105581.886,swift-product-service,3.102,200
