t,k6_cpu_percent_of_one_core,k6_rss_bytes
1790108881.809,nan,54886400.0
1790108885.942,1.2116016692661933,57311232.0
1790108890.077,0.7216124822685274,58556416.0
1790108894.235,0.7189834030408703,59392000.0
1790108898.407,0.9625827109358357,60899328.0
1790108902.557,1.2074921037928046,62849024.0
1790108906.701,1.4455362022730909,64061440.0
1790108910.854,1.203026565628174,64225280.0
1790108915.002,1.2060866326115183,64290816.0
1790108919.150,2.176546616443551,64733184.0
1790108923.283,1.4526525525297218,64880640.0
1790108927.411,1.7002370129328652,64929792.0
1790108931.535,2.4356311776288444,65175552.0
1790108935.640,1.9358227129068908,65306624.0
1790108939.767,1.9337931330192126,65683456.0
1790108943.910,2.912593798305346,66797568.0
1790108948.031,2.1809267267278334,66863104.0
1790108952.160,3.149359756881183,67469312.0
1790108956.286,3.390177799385831,67567616.0
1790108960.415,2.427668225822072,68026368.0
1790108964.527,3.4123736825778717,68812800.0
1790108968.637,2.677846866283186,68993024.0
1790108972.745,2.8914427758090704,73121792.0
1790108976.889,3.3960777554985078,73793536.0
1790108981.020,3.1471219329299833,73924608.0
1790108985.141,3.897943139483618,75415552.0
1790108989.246,2.918448361738907,75497472.0
1790108993.359,3.8652421646021957,77086720.0
1790108997.507,2.416535324374174,77103104.0
1790109001.645,2.90506681781216,77725696.0
1790109005.771,2.657859317295235,78118912.0
1790109009.914,2.4098231844269393,74711040.0
1790109014.058,2.888719360661766,76218368.0
1790109018.209,2.417270114333087,76251136.0
1790109022.353,2.406655475057079,76431360.0
1790109026.510,3.3662689285158858,77496320.0
1790109030.660,2.416849602697919,77512704.0
1790109034.802,3.6437368234686183,77627392.0
1790109038.923,2.6631048811161686,77692928.0
1790109043.054,2.42601957448827,77856768.0
1790109047.168,3.6369219499471854,78495744.0
1790109051.300,2.6433506736578054,78479360.0
1790109055.453,3.363844931320168,79282176.0
1790109059.623,2.6576615103298855,79347712.0
1790109063.755,2.173401818222327,79364096.0
1790109067.903,3.607076719500891,80723968.0
1790109072.055,2.1723998265705045,81100800.0
1790109076.205,2.4023781017513723,81100800.0
1790109080.360,2.646191816705517,81838080.0
1790109084.524,1.9421699907633236,81838080.0
1790109088.643,1.701363947861057,81838080.0
1790109092.756,0.7166922861886345,81854464.0
