t,service,latency_ms
1790097590.876,java-user-service,14.634
1790097590.887,java-product-service,10.001
1790097590.896,java-order-service,7.943
1790097595.914,java-user-service,7.010
1790097595.925,java-product-service,6.370
1790097595.937,java-order-service,6.405
1790097601.250,java-user-service,305.088
1790097601.262,java-product-service,9.349
1790097601.275,java-order-service,8.033
1790097606.461,java-user-service,177.551
1790097606.476,java-product-service,11.332
1790097606.489,java-order-service,10.220
1790097611.853,java-user-service,350.085
1790097611.868,java-product-service,12.284
1790097611.877,java-order-service,7.394
1790097617.261,java-user-service,370.803
1790097617.272,java-product-service,9.205
1790097617.280,java-order-service,7.242
1790097622.470,java-user-service,183.282
1790097622.489,java-product-service,12.314
1790097622.500,java-order-service,7.440
1790097627.661,java-user-service,157.545
1790097627.676,java-product-service,10.034
1790097627.689,java-order-service,8.550
1790097634.064,java-user-service,1363.009
1790097634.075,java-product-service,9.023
1790097634.085,java-order-service,6.827
1790097641.171,java-user-service,2079.369
1790097641.185,java-product-service,9.306
1790097641.196,java-order-service,6.644
1790097648.967,java-user-service,2758.704
1790097648.978,java-product-service,7.582
1790097648.992,java-order-service,8.143
1790097658.264,java-user-service,4265.741
1790097658.276,java-product-service,8.342
1790097658.284,java-order-service,5.553
1790097668.292,java-user-service,5002.659
1790097668.305,java-product-service,13.125
1790097668.321,java-order-service,12.549
1790097678.334,java-user-service,5001.354
1790097678.358,java-product-service,24.423
1790097678.366,java-order-service,4.899
1790097688.376,java-user-service,5003.136
1790097688.384,java-product-service,8.562
1790097688.394,java-order-service,6.854
1790097698.407,java-user-service,5003.137
1790097698.414,java-product-service,7.009
1790097698.422,java-order-service,4.907
1790097708.428,java-user-service,5002.952
1790097708.434,java-product-service,6.039
1790097708.443,java-order-service,5.359
1790097718.452,java-user-service,5002.991
1790097718.465,java-product-service,12.813
1790097718.474,java-order-service,5.962
1790097728.480,java-user-service,5002.475
1790097728.487,java-product-service,6.615
1790097728.495,java-order-service,5.731
1790097738.510,java-user-service,5002.188
1790097738.537,java-product-service,27.420
1790097738.559,java-order-service,18.841
1790097748.573,java-user-service,5003.529
1790097748.580,java-product-service,6.234
1790097748.590,java-order-service,5.842
1790097758.596,java-user-service,5004.344
1790097758.602,java-product-service,5.543
1790097758.611,java-order-service,5.083
1790097768.624,java-user-service,5004.036
1790097768.631,java-product-service,6.215
1790097768.640,java-order-service,5.032
1790097778.653,java-user-service,5002.803
1790097778.669,java-product-service,16.569
1790097778.679,java-order-service,5.376
1790097788.686,java-user-service,5003.271
1790097788.692,java-product-service,6.565
1790097788.703,java-order-service,7.801
1790097798.717,java-user-service,5002.859
1790097798.725,java-product-service,7.533
1790097798.734,java-order-service,5.917
