t,service,latency_ms
1790105747.008,swift-user-service,4.019
1790105747.010,swift-product-service,2.243
1790105747.012,swift-order-service,1.801
1790105752.029,swift-user-service,5.951
1790105752.034,swift-product-service,3.954
1790105752.038,swift-order-service,3.063
1790105757.045,swift-user-service,6.272
1790105757.050,swift-product-service,3.877
1790105757.054,swift-order-service,2.989
1790105762.069,swift-user-service,5.028
1790105762.074,swift-product-service,3.729
1790105762.078,swift-order-service,2.759
1790105767.086,swift-user-service,5.728
1790105767.091,swift-product-service,3.572
1790105767.095,swift-order-service,3.200
1790105772.107,swift-user-service,2.607
1790105772.111,swift-product-service,2.328
1790105772.113,swift-order-service,2.012
1790105777.123,swift-user-service,2.268
1790105777.125,swift-product-service,1.468
1790105777.127,swift-order-service,1.489
1790105782.070,swift-user-service,1.782
1790105782.072,swift-product-service,1.220
1790105782.074,swift-order-service,1.161
1790105787.086,swift-user-service,1.977
1790105787.088,swift-product-service,1.331
1790105787.090,swift-order-service,1.191
1790105792.102,swift-user-service,2.711
1790105792.106,swift-product-service,1.730
1790105792.109,swift-order-service,1.490
1790105797.136,swift-user-service,18.943
1790105797.140,swift-product-service,3.325
1790105797.144,swift-order-service,2.889
1790105802.152,swift-user-service,3.596
1790105802.156,swift-product-service,2.868
1790105802.159,swift-order-service,2.230
1790105807.167,swift-user-service,5.508
1790105807.172,swift-product-service,3.814
1790105807.176,swift-order-service,3.037
1790105812.192,swift-user-service,5.248
1790105812.197,swift-product-service,3.678
1790105812.201,swift-order-service,2.962
1790105817.216,swift-user-service,5.480
1790105817.222,swift-product-service,3.995
1790105817.227,swift-order-service,3.628
1790105822.234,swift-user-service,5.728
1790105822.239,swift-product-service,3.812
1790105822.243,swift-order-service,2.996
1790105827.258,swift-user-service,5.992
1790105827.263,swift-product-service,4.003
1790105827.267,swift-order-service,3.203
1790105832.276,swift-user-service,6.666
1790105832.282,swift-product-service,4.000
1790105832.286,swift-order-service,3.126
1790105837.294,swift-user-service,5.401
1790105837.299,swift-product-service,3.873
1790105837.303,swift-order-service,3.048
1790105842.309,swift-user-service,4.333
1790105842.313,swift-product-service,3.115
1790105842.316,swift-order-service,2.665
1790105847.335,swift-user-service,8.134
1790105847.340,swift-product-service,3.872
1790105847.343,swift-order-service,2.044
1790105852.355,swift-user-service,2.816
1790105852.358,swift-product-service,2.202
1790105852.361,swift-order-service,1.862
1790105857.369,swift-user-service,3.816
1790105857.372,swift-product-service,2.223
1790105857.374,swift-order-service,1.911
1790105862.387,swift-user-service,5.826
1790105862.392,swift-product-service,3.669
1790105862.396,swift-order-service,3.195
1790105867.405,swift-user-service,6.448
1790105867.410,swift-product-service,4.399
1790105867.415,swift-order-service,3.209
1790105872.425,swift-user-service,5.294
1790105872.430,swift-product-service,4.032
1790105872.434,swift-order-service,3.197
1790105877.443,swift-user-service,5.520
1790105877.447,swift-product-service,2.609
1790105877.450,swift-order-service,2.143
1790105882.466,swift-user-service,5.844
1790105882.471,swift-product-service,3.570
1790105882.475,swift-order-service,3.363
1790105887.488,swift-user-service,4.966
1790105887.493,swift-product-service,3.468
1790105887.496,swift-order-service,2.628
1790105892.505,swift-user-service,6.361
1790105892.510,swift-product-service,3.380
1790105892.514,swift-order-service,3.103
1790105897.521,swift-user-service,6.268
1790105897.526,swift-product-service,3.959
1790105897.531,swift-order-service,3.608
1790105902.546,swift-user-service,5.403
1790105902.550,swift-product-service,3.691
1790105902.554,swift-order-service,3.059
1790105907.568,swift-user-service,5.919
1790105907.573,swift-product-service,3.690
1790105907.577,swift-order-service,3.239
1790105912.587,swift-user-service,5.955
1790105912.592,swift-product-service,3.745
1790105912.596,swift-order-service,3.204
1790105917.605,swift-user-service,2.803
1790105917.608,swift-product-service,2.306
1790105917.611,swift-order-service,1.796
1790105922.642,swift-user-service,23.788
1790105922.646,swift-product-service,2.354
1790105922.648,swift-order-service,1.920
1790105927.664,swift-user-service,5.864
1790105927.672,swift-product-service,6.545
1790105927.677,swift-order-service,4.251
1790105932.689,swift-user-service,3.129
1790105932.692,swift-product-service,2.767
1790105932.695,swift-order-service,1.935
1790105937.701,swift-user-service,3.999
1790105937.705,swift-product-service,2.832
1790105937.708,swift-order-service,2.013
1790105942.718,swift-user-service,3.911
1790105942.722,swift-product-service,3.267
1790105942.726,swift-order-service,2.614
1790105947.742,swift-user-service,5.769
1790105947.747,swift-product-service,3.564
1790105947.751,swift-order-service,3.083
1790105952.763,swift-user-service,5.859
1790105952.768,swift-product-service,4.105
1790105952.772,swift-order-service,3.098
1790105957.779,swift-user-service,4.776
1790105957.784,swift-product-service,3.746
1790105957.788,swift-order-service,3.237
1790105962.794,swift-user-service,5.783
1790105962.800,swift-product-service,4.183
1790105962.804,swift-order-service,3.035
1790105967.817,swift-user-service,5.536
1790105967.822,swift-product-service,3.619
1790105967.826,swift-order-service,2.927
1790105972.838,swift-user-service,5.339
1790105972.843,swift-product-service,3.764
1790105972.847,swift-order-service,2.819
1790105977.856,swift-user-service,5.811
1790105977.861,swift-product-service,3.551
1790105977.865,swift-order-service,3.261
1790105982.879,swift-user-service,3.403
1790105982.883,swift-product-service,2.516
1790105982.886,swift-order-service,2.460
1790105987.896,swift-user-service,6.220
1790105987.901,swift-product-service,3.981
1790105987.905,swift-order-service,3.178
