t,service,latency_ms
1790098580.428,java-user-service,11.484
1790098580.439,java-product-service,9.178
1790098580.449,java-order-service,9.522
1790098585.463,java-user-service,6.548
1790098585.475,java-product-service,6.487
1790098585.485,java-order-service,7.165
1790098590.631,java-user-service,133.962
1790098590.646,java-product-service,10.271
1790098590.657,java-order-service,9.275
1790098596.264,java-user-service,594.669
1790098596.275,java-product-service,8.826
1790098596.284,java-order-service,6.394
1790098601.662,java-user-service,372.702
1790098601.673,java-product-service,8.587
1790098601.682,java-order-service,6.888
1790098606.701,java-user-service,5.857
1790098606.712,java-product-service,5.700
1790098606.721,java-order-service,5.396
1790098611.943,java-user-service,212.334
1790098611.954,java-product-service,7.842
1790098611.963,java-order-service,5.871
1790098618.060,java-user-service,1089.021
1790098618.069,java-product-service,5.856
1790098618.078,java-order-service,5.310
1790098623.334,java-user-service,252.364
1790098623.344,java-product-service,7.888
1790098623.352,java-order-service,6.105
1790098628.489,java-user-service,126.391
1790098628.501,java-product-service,5.978
1790098628.509,java-order-service,5.327
1790098636.850,java-user-service,3335.616
1790098636.859,java-product-service,6.403
1790098636.867,java-order-service,6.106
1790098642.247,java-user-service,373.862
1790098642.259,java-product-service,9.333
1790098642.270,java-order-service,8.195
1790098648.622,java-user-service,1340.227
1790098648.632,java-product-service,6.783
1790098648.642,java-order-service,6.930
1790098655.634,java-user-service,1980.618
1790098655.644,java-product-service,6.700
1790098655.652,java-order-service,5.475
1790098663.726,java-user-service,3065.377
1790098663.741,java-product-service,11.567
1790098663.756,java-order-service,12.329
1790098673.417,java-user-service,4659.111
1790098673.430,java-product-service,10.461
1790098673.441,java-order-service,7.822
1790098678.753,java-user-service,300.362
1790098678.763,java-product-service,5.619
1790098678.772,java-order-service,6.675
1790098688.782,java-user-service,5002.216
1790098688.788,java-product-service,6.079
1790098688.800,java-order-service,6.809
1790098697.425,java-user-service,3612.355
1790098697.434,java-product-service,6.527
1790098697.442,java-order-service,5.613
1790098706.271,java-user-service,3817.486
1790098706.282,java-product-service,7.638
1790098706.296,java-order-service,9.240
1790098716.310,java-user-service,5003.784
1790098716.318,java-product-service,7.668
1790098716.329,java-order-service,6.239
1790098721.659,java-user-service,318.093
1790098721.670,java-product-service,6.653
1790098721.680,java-order-service,7.207
1790098728.039,java-user-service,1346.059
1790098728.048,java-product-service,5.548
1790098728.057,java-order-service,5.856
1790098733.573,java-user-service,506.903
1790098733.582,java-product-service,6.238
1790098733.592,java-order-service,6.300
1790098739.336,java-user-service,741.876
1790098739.356,java-product-service,16.714
1790098739.370,java-order-service,11.189
1790098744.657,java-user-service,278.661
1790098744.666,java-product-service,5.946
1790098744.676,java-order-service,5.668
1790098750.059,java-user-service,372.168
1790098750.073,java-product-service,11.117
1790098750.088,java-order-service,11.979
1790098755.190,java-user-service,89.881
1790098755.200,java-product-service,5.005
1790098755.231,java-order-service,28.053
1790098760.452,java-user-service,217.639
1790098760.459,java-product-service,4.468
1790098760.467,java-order-service,4.376
1790098765.571,java-user-service,92.140
1790098765.579,java-product-service,5.062
1790098765.588,java-order-service,4.430
1790098770.681,java-user-service,80.706
1790098770.689,java-product-service,6.370
1790098770.697,java-order-service,6.731
1790098775.845,java-user-service,136.231
1790098775.855,java-product-service,6.194
1790098775.863,java-order-service,6.049
1790098781.346,java-user-service,471.480
1790098781.355,java-product-service,5.009
1790098781.364,java-order-service,4.769
1790098786.441,java-user-service,65.307
1790098786.450,java-product-service,4.991
1790098786.457,java-order-service,4.450
