t,k6_cpu_percent_of_one_core,k6_rss_bytes
1790098329.830,nan,54820864.0
1790098333.954,0.7186621995032326,57327616.0
1790098338.128,0.7190809460618085,59195392.0
1790098342.300,0.717944533761003,61095936.0
1790098346.478,1.687754286581154,62652416.0
1790098350.626,0.961896169527301,62701568.0
1790098354.784,0.9537290741676391,62799872.0
1790098358.970,1.2026311225945676,62980096.0
1790098363.136,2.1637464664550468,64421888.0
1790098367.290,1.4550065590230274,64471040.0
1790098371.419,1.4464017501778976,64552960.0
1790098375.567,2.6596238877027623,64684032.0
1790098379.701,1.7049331118633344,64782336.0
1790098383.809,1.9453218204044775,64864256.0
1790098387.915,2.6680153622689913,65568768.0
1790098392.044,2.179392590163482,65847296.0
1790098396.174,2.9138179572379204,66158592.0
1790098400.292,2.41242313618735,64749568.0
1790098404.428,3.171010773804422,64569344.0
1790098408.536,2.4254819761121817,64602112.0
1790098412.655,2.9267878087258774,65159168.0
1790098416.756,3.393905653995604,65814528.0
1790098420.876,2.6775377630582717,66027520.0
1790098424.993,3.637209161425921,69435392.0
1790098429.111,2.9010419719707334,69419008.0
1790098433.244,3.6525073711034377,70123520.0
1790098437.354,3.158480364471562,70254592.0
1790098441.472,3.8762405363777197,71254016.0
1790098445.597,2.676851743656798,71499776.0
1790098449.707,3.884846140179956,72499200.0
1790098453.826,2.4129953566725697,72777728.0
1790098457.972,3.8957278682078123,73416704.0
1790098462.080,2.6762297212013184,73482240.0
1790098466.185,3.891943077498653,74465280.0
1790098470.301,3.1562392478458623,74530816.0
1790098474.414,3.1364291510425537,76218368.0
1790098478.568,2.6674750109286594,76251136.0
1790098482.686,3.628512678889991,77692928.0
1790098486.826,2.7379916601659877,77742080.0
1790098491.931,3.657063989796059,79036416.0
1790098496.041,2.915401446265173,79282176.0
1790098500.157,2.916407083259047,78757888.0
1790098504.263,2.887794193365603,78774272.0
1790098508.422,3.4042271365577195,79757312.0
1790098512.540,3.160380984883294,79888384.0
1790098516.645,3.2500633460709154,78987264.0
1790098520.653,2.6378771219366723,80216064.0
1790098524.823,3.1526086289597908,80429056.0
1790098528.938,2.415138144929468,80461824.0
1790098533.079,1.9375902332943187,80478208.0
1790098537.209,2.1737004305568104,80740352.0
1790098541.351,0.7236869401458882,80773120.0
