t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790110118.788,java-order-service,2.01,265499443.2,24.72,38
1790110118.788,java-user-service,21.0,368889036.8,34.36,44
1790110118.788,java-product-service,6.62,355467264.0,33.11,43
1790110118.788,research-postgres,0.07,136944025.6,12.75,43
1790110118.788,research-redis,0.91,7385120.768,1.38,8
1790110122.907,java-order-service,1.1,265709158.4,24.75,38
1790110122.907,java-user-service,116.35,370671616.0,34.52,44
1790110122.907,java-product-service,0.76,355467264.0,33.11,43
1790110122.907,research-postgres,1.1,137678028.8,12.82,43
1790110122.907,research-redis,0.57,7368343.552,1.37,8
1790110127.028,java-order-service,3.03,266023731.2,24.78,38
1790110127.028,java-user-service,149.5,373293056.0,34.76,50
1790110127.028,java-product-service,3.17,355257548.8,33.09,43
1790110127.028,research-postgres,2.48,145961779.2,13.59,47
1790110127.028,research-redis,0.84,7056916.48,1.31,8
1790110131.180,java-order-service,1.17,266443161.6,24.81,38
1790110131.180,java-user-service,156.54,374341632.0,34.86,55
1790110131.180,java-product-service,1.89,355047833.6,33.07,43
1790110131.180,research-postgres,2.46,159593267.2,14.87,54
1790110131.180,research-redis,0.78,7683964.928,1.43,8
1790110135.339,java-order-service,0.76,266757734.4,24.84,38
1790110135.339,java-user-service,148.75,376124211.2,35.03,62
1790110135.339,java-product-service,0.78,355886694.4,33.15,43
1790110135.339,research-postgres,2.21,162634137.6,15.14,55
1790110135.339,research-redis,2.21,6865027.072,1.28,8
1790110139.467,java-order-service,0.71,267282022.4,24.89,38
1790110139.467,java-user-service,148.42,377382502.4,35.14,67
1790110139.467,java-product-service,0.65,355886694.4,33.15,43
1790110139.467,research-postgres,2.44,162529280.0,15.14,55
1790110139.467,research-redis,0.86,8040480.768,1.50,8
1790110143.619,java-order-service,2.98,265918873.6,24.76,38
1790110143.619,java-user-service,149.41,382310809.6,35.60,75
1790110143.619,java-product-service,4.7,354313830.4,32.99,43
1790110143.619,research-postgres,1.17,162948710.4,15.18,55
1790110143.619,research-redis,0.75,7950303.232,1.48,8
1790110147.741,java-order-service,0.5,267491737.6,24.91,38
1790110147.741,java-user-service,149.58,384407961.6,35.80,85
1790110147.741,java-product-service,0.29,355047833.6,33.07,43
1790110147.741,research-postgres,1.15,163368140.8,15.22,55
1790110147.741,research-redis,0.82,7729053.696,1.44,8
1790110151.874,java-order-service,0.34,267491737.6,24.91,38
1790110151.874,java-user-service,161.38,385037107.2,35.86,93
1790110151.874,java-product-service,0.33,355257548.8,33.09,43
1790110151.874,research-postgres,1.76,162948710.4,15.18,55
1790110151.874,research-redis,0.89,7982809.088,1.49,8
1790110156.041,java-order-service,0.2,273573478.4,25.48,38
1790110156.041,java-user-service,147.48,387239116.8,36.07,99
1790110156.041,java-product-service,0.26,356201267.2,33.17,43
1790110156.041,research-postgres,0.69,162843852.8,15.16,55
1790110156.041,research-redis,0.73,7905214.464,1.47,8
1790110160.209,java-order-service,0.18,274831769.6,25.60,38
1790110160.209,java-user-service,150.25,389650841.6,36.29,101
1790110160.209,java-product-service,1.98,356410982.4,33.20,43
1790110160.209,research-postgres,1.83,163053568.0,15.19,55
1790110160.209,research-redis,0.71,7946108.928,1.48,8
1790110164.379,java-order-service,0.24,274936627.2,25.61,38
1790110164.379,java-user-service,156.44,387763404.8,36.11,99
1790110164.379,java-product-service,0.26,356620697.6,33.21,43
1790110164.379,research-postgres,2.69,163263283.2,15.21,55
1790110164.379,research-redis,0.55,7720665.088,1.44,8
1790110168.533,java-order-service,0.19,275460915.2,25.66,38
1790110168.533,java-user-service,148.21,388602265.6,36.19,99
1790110168.533,java-product-service,0.29,356620697.6,33.21,43
1790110168.533,research-postgres,0.81,163158425.6,15.20,55
1790110168.533,research-redis,0.91,7872708.608,1.47,8
1790110172.665,java-order-service,0.17,275460915.2,25.66,38
1790110172.665,java-user-service,147.43,388811980.8,36.21,99
1790110172.665,java-product-service,0.26,356620697.6,33.21,43
1790110172.665,research-postgres,2.42,163368140.8,15.22,55
1790110172.665,research-redis,0.56,7511998.464,1.40,8
1790110176.834,java-order-service,0.23,275880345.6,25.69,38
1790110176.834,java-user-service,149.57,390699417.6,36.39,101
1790110176.834,java-product-service,0.25,355886694.4,33.15,43
1790110176.834,research-postgres,1.43,163368140.8,15.21,55
1790110176.834,research-redis,0.87,7626293.248,1.42,8
1790110180.973,java-order-service,0.3,275880345.6,25.69,38
1790110180.973,java-user-service,157.32,389231411.2,36.25,99
1790110180.973,java-product-service,0.33,355886694.4,33.15,43
1790110180.973,research-postgres,2.11,163472998.4,15.23,55
1790110180.973,research-redis,0.74,7307526.144,1.36,8
1790110185.132,java-order-service,1.84,275460915.2,25.65,38
1790110185.132,java-user-service,148.18,389650841.6,36.29,99
1790110185.132,java-product-service,0.26,356725555.2,33.23,43
1790110185.132,research-postgres,1.59,163368140.8,15.21,55
