t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790109866.040,java-order-service,1.33,272629760.0,25.39,38
1790109866.040,java-user-service,19.85,375704780.8,34.99,44
1790109866.040,java-product-service,5.36,344666931.2,32.10,43
1790109866.040,research-postgres,0.87,138621747.2,12.91,44
1790109866.040,research-redis,0.66,7847542.784,1.46,8
1790109870.140,java-order-service,4.07,276928921.6,25.79,39
1790109870.140,java-user-service,13.62,375914496.0,35.01,44
1790109870.140,java-product-service,4.79,345925222.4,32.22,43
1790109870.140,research-postgres,0.18,138516889.6,12.90,44
1790109870.140,research-redis,0.85,8048869.376,1.50,8
1790109874.285,java-order-service,2.34,277348352.0,25.83,39
1790109874.285,java-user-service,24.06,376648499.2,35.08,44
1790109874.285,java-product-service,6.19,346134937.6,32.24,43
1790109874.285,research-postgres,0.22,138726604.8,12.92,44
1790109874.285,research-redis,2.59,8158969.856,1.52,8
1790109878.426,java-order-service,5.54,278187212.8,25.90,39
1790109878.426,java-user-service,14.32,376753356.8,35.09,44
1790109878.426,java-product-service,2.97,346449510.4,32.27,43
1790109878.426,research-postgres,0.36,138831462.4,12.93,44
1790109878.426,research-redis,0.81,7831814.144,1.46,8
1790109882.541,java-order-service,4.82,278711500.8,25.96,39
1790109882.541,java-user-service,5.39,377277644.8,35.14,44
1790109882.541,java-product-service,2.14,346764083.2,32.29,43
1790109882.541,research-postgres,0.35,138412032.0,12.89,44
1790109882.541,research-redis,0.55,7757365.248,1.45,8
1790109886.683,java-order-service,5.43,279550361.6,26.03,39
1790109886.683,java-user-service,14.89,378116505.6,35.21,44
1790109886.683,java-product-service,2.38,346554368.0,32.27,43
1790109886.683,research-postgres,0.82,138621747.2,12.91,44
1790109886.683,research-redis,0.64,7921991.68,1.48,8
1790109890.824,java-order-service,6.11,281018368.0,26.18,39
1790109890.824,java-user-service,33.77,378326220.8,35.24,44
1790109890.824,java-product-service,7.76,346764083.2,32.30,43
1790109890.824,research-postgres,0.35,138516889.6,12.90,44
1790109890.824,research-redis,0.59,7864320.0,1.46,8
1790109894.961,java-order-service,7.42,281647513.6,26.23,39
1790109894.961,java-user-service,24.33,378640793.6,35.26,44
1790109894.961,java-product-service,7.53,347078656.0,32.33,43
1790109894.961,research-postgres,2.39,138831462.4,12.93,44
1790109894.961,research-redis,2.39,7606370.304,1.42,8
1790109899.103,java-order-service,4.77,282171801.6,26.28,39
1790109899.103,java-user-service,35.44,378640793.6,35.26,44
1790109899.103,java-product-service,3.06,347602944.0,32.37,43
1790109899.103,research-postgres,0.91,138936320.0,12.94,44
1790109899.103,research-redis,0.47,7757365.248,1.45,8
1790109903.227,java-order-service,3.12,282800947.2,26.34,39
1790109903.227,java-user-service,46.8,379374796.8,35.33,44
1790109903.227,java-product-service,4.34,347707801.6,32.38,43
