t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790109393.065,java-order-service,2.54,268540313.6,25.01,38
1790109393.065,java-product-service,3.37,388392550.4,36.17,43
1790109393.065,java-user-service,6.86,391852851.2,36.50,44
1790109393.065,research-postgres,2.16,136944025.6,12.76,43
1790109393.065,research-redis,2.61,7921991.68,1.48,8
1790109397.177,java-order-service,2.09,268750028.8,25.03,38
1790109397.177,java-product-service,8.66,388707123.2,36.20,43
1790109397.177,java-user-service,8.66,391957708.8,36.50,44
1790109397.177,research-postgres,0.18,137468313.6,12.80,43
1790109397.177,research-redis,1.02,7827619.84,1.46,8
1790109401.314,java-order-service,4.79,269379174.4,25.09,38
1790109401.314,java-product-service,13.43,388811980.8,36.21,43
1790109401.314,java-user-service,10.35,392167424.0,36.52,44
1790109401.314,research-postgres,0.14,137363456.0,12.79,43
1790109401.314,research-redis,1.01,7610564.608,1.42,8
1790109405.489,java-order-service,1.4,269588889.6,25.11,38
1790109405.489,java-product-service,11.41,389755699.2,36.30,43
1790109405.489,java-user-service,15.2,393006284.8,36.60,44
1790109405.489,research-postgres,0.12,137153740.8,12.77,43
1790109405.489,research-redis,1.19,7275020.288,1.35,8
1790109409.660,java-order-service,1.37,269798604.8,25.12,38
1790109409.660,java-product-service,11.75,389860556.8,36.31,43
1790109409.660,java-user-service,16.34,393216000.0,36.62,44
1790109409.660,research-postgres,0.09,136944025.6,12.76,43
1790109409.660,research-redis,1.12,7733248.0,1.44,8
1790109413.832,java-order-service,1.37,270952038.4,25.23,38
1790109413.832,java-product-service,13.13,390070272.0,36.33,43
1790109413.832,java-user-service,19.84,393635430.4,36.66,44
1790109413.832,research-postgres,0.13,136944025.6,12.76,43
1790109413.832,research-redis,0.81,7868514.304,1.47,8
1790109417.972,java-order-service,10.39,271790899.2,25.32,38
1790109417.972,java-product-service,14.33,390909132.8,36.41,43
1790109417.972,java-user-service,18.77,394264576.0,36.72,44
1790109417.972,research-postgres,0.11,136944025.6,12.75,43
1790109417.972,research-redis,1.0,7827619.84,1.46,8
1790109422.111,java-order-service,1.54,271476326.4,25.28,38
1790109422.111,java-product-service,15.26,391538278.4,36.47,43
1790109422.111,java-user-service,24.38,394159718.4,36.71,44
1790109422.111,research-postgres,1.47,137363456.0,12.79,43
1790109422.111,research-redis,1.18,8122269.696,1.51,8
1790109426.227,java-order-service,1.63,271266611.2,25.27,38
1790109426.227,java-product-service,25.84,392586854.4,36.57,44
1790109426.227,java-user-service,20.55,403282329.6,37.56,44
1790109426.227,research-postgres,0.86,140194611.2,13.06,44
1790109426.227,research-redis,1.39,7683964.928,1.43,8
1790109430.334,java-order-service,1.16,271686041.6,25.30,38
1790109430.334,java-product-service,43.39,392272281.6,36.53,48
1790109430.334,java-user-service,37.15,396886016.0,36.96,47
1790109430.334,research-postgres,0.06,139880038.4,13.03,44
1790109430.334,research-redis,1.75,7733248.0,1.44,8
1790109434.450,java-order-service,0.86,271895756.8,25.32,38
1790109434.450,java-product-service,44.82,395837440.0,36.87,50
