t,k6_cpu_percent_of_one_core,k6_rss_bytes
1790101527.936,nan,163758080.0
1790101532.026,1.9337147886360078,168919040.0
1790101536.164,2.190312310118223,173817856.0
1790101540.272,2.1918351378208234,179273728.0
1790101544.379,1.9437272880412193,184713216.0
1790101548.504,1.7058719971757934,189923328.0
1790101552.607,1.9432932170129167,195969024.0
1790101556.724,1.941216617002961,202702848.0
1790101560.838,1.9408260996740263,207011840.0
1790101564.967,4.845326418365343,212451328.0
1790101569.095,2.174988933112906,213958656.0
1790101573.229,1.9389455551860484,214056960.0
1790101577.357,1.9467007461579946,214204416.0
1790101581.468,1.9481310543384798,214171648.0
1790101585.575,1.4609299232887378,212697088.0
1790101589.681,1.9441234795109514,213876736.0
1790101593.794,2.4283528612248895,213925888.0
1790101597.905,0.9737109552128281,213811200.0
1790101602.022,5.805117747877222,215400448.0
1790101606.151,1.9475609397229137,215498752.0
1790101610.264,2.6696419013712442,215826432.0
1790101614.385,1.9397112171719073,215744512.0
1790101618.503,1.937022245046498,215203840.0
1790101622.631,3.363052153540981,215711744.0
1790101626.797,1.6926758592324842,217923584.0
1790101630.938,5.57312715955879,224231424.0
1790101635.058,2.892871947084492,224509952.0
1790101638.176,2.6628664862654463,224477184.0
1790101642.299,1.6950046421910516,224329728.0
1790101646.434,1.4529854365568762,224444416.0
1790101650.566,2.4359350222807348,224624640.0
1790101654.661,3.9068124179008312,229621760.0
1790101658.756,1.95052074931725,234602496.0
1790101662.862,6.558751732480611,243023872.0
1790101666.984,1.6986365723885015,243073024.0
1790101671.104,1.6951020136927457,241123328.0
1790101675.229,2.9105521147565447,240173056.0
1790101679.350,3.162100138323878,234848256.0
1790101683.460,2.4367095465091584,235438080.0
1790101687.573,1.6995281977473549,236077056.0
1790101691.692,3.159230673407011,245252096.0
1790101695.799,1.2110504006455654,248823808.0
1790101699.929,1.4516904039455272,252821504.0
1790101704.068,6.080070786956947,262553600.0
1790101708.180,0.9676020417137988,254328832.0
1790101712.314,1.9234584155639143,248528896.0
1790101716.473,1.9416244812120727,251412480.0
1790101720.594,0.9705903962251082,252395520.0
1790101724.715,0.9711137744958959,252739584.0
1790101728.834,1.2120648174761126,253853696.0
1790101732.949,1.2133983957802443,253706240.0
