t,service,latency_ms
1790108432.166,swift-user-service,4.322
1790108432.168,swift-product-service,2.186
1790108432.171,swift-order-service,1.792
1790108437.187,swift-user-service,6.040
1790108437.192,swift-product-service,3.893
1790108437.196,swift-order-service,3.105
1790108442.208,swift-user-service,5.092
1790108442.213,swift-product-service,3.476
1790108442.217,swift-order-service,3.012
1790108447.221,swift-user-service,3.510
1790108447.226,swift-product-service,4.066
1790108447.230,swift-order-service,3.059
1790108452.239,swift-user-service,5.557
1790108452.244,swift-product-service,3.716
1790108452.248,swift-order-service,3.264
1790108457.259,swift-user-service,4.371
1790108457.264,swift-product-service,3.408
1790108457.268,swift-order-service,3.054
1790108462.278,swift-user-service,5.183
1790108462.284,swift-product-service,4.001
1790108462.288,swift-order-service,3.452
1790108467.295,swift-user-service,5.800
1790108467.299,swift-product-service,2.663
1790108467.302,swift-order-service,2.588
1790108472.310,swift-user-service,2.769
1790108472.313,swift-product-service,2.640
1790108472.317,swift-order-service,2.371
1790108477.326,swift-user-service,1.549
1790108477.329,swift-product-service,2.050
1790108477.332,swift-order-service,1.716
1790108482.338,swift-user-service,2.905
1790108482.342,swift-product-service,2.273
1790108482.344,swift-order-service,1.747
1790108487.357,swift-user-service,2.757
1790108487.360,swift-product-service,2.142
1790108487.363,swift-order-service,1.762
1790108492.371,swift-user-service,1.794
1790108492.374,swift-product-service,2.680
1790108492.377,swift-order-service,1.682
1790108497.381,swift-user-service,3.085
1790108497.383,swift-product-service,2.097
1790108497.386,swift-order-service,2.016
1790108502.408,swift-user-service,14.254
1790108502.428,swift-product-service,18.520
1790108502.435,swift-order-service,6.351
1790108507.447,swift-user-service,2.582
1790108507.450,swift-product-service,2.134
1790108507.454,swift-order-service,2.783
1790108512.467,swift-user-service,2.055
1790108512.469,swift-product-service,1.447
1790108512.471,swift-order-service,1.324
1790108517.477,swift-user-service,2.586
1790108517.479,swift-product-service,1.378
1790108517.482,swift-order-service,1.697
1790108522.495,swift-user-service,3.163
1790108522.499,swift-product-service,2.114
1790108522.502,swift-order-service,1.906
1790108527.506,swift-user-service,3.017
1790108527.509,swift-product-service,2.468
1790108527.512,swift-order-service,1.995
1790108532.520,swift-user-service,5.920
1790108532.525,swift-product-service,3.770
1790108532.529,swift-order-service,3.027
1790108537.542,swift-user-service,6.246
1790108537.547,swift-product-service,3.928
1790108537.553,swift-order-service,4.973
1790108542.562,swift-user-service,5.780
1790108542.568,swift-product-service,4.706
1790108542.579,swift-order-service,10.521
1790108547.595,swift-user-service,6.946
1790108547.601,swift-product-service,4.281
1790108547.605,swift-order-service,3.095
1790108552.621,swift-user-service,5.997
1790108552.626,swift-product-service,4.262
1790108552.631,swift-order-service,3.262
1790108557.729,swift-user-service,8.643
1790108557.734,swift-product-service,4.116
1790108557.738,swift-order-service,3.213
1790108562.751,swift-user-service,5.932
1790108562.756,swift-product-service,4.450
1790108562.761,swift-order-service,3.151
1790108567.769,swift-user-service,5.203
1790108567.774,swift-product-service,3.962
1790108567.778,swift-order-service,3.111
1790108572.786,swift-user-service,5.975
1790108572.791,swift-product-service,3.849
1790108572.795,swift-order-service,2.896
1790108577.809,swift-user-service,5.182
1790108577.814,swift-product-service,4.074
1790108577.819,swift-order-service,3.127
1790108582.829,swift-user-service,6.025
1790108582.834,swift-product-service,4.167
1790108582.839,swift-order-service,3.197
