t,service,latency_ms
1790095298.942,swift-user-service,4.191
1790095298.945,swift-product-service,2.738
1790095298.947,swift-order-service,1.865
1790095303.962,swift-user-service,4.849
1790095303.967,swift-product-service,3.640
1790095303.971,swift-order-service,3.122
1790095308.984,swift-user-service,5.326
1790095308.989,swift-product-service,3.992
1790095308.994,swift-order-service,3.397
1790095314.007,swift-user-service,6.896
1790095314.013,swift-product-service,5.042
1790095314.019,swift-order-service,4.589
1790095319.031,swift-user-service,5.095
1790095319.036,swift-product-service,3.384
1790095319.040,swift-order-service,2.805
1790095324.052,swift-user-service,2.471
1790095324.055,swift-product-service,1.650
1790095324.057,swift-order-service,1.326
1790095329.071,swift-user-service,5.692
1790095329.077,swift-product-service,4.783
1790095329.083,swift-order-service,5.322
1790095334.094,swift-user-service,3.621
1790095334.097,swift-product-service,3.090
1790095334.101,swift-order-service,3.012
1790095339.110,swift-user-service,2.330
1790095339.113,swift-product-service,2.098
1790095339.117,swift-order-service,2.174
1790095344.127,swift-user-service,3.635
1790095344.130,swift-product-service,2.296
1790095344.133,swift-order-service,1.942
1790095349.138,swift-user-service,2.311
1790095349.143,swift-product-service,3.543
1790095349.147,swift-order-service,3.115
1790095354.151,swift-user-service,2.895
1790095354.153,swift-product-service,1.749
1790095354.156,swift-order-service,1.787
1790095359.162,swift-user-service,2.078
1790095359.165,swift-product-service,1.836
1790095359.168,swift-order-service,1.827
1790095364.173,swift-user-service,2.934
1790095364.176,swift-product-service,2.060
1790095364.179,swift-order-service,2.051
1790095369.186,swift-user-service,2.637
1790095369.189,swift-product-service,2.037
1790095369.191,swift-order-service,1.750
1790095374.205,swift-user-service,6.539
1790095374.210,swift-product-service,4.559
1790095374.214,swift-order-service,3.207
1790095379.231,swift-user-service,14.497
1790095379.233,swift-product-service,1.663
1790095379.236,swift-order-service,1.734
1790095384.246,swift-user-service,2.888
1790095384.249,swift-product-service,2.098
1790095384.252,swift-order-service,1.756
1790095389.266,swift-user-service,3.917
1790095389.270,swift-product-service,2.849
1790095389.273,swift-order-service,2.368
1790095394.289,swift-user-service,6.067
1790095394.320,swift-product-service,29.673
1790095394.324,swift-order-service,3.128
1790095399.344,swift-user-service,19.842
1790095399.351,swift-product-service,6.006
1790095399.354,swift-order-service,1.861
1790095404.364,swift-user-service,2.996
1790095404.367,swift-product-service,2.475
1790095404.370,swift-order-service,1.805
1790095409.387,swift-user-service,6.923
1790095409.392,swift-product-service,3.779
1790095409.396,swift-order-service,3.233
1790095414.404,swift-user-service,6.755
1790095414.410,swift-product-service,4.538
1790095414.415,swift-order-service,4.275
1790095419.430,swift-user-service,6.196
1790095419.436,swift-product-service,3.967
1790095419.440,swift-order-service,3.304
1790095424.451,swift-user-service,2.755
1790095424.454,swift-product-service,2.381
1790095424.457,swift-order-service,1.877
1790095429.461,swift-user-service,2.599
1790095429.464,swift-product-service,2.223
1790095429.467,swift-order-service,1.540
1790095434.482,swift-user-service,6.548
1790095434.487,swift-product-service,3.934
1790095434.492,swift-order-service,3.167
1790095439.505,swift-user-service,5.321
1790095439.511,swift-product-service,3.950
1790095439.515,swift-order-service,3.223
1790095444.525,swift-user-service,3.556
1790095444.528,swift-product-service,2.283
1790095444.532,swift-order-service,2.571
1790095449.545,swift-user-service,5.399
1790095449.549,swift-product-service,3.501
1790095449.553,swift-order-service,3.050
