t,k6_cpu_percent_of_one_core,k6_rss_bytes
1790102233.667,nan,55590912.0
1790102237.775,0.4792430200154016,57606144.0
1790102241.948,0.7189553448072925,59260928.0
1790102246.121,0.7183053606345701,61145088.0
1790102250.296,1.6862455229400184,62865408.0
1790102254.449,0.9553765132674157,63242240.0
1790102258.636,1.2010205816068982,63275008.0
1790102262.799,0.9669463860865726,63340544.0
1790102266.936,1.9367900228372494,64782336.0
1790102271.065,1.4510606955383996,65224704.0
1790102275.199,1.4446626500255844,65273856.0
1790102279.354,2.412441035650176,65290240.0
1790102283.499,1.6806831557985937,65355776.0
1790102287.664,2.1665895086262985,65437696.0
1790102291.813,2.9178978095554573,66863104.0
1790102295.930,2.193117586469681,66895872.0
1790102300.025,2.922584304476741,67485696.0
1790102304.133,2.188081114390221,67502080.0
1790102308.251,3.155555918223537,68288512.0
1790102312.364,2.675775886287248,68386816.0
1790102316.484,3.3976114409669007,69943296.0
1790102320.605,2.90794094363494,70254592.0
1790102324.724,3.902535335959257,74170368.0
1790102328.827,2.916078946037391,74252288.0
1790102332.944,3.6449911914752184,75120640.0
1790102337.053,2.914781314298057,70107136.0
1790102341.169,3.8994126261411064,71761920.0
1790102345.273,3.163844661275795,72237056.0
1790102349.382,4.398060780555509,73760768.0
1790102353.484,3.1508420590342867,73826304.0
1790102357.607,3.888144908648478,74809344.0
1790102361.725,3.119958701108205,74842112.0
1790102365.883,4.392519620238539,75874304.0
1790102369.984,3.405746662040628,75972608.0
1790102374.100,4.581362325024344,77152256.0
1790102378.241,3.370239707828125,77545472.0
1790102382.401,3.834198694613506,77824000.0
1790102386.574,2.887088203306766,77840384.0
1790102390.731,3.117308814400529,78987264.0
1790102394.901,3.861016695224447,79495168.0
1790102399.043,2.8845377904487544,79790080.0
1790102403.205,4.076668143654736,81281024.0
1790102407.373,2.8757408661221433,81362944.0
1790102411.538,4.094866666613065,82067456.0
1790102415.694,3.13918141825886,82182144.0
1790102419.838,2.6428287433737028,82313216.0
1790102424.003,4.094768370451074,83378176.0
1790102428.151,2.662428694854727,84033536.0
1790102432.286,3.609586173240473,84230144.0
1790102436.441,2.412696097163047,84230144.0
1790102440.577,1.7031476479291339,84230144.0
1790102444.692,0.9651438392118803,84246528.0
1790102448.841,0.0,0.0
