t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790108607.559,swift-order-service,0.32,9019850.752,0.84,70
1790108607.559,swift-product-service,0.34,11167334.4,1.04,76
1790108607.559,swift-user-service,11.59,14124318.72,1.32,77
1790108607.559,research-postgres,0.13,87629496.32,8.16,13
1790108607.559,research-redis,0.76,8285847.552,1.54,8
1790108611.670,swift-order-service,0.29,9015656.448,0.84,70
1790108611.670,swift-product-service,0.87,11156848.64,1.04,76
1790108611.670,swift-user-service,7.44,14113832.96,1.31,77
1790108611.670,research-postgres,0.13,88426414.08,8.24,13
1790108611.670,research-redis,0.73,8057257.984,1.50,8
1790108615.832,swift-order-service,0.31,9015656.448,0.84,70
1790108615.832,swift-product-service,1.19,11660165.12,1.09,76
1790108615.832,swift-user-service,11.36,14082375.68,1.31,77
1790108615.832,research-postgres,0.13,88447385.6,8.24,13
1790108615.832,research-redis,0.74,7958691.84,1.48,8
1790108619.990,swift-order-service,1.34,9252634.624,0.86,70
1790108619.990,swift-product-service,3.53,11702108.16,1.09,76
1790108619.990,swift-user-service,16.49,14103347.2,1.31,77
1790108619.990,research-postgres,2.37,88237670.4,8.22,13
1790108619.990,research-redis,0.76,7933526.016,1.48,8
1790108624.099,swift-order-service,0.14,9101639.68,0.85,70
1790108624.099,swift-product-service,1.14,11953766.4,1.11,76
1790108624.099,swift-user-service,23.61,14292090.88,1.33,77
1790108624.099,research-postgres,0.22,88531271.68,8.25,13
1790108624.099,research-redis,0.69,7630487.552,1.42,8
1790108628.208,swift-order-service,0.05,9482272.768,0.88,70
1790108628.208,swift-product-service,1.14,11890851.84,1.11,76
1790108628.208,swift-user-service,28.13,13872660.48,1.29,77
1790108628.208,research-postgres,0.32,87514152.96,8.15,13
1790108628.208,research-redis,0.66,8109686.784,1.51,8
1790108632.325,swift-order-service,0.16,9486467.072,0.88,70
1790108632.325,swift-product-service,2.14,12467568.64,1.16,76
1790108632.325,swift-user-service,26.38,14313062.4,1.33,77
1790108632.325,research-postgres,0.22,88720015.36,8.26,13
1790108632.325,research-redis,0.63,7885291.52,1.47,8
1790108636.433,swift-order-service,1.18,9707716.608,0.90,70
1790108636.433,swift-product-service,2.32,11775508.48,1.10,76
1790108636.433,swift-user-service,29.58,13988003.84,1.30,77
1790108636.433,research-postgres,0.35,88353013.76,8.23,13
1790108636.433,research-redis,0.5,7876902.912,1.47,8
1790108640.534,swift-order-service,0.16,9048162.304,0.84,70
1790108640.534,swift-product-service,2.19,12226396.16,1.14,76
1790108640.534,swift-user-service,33.69,13956546.56,1.30,77
1790108640.534,research-postgres,1.49,88279613.44,8.22,13
1790108640.534,research-redis,1.62,7405043.712,1.38,8
1790108644.651,swift-order-service,0.21,8609857.536,0.80,70
1790108644.651,swift-product-service,2.78,12394168.32,1.15,76
1790108644.651,swift-user-service,39.4,14701035.52,1.37,77
1790108644.651,research-postgres,0.28,88206213.12,8.22,13
1790108644.651,research-redis,0.72,7790919.68,1.45,8
1790108648.804,swift-order-service,0.21,9625927.68,0.90,70
1790108648.804,swift-product-service,3.47,12824084.48,1.19,78
1790108648.804,swift-user-service,43.65,15120465.92,1.41,78
1790108648.804,research-postgres,0.82,89999278.08,8.38,14
1790108648.804,research-redis,0.7,7483686.912,1.39,8
1790108652.928,swift-order-service,0.21,9727639.552,0.91,70
1790108652.928,swift-product-service,2.27,12782141.44,1.19,78
1790108652.928,swift-user-service,34.99,14229176.32,1.32,78
1790108652.928,research-postgres,1.09,91467284.48,8.52,15
1790108652.928,research-redis,0.67,7634681.856,1.42,8
1790108657.062,swift-order-service,0.21,9699328.0,0.90,70
1790108657.062,swift-product-service,2.07,12698255.36,1.18,78
1790108657.062,swift-user-service,38.96,14375976.96,1.34,77
1790108657.062,research-postgres,0.33,91393884.16,8.51,15
1790108657.062,research-redis,0.7,7790919.68,1.45,8
1790108661.212,swift-order-service,0.26,9420406.784,0.88,70
1790108661.212,swift-product-service,3.49,12855541.76,1.20,78
1790108661.212,swift-user-service,39.63,14805893.12,1.38,77
1790108661.212,research-postgres,0.32,91173683.2,8.49,15
1790108661.212,research-redis,2.35,8027897.856,1.50,8
1790108665.384,swift-order-service,0.24,9379512.32,0.87,70
1790108665.384,swift-product-service,4.27,12656312.32,1.18,78
1790108665.384,swift-user-service,31.31,14302576.64,1.33,77
1790108665.384,research-postgres,0.16,91414855.68,8.51,15
1790108665.384,research-redis,0.72,7933526.016,1.48,8
1790108669.557,swift-order-service,0.32,9502195.712,0.89,70
1790108669.557,swift-product-service,4.58,12907970.56,1.20,80
1790108669.557,swift-user-service,38.35,14470348.8,1.35,77
1790108669.557,research-postgres,1.27,94497669.12,8.80,17
