t,service,latency_ms
1790101771.793,java-user-service,9.063
1790101771.803,java-product-service,9.093
1790101771.814,java-order-service,9.549
1790101776.846,java-user-service,20.058
1790101776.862,java-product-service,11.800
1790101776.874,java-order-service,8.126
1790101781.900,java-user-service,13.726
1790101781.916,java-product-service,10.677
1790101781.927,java-order-service,7.289
1790101786.953,java-user-service,16.959
1790101786.970,java-product-service,10.269
1790101786.983,java-order-service,7.608
1790101792.012,java-user-service,19.219
1790101792.028,java-product-service,10.745
1790101792.041,java-order-service,8.956
1790101797.067,java-user-service,19.040
1790101797.083,java-product-service,11.069
1790101797.094,java-order-service,7.515
1790101802.111,java-user-service,10.231
1790101802.123,java-product-service,7.116
1790101802.134,java-order-service,6.371
1790101807.152,java-user-service,6.123
1790101807.161,java-product-service,6.080
1790101807.172,java-order-service,6.259
1790101812.189,java-user-service,8.124
1790101812.202,java-product-service,6.891
1790101812.211,java-order-service,5.743
1790101817.230,java-user-service,9.486
1790101817.241,java-product-service,7.235
1790101817.253,java-order-service,8.910
1790101822.273,java-user-service,7.168
1790101822.283,java-product-service,6.010
1790101822.291,java-order-service,5.508
1790101827.318,java-user-service,16.839
1790101827.334,java-product-service,10.322
1790101827.344,java-order-service,6.311
1790101832.356,java-user-service,9.457
1790101832.367,java-product-service,6.960
1790101832.375,java-order-service,5.484
1790101837.394,java-user-service,7.859
1790101837.405,java-product-service,8.246
1790101837.415,java-order-service,6.035
1790101842.428,java-user-service,9.125
1790101842.440,java-product-service,8.773
1790101842.449,java-order-service,5.804
1790101847.466,java-user-service,13.916
1790101847.478,java-product-service,8.627
1790101847.488,java-order-service,7.889
1790101852.513,java-user-service,14.184
1790101852.523,java-product-service,5.768
1790101852.531,java-order-service,6.170
1790101857.547,java-user-service,10.311
1790101857.559,java-product-service,7.319
1790101857.570,java-order-service,7.203
1790101862.594,java-user-service,16.168
1790101862.603,java-product-service,5.484
1790101862.612,java-order-service,5.951
1790101867.622,java-user-service,6.685
1790101867.631,java-product-service,5.015
1790101867.641,java-order-service,6.094
1790101872.672,java-user-service,23.068
1790101872.683,java-product-service,8.017
1790101872.693,java-order-service,7.863
1790101877.716,java-user-service,16.874
1790101877.731,java-product-service,12.243
1790101877.741,java-order-service,6.577
1790101882.767,java-user-service,14.447
1790101882.784,java-product-service,10.904
1790101882.797,java-order-service,9.007
1790101887.822,java-user-service,14.665
1790101887.841,java-product-service,12.309
1790101887.854,java-order-service,9.025
1790101892.881,java-user-service,14.378
1790101892.899,java-product-service,11.870
1790101892.913,java-order-service,9.739
1790101897.932,java-user-service,14.754
1790101897.944,java-product-service,9.142
1790101897.956,java-order-service,6.716
1790101902.978,java-user-service,16.051
1790101902.995,java-product-service,11.923
1790101903.022,java-order-service,23.189
1790101908.036,java-user-service,12.588
1790101908.051,java-product-service,8.685
1790101908.063,java-order-service,8.252
1790101913.088,java-user-service,15.180
1790101913.103,java-product-service,10.030
1790101913.115,java-order-service,7.082
1790101918.145,java-user-service,16.757
1790101918.161,java-product-service,12.065
1790101918.174,java-order-service,8.619
1790101923.195,java-user-service,15.995
1790101923.212,java-product-service,12.265
1790101923.223,java-order-service,8.784
