t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790098329.830,java-order-service,2.18,273783193.6,25.50,35
1790098329.830,java-user-service,30.11,364589875.2,33.96,39
1790098329.830,java-product-service,3.86,344876646.4,32.12,38
1790098329.830,research-postgres,0.3,136000307.2,12.66,44
1790098329.830,research-redis,0.8,39573258.24,7.37,8
1790098333.954,java-order-service,2.08,287100108.8,26.74,36
1790098333.954,java-user-service,12.73,365114163.2,34.00,39
1790098333.954,java-product-service,5.59,345610649.6,32.19,38
1790098333.954,research-postgres,0.2,136210022.4,12.68,44
1790098333.954,research-redis,1.58,39845888.0,7.42,8
1790098338.128,java-order-service,9.61,284164096.0,26.46,36
1790098338.128,java-user-service,26.17,365848166.4,34.07,39
1790098338.128,java-product-service,3.81,346134937.6,32.24,38
1790098338.128,research-postgres,1.5,136210022.4,12.68,44
1790098338.128,research-redis,0.97,40066088.96,7.46,8
1790098342.300,java-order-service,1.38,284373811.2,26.49,36
1790098342.300,java-user-service,5.04,365848166.4,34.07,40
1790098342.300,java-product-service,10.04,346134937.6,32.24,38
1790098342.300,research-postgres,0.25,136000307.2,12.67,44
1790098342.300,research-redis,0.8,39866859.52,7.42,8
1790098346.478,java-order-service,1.48,287519539.2,26.77,37
1790098346.478,java-user-service,23.08,366057881.6,34.10,39
1790098346.478,java-product-service,4.22,346659225.6,32.29,38
1790098346.478,research-postgres,0.2,136839168.0,12.74,44
1790098346.478,research-redis,0.77,40003174.4,7.45,8
1790098350.626,java-order-service,1.88,291189555.2,27.11,36
1790098350.626,java-user-service,28.68,366057881.6,34.10,39
1790098350.626,java-product-service,4.21,346868940.8,32.31,38
1790098350.626,research-postgres,0.4,136944025.6,12.75,44
1790098350.626,research-redis,0.66,39887831.04,7.43,8
1790098354.784,java-order-service,7.3,295279001.6,27.50,36
1790098354.784,java-user-service,20.05,366372454.4,34.12,39
1790098354.784,java-product-service,1.98,346868940.8,32.31,38
1790098354.784,research-postgres,0.3,136314880.0,12.70,44
1790098354.784,research-redis,0.74,40045117.44,7.46,8
1790098358.970,java-order-service,4.83,296747008.0,27.64,36
1790098358.970,java-user-service,33.18,366791884.8,34.16,40
1790098358.970,java-product-service,4.22,347183513.6,32.33,38
1790098358.970,research-postgres,0.29,136629452.8,12.73,44
1790098358.970,research-redis,0.74,40149975.04,7.48,8
1790098363.136,java-order-service,4.75,300941312.0,28.03,36
1790098363.136,java-user-service,39.75,365743308.8,34.06,39
1790098363.136,java-product-service,5.19,347498086.4,32.36,38
1790098363.136,research-postgres,2.95,136629452.8,12.72,44
1790098363.136,research-redis,1.05,40024145.92,7.45,8
1790098367.290,java-order-service,2.53,306079334.4,28.51,37
1790098367.290,java-user-service,35.59,365743308.8,34.06,40
1790098367.290,java-product-service,2.76,347917516.8,32.41,38
1790098367.290,research-postgres,0.91,135790592.0,12.65,44
1790098367.290,research-redis,0.6,39845888.0,7.42,8
1790098371.419,java-order-service,1.53,311846502.4,29.04,37
1790098371.419,java-user-service,33.68,366162739.2,34.11,39
1790098371.419,java-product-service,9.72,347707801.6,32.38,38
1790098371.419,research-postgres,0.23,136839168.0,12.75,44
1790098371.419,research-redis,0.53,39856373.76,7.42,8
1790098375.567,java-order-service,4.2,313419366.4,29.19,37
1790098375.567,java-user-service,65.07,365219020.8,34.02,39
1790098375.567,java-product-service,9.2,348127232.0,32.43,38
1790098375.567,research-postgres,0.53,136734310.4,12.74,44
1790098375.567,research-redis,0.96,39971717.12,7.45,8
1790098379.701,java-order-service,8.77,320130252.8,29.82,37
1790098379.701,java-user-service,34.89,365533593.6,34.04,40
1790098379.701,java-product-service,8.58,348861235.2,32.49,38
1790098379.701,research-postgres,0.54,137048883.2,12.76,44
1790098379.701,research-redis,0.5,40191918.08,7.49,8
1790098383.809,java-order-service,5.89,323695411.2,30.14,36
1790098383.809,java-user-service,55.03,365848166.4,34.08,39
1790098383.809,java-product-service,5.0,348756377.6,32.48,38
1790098383.809,research-postgres,0.48,136629452.8,12.73,44
1790098383.809,research-redis,1.28,39982202.88,7.45,8
1790098387.915,java-order-service,5.05,327050854.4,30.46,37
1790098387.915,java-user-service,26.73,365848166.4,34.07,39
1790098387.915,java-product-service,2.55,348651520.0,32.47,38
1790098387.915,research-postgres,0.87,136629452.8,12.73,44
1790098387.915,research-redis,0.67,40317747.2,7.51,8
1790098392.044,java-order-service,7.9,330616012.8,30.79,37
1790098392.044,java-user-service,63.98,366687027.2,34.15,40
1790098392.044,java-product-service,3.54,348441804.8,32.45,38
1790098392.044,research-postgres,0.84,137363456.0,12.79,44
1790098392.044,research-redis,0.46,40202403.84,7.49,8
1790098396.174,java-order-service,7.22,332398592.0,30.96,37
1790098396.174,java-user-service,77.99,365428736.0,34.04,40
1790098396.174,java-product-service,5.79,349175808.0,32.52,38
1790098396.174,research-postgres,0.56,137468313.6,12.80,44
1790098396.174,research-redis,0.52,40254832.64,7.50,8
1790098400.292,java-order-service,10.33,333342310.4,31.05,37
1790098400.292,java-user-service,64.91,365743308.8,34.06,40
1790098400.292,java-product-service,6.62,348966092.8,32.50,38
1790098400.292,research-postgres,1.0,138936320.0,12.94,44
1790098400.292,research-redis,0.51,40202403.84,7.49,8
1790098404.428,java-order-service,11.15,335124889.6,31.21,37
1790098404.428,java-user-service,83.66,365638451.2,34.05,40
1790098404.428,java-product-service,13.75,349175808.0,32.52,38
1790098404.428,research-postgres,1.62,138621747.2,12.91,44
1790098404.428,research-redis,0.62,39782973.44,7.41,8
1790098408.536,java-order-service,11.94,336383180.8,31.33,37
1790098408.536,java-user-service,47.39,367211315.2,34.20,40
1790098408.536,java-product-service,9.64,349700096.0,32.57,38
1790098408.536,research-postgres,0.84,139355750.4,12.98,44
1790098408.536,research-redis,0.48,39520829.44,7.36,8
1790098412.655,java-order-service,6.51,336802611.2,31.36,37
1790098412.655,java-user-service,51.06,368259891.2,34.30,40
1790098412.655,java-product-service,3.17,349700096.0,32.57,38
1790098412.655,research-postgres,2.08,139250892.8,12.97,44
1790098412.655,research-redis,0.43,39195770.88,7.30,8
1790098416.756,java-order-service,8.42,337851187.2,31.46,37
1790098416.756,java-user-service,85.5,365428736.0,34.04,40
1790098416.756,java-product-service,3.29,349909811.2,32.59,38
1790098416.756,research-postgres,1.26,138936320.0,12.94,44
1790098416.756,research-redis,0.43,39762001.92,7.41,8
1790098420.876,java-order-service,6.99,339528908.8,31.62,37
1790098420.876,java-user-service,97.02,365219020.8,34.01,40
1790098420.876,java-product-service,5.27,351272960.0,32.72,38
1790098420.876,research-postgres,1.21,139355750.4,12.98,44
1790098420.876,research-redis,0.55,40149975.04,7.48,8
1790098424.993,java-order-service,7.09,340472627.2,31.70,37
1790098424.993,java-user-service,92.0,365533593.6,34.04,40
1790098424.993,java-product-service,3.04,351587532.8,32.74,39
1790098424.993,research-postgres,1.03,138726604.8,12.92,44
1790098424.993,research-redis,0.48,40139489.28,7.48,8
1790098429.111,java-order-service,8.06,341416345.6,31.80,37
1790098429.111,java-user-service,123.55,367840460.8,34.26,40
1790098429.111,java-product-service,3.98,352216678.4,32.80,39
1790098429.111,research-postgres,1.82,139984896.0,13.04,44
1790098429.111,research-redis,0.58,40034631.68,7.46,8
1790098433.244,java-order-service,11.45,343198924.8,31.96,37
1790098433.244,java-user-service,100.56,368889036.8,34.35,40
1790098433.244,java-product-service,13.55,353999257.6,32.97,38
1790098433.244,research-postgres,1.76,140718899.2,13.10,44
1790098433.244,research-redis,1.59,40129003.52,7.47,8
1790098437.354,java-order-service,6.3,344981504.0,32.13,37
1790098437.354,java-user-service,93.92,369098752.0,34.38,40
1790098437.354,java-product-service,16.65,349909811.2,32.59,38
1790098437.354,research-postgres,1.7,140404326.4,13.08,44
1790098437.354,research-redis,0.52,39908802.56,7.43,8
1790098441.472,java-order-service,8.36,344981504.0,32.13,37
1790098441.472,java-user-service,121.38,369518182.4,34.41,40
1790098441.472,java-product-service,6.99,350119526.4,32.61,38
