t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790104642.657,java-order-service,4.41,267806310.4,24.95,35
1790104642.657,java-product-service,6.0,392901427.2,36.59,38
1790104642.657,java-user-service,23.73,375599923.2,34.98,39
1790104642.657,research-postgres,0.24,130757427.2,12.17,39
1790104642.657,research-redis,0.75,39971717.12,7.45,8
1790104646.772,java-order-service,2.42,268120883.2,24.97,35
1790104646.772,java-product-service,8.09,393425715.2,36.64,38
1790104646.772,java-user-service,9.4,378011648.0,35.20,39
1790104646.772,research-postgres,0.14,130757427.2,12.18,39
1790104646.772,research-redis,0.88,40191918.08,7.49,8
1790104650.909,java-order-service,2.13,268645171.2,25.02,35
1790104650.909,java-product-service,6.79,393635430.4,36.66,38
1790104650.909,java-user-service,9.19,389441126.4,36.27,39
1790104650.909,research-postgres,0.11,130652569.6,12.16,39
1790104650.909,research-redis,1.14,39772487.68,7.41,8
1790104655.062,java-order-service,2.1,268435456.0,25.00,35
1790104655.062,java-product-service,15.14,393635430.4,36.66,38
1790104655.062,java-user-service,14.16,403387187.2,37.57,39
1790104655.062,research-postgres,0.2,130757427.2,12.17,39
1790104655.062,research-redis,1.26,39940259.84,7.44,8
1790104659.231,java-order-service,1.4,268854886.4,25.04,35
1790104659.231,java-product-service,15.01,394369433.6,36.73,38
1790104659.231,java-user-service,17.66,402967756.8,37.53,39
1790104659.231,research-postgres,4.06,130757427.2,12.18,39
1790104659.231,research-redis,3.45,40149975.04,7.48,8
1790104663.412,java-order-service,4.51,268645171.2,25.01,35
1790104663.412,java-product-service,13.27,394474291.2,36.74,38
1790104663.412,java-user-service,22.66,403596902.4,37.58,39
1790104663.412,research-postgres,0.14,130547712.0,12.16,39
1790104663.412,research-redis,1.04,39657144.32,7.39,8
1790104667.596,java-order-service,1.1,268854886.4,25.04,35
1790104667.596,java-product-service,17.57,398039449.6,37.07,38
1790104667.596,java-user-service,21.79,403806617.6,37.61,39
1790104667.596,research-postgres,0.06,130757427.2,12.17,39
1790104667.596,research-redis,1.31,39971717.12,7.45,8
1790104671.734,java-order-service,2.47,275146342.4,25.63,35
1790104671.734,java-product-service,16.34,397515161.6,37.02,38
1790104671.734,java-user-service,26.42,404016332.8,37.63,39
1790104671.734,research-postgres,0.9,130652569.6,12.17,39
1790104671.734,research-redis,1.1,40233861.12,7.49,8
1790104675.902,java-order-service,1.05,267177164.8,24.88,35
1790104675.902,java-product-service,23.45,402653184.0,37.50,39
1790104675.902,java-user-service,27.67,405064908.8,37.72,39
1790104675.902,research-postgres,0.09,132644864.0,12.35,40
1790104675.902,research-redis,1.37,40296775.68,7.51,8
1790104680.029,java-order-service,1.07,268435456.0,25.00,35
1790104680.029,java-product-service,40.75,404435763.2,37.67,38
1790104680.029,java-user-service,38.14,405274624.0,37.75,39
1790104680.029,research-postgres,1.77,132330291.2,12.32,40
1790104680.029,research-redis,2.81,40149975.04,7.48,8
1790104684.153,java-order-service,0.9,268750028.8,25.03,35
1790104684.153,java-product-service,35.54,402024038.4,37.44,38
1790104684.153,java-user-service,33.73,406428057.6,37.85,39
1790104684.153,research-postgres,0.07,132120576.0,12.31,40
1790104684.153,research-redis,2.29,40149975.04,7.48,8
1790104688.307,java-order-service,0.46,268959744.0,25.05,35
1790104688.307,java-product-service,39.01,414082662.4,38.57,38
1790104688.307,java-user-service,48.73,407371776.0,37.94,39
1790104688.307,research-postgres,0.06,131806003.2,12.28,40
1790104688.307,research-redis,2.52,40443576.32,7.53,8
1790104692.441,java-order-service,3.44,269484032.0,25.10,35
1790104692.441,java-product-service,21.04,410936934.4,38.28,38
1790104692.441,java-user-service,41.14,407162060.8,37.92,39
1790104692.441,research-postgres,0.04,132330291.2,12.33,40
1790104692.441,research-redis,2.4,39919288.32,7.44,8
1790104696.548,java-order-service,2.48,269798604.8,25.13,35
1790104696.548,java-product-service,22.77,411146649.6,38.29,38
1790104696.548,java-user-service,37.55,407791206.4,37.98,39
1790104696.548,research-postgres,0.07,132435148.8,12.34,40
1790104696.548,research-redis,3.27,40097546.24,7.47,8
1790104700.670,java-order-service,2.59,270113177.6,25.15,35
1790104700.670,java-product-service,22.67,411356364.8,38.31,38
1790104700.670,java-user-service,42.73,407162060.8,37.92,39
1790104700.670,research-postgres,2.06,132435148.8,12.33,40
