t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790095298.938,swift-order-service,0.34,9630121.984,0.90,70
1790095298.938,swift-product-service,0.36,11408506.88,1.06,75
1790095298.938,swift-user-service,11.98,14040432.64,1.31,76
1790095298.938,research-postgres,0.23,79062630.4,7.36,13
1790095298.938,research-redis,0.93,39678115.84,7.39,8
1790095303.048,swift-order-service,0.29,8285847.552,0.77,70
1790095303.048,swift-product-service,2.6,11932794.88,1.11,75
1790095303.048,swift-user-service,2.92,14019461.12,1.31,76
1790095303.048,research-postgres,1.77,79450603.52,7.40,13
1790095303.048,research-redis,0.92,39562772.48,7.37,8
1790095307.233,swift-order-service,0.33,8798601.216,0.82,70
1790095307.233,swift-product-service,4.75,12142510.08,1.13,75
1790095307.233,swift-user-service,5.41,14564720.64,1.36,76
1790095307.233,research-postgres,0.0,79356231.68,7.39,13
1790095307.233,research-redis,1.26,39562772.48,7.37,8
1790095311.425,swift-order-service,1.58,9761193.984,0.91,70
1790095311.425,swift-product-service,6.95,11890851.84,1.11,75
1790095311.425,swift-user-service,6.73,13872660.48,1.29,76
1790095311.425,research-postgres,0.0,79219916.8,7.38,13
1790095311.425,research-redis,1.29,39835402.24,7.42,8
1790095315.591,swift-order-service,0.28,9654239.232,0.90,70
1790095315.591,swift-product-service,7.56,11817451.52,1.10,75
1790095315.591,swift-user-service,8.48,14061404.16,1.31,76
1790095315.591,research-postgres,0.02,79356231.68,7.39,13
1790095315.591,research-redis,1.37,40034631.68,7.46,8
1790095319.768,swift-order-service,0.26,9916383.232,0.92,70
1790095319.768,swift-product-service,8.81,11765022.72,1.10,75
1790095319.768,swift-user-service,11.95,14386462.72,1.34,76
1790095319.768,research-postgres,0.03,78957772.8,7.35,13
1790095319.768,research-redis,1.38,39583744.0,7.37,8
1790095323.940,swift-order-service,0.3,9634316.288,0.90,70
1790095323.940,swift-product-service,9.83,11922309.12,1.11,75
1790095323.940,swift-user-service,11.95,14050918.4,1.31,76
1790095323.940,research-postgres,2.02,79450603.52,7.40,13
1790095323.940,research-redis,1.75,45382369.28,8.45,9
1790095328.129,swift-order-service,0.27,9445572.608,0.88,70
1790095328.129,swift-product-service,10.42,12100567.04,1.13,77
1790095328.129,swift-user-service,13.33,14795407.36,1.38,76
1790095328.129,research-postgres,0.0,79240888.32,7.38,13
1790095328.129,research-redis,1.36,39950745.6,7.44,8
1790095332.311,swift-order-service,0.37,9445572.608,0.88,70
1790095332.311,swift-product-service,24.52,13201571.84,1.23,78
1790095332.311,swift-user-service,35.25,15036579.84,1.40,79
1790095332.311,research-postgres,0.02,80645980.16,7.51,14
1790095332.311,research-redis,2.21,39803944.96,7.42,8
1790095336.456,swift-order-service,0.19,9445572.608,0.88,70
1790095336.456,swift-product-service,35.96,14250147.84,1.33,78
1790095336.456,swift-user-service,50.07,16829644.8,1.57,78
1790095336.456,research-postgres,0.01,80761323.52,7.52,14
1790095336.456,research-redis,2.87,39688601.6,7.39,8
1790095340.573,swift-order-service,0.19,9170845.696,0.85,70
1790095340.573,swift-product-service,50.24,15864954.88,1.48,78
1790095340.573,swift-user-service,72.15,17867735.04,1.66,78
1790095340.573,research-postgres,0.01,80352378.88,7.48,14
1790095340.573,research-redis,2.92,39793459.2,7.41,8
1790095344.709,swift-order-service,0.16,9789505.536,0.91,70
1790095344.709,swift-product-service,55.69,16661872.64,1.55,78
1790095344.709,swift-user-service,80.9,19430113.28,1.81,78
1790095344.709,research-postgres,0.01,81149296.64,7.56,14
1790095344.709,research-redis,5.06,39646658.56,7.39,8
1790095348.841,swift-order-service,0.18,9785311.232,0.91,70
1790095348.841,swift-product-service,54.39,17007902.72,1.58,78
1790095348.841,swift-user-service,80.85,19681771.52,1.83,78
1790095348.841,research-postgres,3.95,93029662.72,8.66,22
1790095348.841,research-redis,6.54,40034631.68,7.46,8
1790095353.018,swift-order-service,0.22,9785311.232,0.91,70
1790095353.018,swift-product-service,72.88,17186160.64,1.60,78
1790095353.018,swift-user-service,85.58,21076377.6,1.96,79
1790095353.018,research-postgres,0.6,101470699.52,9.45,28
1790095353.018,research-redis,4.73,46881832.96,8.73,14
1790095357.165,swift-order-service,0.25,9355395.072,0.87,70
1790095357.165,swift-product-service,64.36,17678991.36,1.65,80
1790095357.165,swift-user-service,90.95,20887633.92,1.95,78
1790095357.165,research-postgres,5.95,113560780.8,10.58,34
1790095357.165,research-redis,3.42,39824916.48,7.42,8
1790095361.311,swift-order-service,0.21,8122269.696,0.76,70
1790095361.311,swift-product-service,64.99,17144217.6,1.60,80
1790095361.311,swift-user-service,93.26,21716008.96,2.02,78
1790095361.311,research-postgres,0.04,113351065.6,10.55,34
1790095361.311,research-redis,4.74,40013660.16,7.45,8
1790095365.432,swift-order-service,0.22,9396289.536,0.88,70
1790095365.432,swift-product-service,66.42,17521704.96,1.63,78
1790095365.432,swift-user-service,95.14,20866662.4,1.94,78
1790095365.432,research-postgres,0.35,113141350.4,10.54,34
1790095365.432,research-redis,4.46,40370176.0,7.52,8
1790095369.606,swift-order-service,0.16,10423894.016,0.97,70
1790095369.606,swift-product-service,58.66,17668505.6,1.65,78
1790095369.606,swift-user-service,79.94,21411921.92,1.99,78
1790095369.606,research-postgres,0.01,113455923.2,10.56,34
1790095369.606,research-redis,4.25,39604715.52,7.38,8
1790095373.732,swift-order-service,0.27,9166651.392,0.85,70
1790095373.732,swift-product-service,62.01,17972592.64,1.67,78
1790095373.732,swift-user-service,88.06,21579694.08,2.01,78
1790095373.732,research-postgres,1.56,113455923.2,10.56,34
1790095373.732,research-redis,5.66,40024145.92,7.45,8
1790095377.885,swift-order-service,0.18,9413066.752,0.88,70
1790095377.885,swift-product-service,63.1,17678991.36,1.65,78
1790095377.885,swift-user-service,87.23,21422407.68,2.00,78
1790095377.885,research-postgres,1.09,113980211.2,10.61,34
1790095377.885,research-redis,3.85,39667630.08,7.39,8
1790095382.003,swift-order-service,0.21,9671016.448,0.90,70
1790095382.003,swift-product-service,60.81,17804820.48,1.66,78
1790095382.003,swift-user-service,78.18,21946695.68,2.04,78
1790095382.003,research-postgres,0.0,114609356.8,10.67,34
1790095382.003,research-redis,4.54,39699087.36,7.39,8
1790095386.202,swift-order-service,0.15,9396289.536,0.88,70
1790095386.202,swift-product-service,58.8,17490247.68,1.63,78
1790095386.202,swift-user-service,83.89,21527265.28,2.00,78
1790095386.202,research-postgres,0.0,114399641.6,10.65,34
1790095386.202,research-redis,3.72,39845888.0,7.42,8
1790095390.316,swift-order-service,0.15,9518972.928,0.89,70
1790095390.316,swift-product-service,55.92,17406361.6,1.62,78
1790095390.316,swift-user-service,78.8,21726494.72,2.02,78
1790095390.316,research-postgres,0.33,114294784.0,10.64,34
1790095390.316,research-redis,4.19,39730544.64,7.40,8
1790095394.466,swift-order-service,0.21,9499049.984,0.88,70
1790095394.466,swift-product-service,53.64,17448304.64,1.63,78
1790095394.466,swift-user-service,71.26,21254635.52,1.98,78
1790095394.466,research-postgres,0.0,114609356.8,10.67,34
1790095394.466,research-redis,3.64,39940259.84,7.44,8
1790095398.637,swift-order-service,0.24,9458155.52,0.88,70
1790095398.637,swift-product-service,39.43,18161336.32,1.69,78
1790095398.637,swift-user-service,54.01,21747466.24,2.03,78
1790095398.637,research-postgres,0.72,115028787.2,10.71,34
1790095398.637,research-redis,3.1,39940259.84,7.44,8
1790095402.820,swift-order-service,0.28,9527361.536,0.89,70
1790095402.820,swift-product-service,19.85,17972592.64,1.67,78
1790095402.820,swift-user-service,26.99,21925724.16,2.04,78
1790095402.820,research-postgres,0.0,114819072.0,10.69,34
1790095402.820,research-redis,1.97,39751516.16,7.40,8
1790095406.995,swift-order-service,0.28,9232711.68,0.86,70
1790095406.995,swift-product-service,9.99,17553162.24,1.63,78
1790095406.995,swift-user-service,15.65,21464350.72,2.00,78
1790095406.995,research-postgres,0.0,114819072.0,10.69,34
1790095406.995,research-redis,1.34,39730544.64,7.40,8
1790095411.170,swift-order-service,0.31,9196011.52,0.86,70
1790095411.170,swift-product-service,7.71,17458790.4,1.63,78
1790095411.170,swift-user-service,12.72,21663580.16,2.02,78
1790095411.170,research-postgres,0.19,114819072.0,10.70,34
1790095411.170,research-redis,1.41,39552286.72,7.37,8
1790095415.284,swift-order-service,0.28,9191817.216,0.86,70
1790095415.284,swift-product-service,9.09,17406361.6,1.62,78
1790095415.284,swift-user-service,14.3,21307064.32,1.98,78
1790095415.284,research-postgres,0.0,114714214.4,10.69,34
1790095415.284,research-redis,1.21,39174799.36,7.30,8
1790095419.455,swift-order-service,0.31,9494855.68,0.88,70
1790095419.455,swift-product-service,9.78,17909678.08,1.67,78
1790095419.455,swift-user-service,18.04,21328035.84,1.99,79
1790095419.455,research-postgres,0.0,114923929.6,10.70,34
1790095419.455,research-redis,1.73,39531315.2,7.36,8
1790095423.637,swift-order-service,0.38,9199157.248,0.86,70
1790095423.637,swift-product-service,9.41,18098421.76,1.69,78
1790095423.637,swift-user-service,12.7,21674065.92,2.02,79
1790095423.637,research-postgres,2.41,116391936.0,10.84,35
1790095423.637,research-redis,2.73,39782973.44,7.41,8
1790095427.762,swift-order-service,0.28,9703522.304,0.90,70
1790095427.762,swift-product-service,7.52,18423480.32,1.72,78
1790095427.762,swift-user-service,10.46,21097349.12,1.96,78
1790095427.762,research-postgres,0.0,115972505.6,10.80,35
1790095427.762,research-redis,1.27,39457914.88,7.35,8
1790095431.919,swift-order-service,2.4,9666822.144,0.90,70
1790095431.919,swift-product-service,8.18,17479761.92,1.63,78
1790095431.919,swift-user-service,11.95,21244149.76,1.98,78
1790095431.919,research-postgres,0.0,116287078.4,10.83,35
1790095431.919,research-redis,1.4,39835402.24,7.42,8
1790095436.087,swift-order-service,0.26,9551478.784,0.89,70
1790095436.087,swift-product-service,9.15,17395875.84,1.62,78
1790095436.087,swift-user-service,11.79,21558722.56,2.01,78
1790095436.087,research-postgres,0.01,116077363.2,10.82,35
1790095436.087,research-redis,1.46,39793459.2,7.41,8
1790095440.268,swift-order-service,0.2,9465495.552,0.88,70
1790095440.268,swift-product-service,6.16,17752391.68,1.65,78
1790095440.268,swift-user-service,9.52,21642608.64,2.02,78
1790095440.268,research-postgres,0.0,116496793.6,10.85,35
1790095440.268,research-redis,1.5,40066088.96,7.46,8
1790095444.461,swift-order-service,0.31,9445572.608,0.88,70
1790095444.461,swift-product-service,5.46,17741905.92,1.65,78
1790095444.461,swift-user-service,7.03,21474836.48,2.00,78
1790095444.461,research-postgres,2.52,117545369.6,10.95,36
1790095444.461,research-redis,2.89,39887831.04,7.43,8
1790095447.602,swift-order-service,0.43,9441378.304,0.88,70
1790095447.602,swift-product-service,2.96,18077450.24,1.68,78
1790095447.602,swift-user-service,3.59,21317550.08,1.99,78
1790095447.602,research-postgres,0.0,116077363.2,10.81,35
1790095447.602,research-redis,1.08,40055603.2,7.46,8
