t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790104832.282,java-order-service,2.74,284373811.2,26.48,35
1790104832.282,java-user-service,29.68,402758041.6,37.51,39
1790104832.282,java-product-service,9.05,362912153.6,33.80,38
1790104832.282,research-postgres,2.08,138307174.4,12.88,44
1790104832.282,research-redis,0.76,40024145.92,7.45,8
1790104836.407,java-order-service,1.33,284164096.0,26.46,35
1790104836.407,java-user-service,10.19,403282329.6,37.55,39
1790104836.407,java-product-service,4.98,364170444.8,33.92,38
1790104836.407,research-postgres,0.17,138202316.8,12.87,44
1790104836.407,research-redis,0.7,40265318.4,7.50,8
1790104840.590,java-order-service,3.02,284688384.0,26.51,35
1790104840.590,java-user-service,14.87,403701760.0,37.60,39
1790104840.590,java-product-service,5.45,364485017.6,33.94,38
1790104840.590,research-postgres,1.7,138621747.2,12.91,44
1790104840.590,research-redis,0.8,40013660.16,7.45,8
1790104844.712,java-order-service,1.21,284898099.2,26.53,35
1790104844.712,java-user-service,28.03,404855193.6,37.71,39
1790104844.712,java-product-service,2.85,364589875.2,33.95,38
1790104844.712,research-postgres,0.2,138307174.4,12.88,44
1790104844.712,research-redis,0.78,39887831.04,7.43,8
1790104848.819,java-order-service,4.3,285107814.4,26.55,35
1790104848.819,java-user-service,24.74,405589196.8,37.77,39
1790104848.819,java-product-service,8.56,364589875.2,33.95,38
1790104848.819,research-postgres,0.27,138202316.8,12.87,44
1790104848.819,research-redis,0.65,40129003.52,7.47,8
1790104852.950,java-order-service,2.51,285736960.0,26.61,35
1790104852.950,java-user-service,27.7,405798912.0,37.79,39
1790104852.950,java-product-service,6.31,364589875.2,33.95,38
1790104852.950,research-postgres,0.35,138097459.2,12.87,44
1790104852.950,research-redis,0.64,40149975.04,7.48,8
1790104857.049,java-order-service,1.62,285632102.4,26.60,35
1790104857.049,java-user-service,30.48,406532915.2,37.86,40
1790104857.049,java-product-service,5.08,365009305.6,34.00,38
1790104857.049,research-postgres,0.29,138202316.8,12.88,44
1790104857.049,research-redis,0.71,40170946.56,7.48,8
1790104861.153,java-order-service,2.29,286156390.4,26.65,35
1790104861.153,java-user-service,46.84,406742630.4,37.88,40
1790104861.153,java-product-service,6.35,365114163.2,34.01,38
1790104861.153,research-postgres,0.43,138726604.8,12.92,44
1790104861.153,research-redis,0.58,40149975.04,7.48,8
1790104865.202,java-order-service,1.11,286575820.8,26.69,35
1790104865.202,java-user-service,48.7,407057203.2,37.91,40
1790104865.202,java-product-service,4.09,365533593.6,34.04,38
1790104865.202,research-postgres,1.69,138621747.2,12.91,44
1790104865.202,research-redis,0.78,40328232.96,7.51,8
1790104869.324,java-order-service,2.84,287519539.2,26.78,35
1790104869.324,java-user-service,55.48,408315494.4,38.02,40
1790104869.324,java-product-service,6.12,365114163.2,34.01,38
1790104869.324,research-postgres,2.39,138516889.6,12.90,44
1790104869.324,research-redis,2.36,40076574.72,7.46,8
1790104873.420,java-order-service,1.52,287414681.6,26.77,35
1790104873.420,java-user-service,7.59,408944640.0,38.09,40
1790104873.420,java-product-service,6.52,365953024.0,34.09,38
1790104873.420,research-postgres,0.17,138936320.0,12.94,44
1790104873.420,research-redis,0.98,40034631.68,7.46,8
1790104877.539,java-order-service,2.48,287414681.6,26.77,35
1790104877.539,java-user-service,65.18,408944640.0,38.09,40
1790104877.539,java-product-service,2.83,365953024.0,34.08,38
1790104877.539,research-postgres,0.39,139146035.2,12.96,44
1790104877.539,research-redis,0.61,40024145.92,7.46,8
1790104881.652,java-order-service,2.71,287624396.8,26.79,35
1790104881.652,java-user-service,26.69,409468928.0,38.13,40
1790104881.652,java-product-service,12.14,366687027.2,34.15,38
1790104881.652,research-postgres,0.76,140614041.6,13.10,45
1790104881.652,research-redis,0.75,40066088.96,7.46,8
1790104885.773,java-order-service,1.46,288043827.2,26.83,35
1790104885.773,java-user-service,43.2,409573785.6,38.14,40
1790104885.773,java-product-service,7.1,366477312.0,34.13,38
1790104885.773,research-postgres,1.84,140718899.2,13.10,45
1790104885.773,research-redis,0.71,40475033.6,7.54,8
1790104889.878,java-order-service,1.0,288253542.4,26.85,35
1790104889.878,java-user-service,47.77,409993216.0,38.19,40
1790104889.878,java-product-service,6.13,367001600.0,34.18,38
1790104889.878,research-postgres,0.32,140823756.8,13.11,45
1790104889.878,research-redis,1.84,40275804.16,7.50,8
1790104894.016,java-order-service,0.92,288882688.0,26.90,35
1790104894.016,java-user-service,61.55,410622361.6,38.24,40
1790104894.016,java-product-service,5.79,367525888.0,34.23,38
1790104894.016,research-postgres,0.18,140509184.0,13.08,45
1790104894.016,research-redis,0.77,40191918.08,7.49,8
1790104898.190,java-order-service,1.27,289406976.0,26.95,35
1790104898.190,java-user-service,11.85,410832076.8,38.27,40
1790104898.190,java-product-service,2.87,367945318.4,34.27,39
1790104898.190,research-postgres,0.12,142082048.0,13.23,46
1790104898.190,research-redis,0.94,39845888.0,7.42,8
1790104902.341,java-order-service,1.55,289826406.4,26.99,35
1790104902.341,java-user-service,75.32,411356364.8,38.31,40
1790104902.341,java-product-service,5.16,365638451.2,34.05,38
1790104902.341,research-postgres,0.49,141872332.8,13.22,46
1790104902.341,research-redis,0.83,40349204.48,7.52,8
1790104906.462,java-order-service,3.21,289931264.0,27.00,35
1790104906.462,java-user-service,22.62,411146649.6,38.30,40
1790104906.462,java-product-service,8.94,366057881.6,34.09,38
1790104906.462,research-postgres,0.19,142082048.0,13.23,46
1790104906.462,research-redis,0.67,40328232.96,7.51,8
1790104910.669,java-order-service,1.09,289931264.0,27.00,35
1790104910.669,java-user-service,56.73,411461222.4,38.32,40
1790104910.669,java-product-service,12.8,367316172.8,34.21,38
1790104910.669,research-postgres,0.39,141767475.2,13.21,46
