t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790101771.783,java-order-service,1.57,270637465.6,25.20,35
1790101771.783,java-product-service,1.78,380213657.6,35.41,38
1790101771.783,java-user-service,2.04,381681664.0,35.54,40
1790101771.783,research-postgres,0.12,131281715.2,12.23,40
1790101771.783,research-redis,0.98,40212889.6,7.49,8
1790101774.889,java-order-service,2.27,271161753.6,25.25,35
1790101774.889,java-product-service,10.22,380633088.0,35.45,38
1790101774.889,java-user-service,7.84,381996236.8,35.57,39
1790101774.889,research-postgres,0.12,131491430.4,12.24,40
1790101774.889,research-redis,0.83,40370176.0,7.52,8
1790101779.079,java-order-service,2.76,274097766.4,25.53,35
1790101779.079,java-product-service,11.24,381367091.2,35.52,38
1790101779.079,java-user-service,18.62,382625382.4,35.64,39
1790101779.079,research-postgres,1.79,131910860.8,12.28,40
1790101779.079,research-redis,0.9,40097546.24,7.47,8
1790101783.238,java-order-service,2.46,276404633.6,25.75,35
1790101783.238,java-product-service,11.9,381996236.8,35.58,38
1790101783.238,java-user-service,17.55,382835097.6,35.65,39
1790101783.238,research-postgres,0.09,131596288.0,12.26,40
1790101783.238,research-redis,1.04,39489372.16,7.36,8
1790101787.407,java-order-service,5.37,278501785.6,25.94,35
1790101787.407,java-product-service,12.3,382625382.4,35.63,38
1790101787.407,java-user-service,21.01,383149670.4,35.69,39
1790101787.407,research-postgres,0.13,131176857.6,12.22,40
1790101787.407,research-redis,0.99,39961231.36,7.44,8
1790101791.575,java-order-service,3.01,280808652.8,26.15,35
1790101791.575,java-product-service,10.06,383359385.6,35.70,38
1790101791.575,java-user-service,16.57,383988531.2,35.76,39
1790101791.575,research-postgres,1.78,131386572.8,12.23,40
1790101791.575,research-redis,2.13,39793459.2,7.41,8
1790101795.729,java-order-service,2.57,280913510.4,26.16,35
1790101795.729,java-product-service,18.93,383149670.4,35.69,38
1790101795.729,java-user-service,21.02,384198246.4,35.78,39
1790101795.729,research-postgres,0.1,131806003.2,12.28,40
1790101795.729,research-redis,1.09,39573258.24,7.37,8
1790101799.896,java-order-service,1.72,286575820.8,26.69,35
1790101799.896,java-product-service,20.23,383254528.0,35.69,38
1790101799.896,java-user-service,20.44,384407961.6,35.80,39
1790101799.896,research-postgres,0.12,131701145.6,12.26,40
1790101799.896,research-redis,1.22,39583744.0,7.37,8
1790101804.029,java-order-service,0.44,286575820.8,26.69,35
1790101804.029,java-product-service,29.13,384407961.6,35.80,38
1790101804.029,java-user-service,23.93,385141964.8,35.87,39
1790101804.029,research-postgres,0.06,131281715.2,12.23,40
1790101804.029,research-redis,1.13,39803944.96,7.41,8
1790101808.177,java-order-service,1.52,292028416.0,27.19,41
1790101808.177,java-product-service,22.55,384303104.0,35.79,38
1790101808.177,java-user-service,35.43,385875968.0,35.94,39
1790101808.177,research-postgres,0.1,131176857.6,12.21,40
1790101808.177,research-redis,1.81,40233861.12,7.49,8
1790101812.278,java-order-service,1.68,288043827.2,26.83,35
1790101812.278,java-product-service,27.27,388287692.8,36.16,38
