t,k6_cpu_percent_of_one_core,k6_rss_bytes
1790111085.199,nan,152862720.0
1790111089.294,2.191356466627919,162054144.0
1790111093.398,2.4105005610013297,169525248.0
1790111097.549,2.1604166819284014,175685632.0
1790111101.706,5.786883520333538,178798592.0
1790111105.862,1.9199966674862519,178978816.0
1790111110.029,2.171644347647549,178995200.0
1790111114.173,1.9209482219693066,179077120.0
1790111118.338,2.1692789586744574,180371456.0
1790111122.482,2.1601775811266855,184156160.0
1790111126.653,2.1605951147852407,189399040.0
1790111130.819,2.1652957829983217,194510848.0
1790111134.974,2.1380958222984088,199147520.0
1790111139.178,2.1628137022817873,204668928.0
1790111143.346,5.991606074025399,208420864.0
1790111147.509,1.9273058805966858,208453632.0
1790111151.666,1.676436300237694,208453632.0
1790111155.845,2.1638156747929003,208535552.0
1790111160.004,1.9156574635717676,208584704.0
1790111164.175,2.155655040701279,208617472.0
1790111168.355,2.3982373946851867,208650240.0
1790111172.525,2.1642295288420583,208683008.0
1790111176.679,2.1661061380494444,209600512.0
1790111180.838,2.6525402812348964,216678400.0
1790111184.978,6.730062463119923,221347840.0
1790111189.146,2.3927320526584266,221609984.0
1790111193.322,2.1693159834347173,221642752.0
1790111197.466,2.1653277036369567,221642752.0
1790111201.630,2.167830998391107,221659136.0
1790111205.775,2.6519035918348597,221708288.0
1790111209.930,1.9277088056218483,221790208.0
1790111214.075,2.652839215981657,222461952.0
1790111218.226,2.40755354495462,224968704.0
1790111222.376,3.100794506073809,234668032.0
1790111226.563,5.79867549592576,241762304.0
1790111230.711,1.6743303634438773,237944832.0
1790111234.885,1.9252821801115774,238878720.0
1790111239.047,3.135603978953029,239796224.0
1790111243.189,2.165226479948869,240041984.0
1790111247.350,1.9294738487895993,240156672.0
1790111251.490,2.648459250213277,240910336.0
1790111255.641,2.4200319347208707,239353856.0
1790111259.774,1.6839450760995391,242352128.0
1790111263.938,1.4451431514861164,246497280.0
1790111268.082,1.9266476561422072,252149760.0
1790111272.234,1.2093977871988972,256163840.0
1790111276.369,1.202991853920468,259194880.0
1790111280.533,1.202779279788735,262225920.0
1790111284.690,3.113240734238082,269844480.0
