t,service,latency_ms,status
1790097334.632,java-user-service,3.980,200
1790097334.636,java-product-service,3.629,200
1790097334.639,java-order-service,3.414,200
1790097335.165,java-user-service,15.432,200
1790097335.175,java-product-service,10.023,200
1790097335.184,java-order-service,8.425,200
1790097335.702,java-user-service,12.281,200
1790097335.711,java-product-service,8.822,200
1790097335.717,java-order-service,6.171,200
1790097336.234,java-user-service,12.355,200
1790097336.242,java-product-service,8.780,200
1790097336.248,java-order-service,5.422,200
1790097336.754,java-user-service,3.292,200
1790097336.757,java-product-service,2.696,200
1790097336.760,java-order-service,3.275,200
1790097337.278,java-user-service,11.719,200
1790097337.286,java-product-service,7.562,200
1790097337.293,java-order-service,6.880,200
1790097337.813,java-user-service,9.650,200
1790097337.819,java-product-service,5.977,200
1790097337.827,java-order-service,8.024,200
1790097338.342,java-user-service,11.562,200
1790097338.352,java-product-service,10.022,200
1790097338.358,java-order-service,6.121,200
1790097338.879,java-user-service,10.779,200
1790097338.888,java-product-service,9.276,200
1790097338.894,java-order-service,6.279,200
1790097339.414,java-user-service,13.201,200
1790097339.422,java-product-service,8.475,200
1790097339.431,java-order-service,9.001,200
1790097339.951,java-user-service,11.527,200
1790097339.960,java-product-service,8.906,200
1790097339.966,java-order-service,6.325,200
1790097340.488,java-user-service,11.498,200
1790097340.497,java-product-service,8.447,200
1790097340.505,java-order-service,8.553,200
1790097341.018,java-user-service,9.497,200
1790097341.026,java-product-service,8.571,200
1790097341.033,java-order-service,6.426,200
1790097341.547,java-user-service,10.534,200
1790097341.555,java-product-service,7.083,200
1790097341.563,java-order-service,8.597,200
1790097342.079,java-user-service,9.640,200
1790097342.089,java-product-service,9.549,200
1790097342.094,java-order-service,5.072,200
1790097342.612,java-user-service,11.348,200
1790097342.619,java-product-service,6.263,200
1790097342.624,java-order-service,5.500,200
1790097343.148,java-user-service,13.524,200
1790097343.157,java-product-service,9.080,200
1790097343.165,java-order-service,8.083,200
1790097343.686,java-user-service,11.148,200
1790097343.694,java-product-service,7.250,200
1790097343.702,java-order-service,8.225,200
1790097344.221,java-user-service,8.859,200
1790097344.230,java-product-service,8.957,200
1790097344.237,java-order-service,7.151,200
1790097344.743,java-user-service,4.178,200
1790097344.750,java-product-service,6.313,200
1790097344.754,java-order-service,4.366,200
1790097345.260,java-user-service,5.069,200
1790097345.265,java-product-service,4.580,200
1790097345.270,java-order-service,4.459,200
1790097345.777,java-user-service,6.369,200
1790097345.782,java-product-service,4.832,200
1790097345.786,java-order-service,3.829,200
1790097346.300,java-user-service,6.972,200
1790097346.306,java-product-service,5.529,200
1790097346.311,java-order-service,5.649,200
1790097346.824,java-user-service,4.028,200
1790097346.827,java-product-service,3.241,200
1790097346.831,java-order-service,3.332,200
1790097347.342,java-user-service,5.053,200
1790097347.345,java-product-service,3.093,200
1790097347.349,java-order-service,3.412,200
1790097347.856,java-user-service,5.861,200
1790097347.861,java-product-service,4.434,200
1790097347.864,java-order-service,3.518,200
1790097348.378,java-user-service,12.186,200
1790097348.387,java-product-service,9.676,200
1790097348.394,java-order-service,6.158,200
1790097348.907,java-user-service,5.602,200
1790097348.909,java-product-service,2.537,200
1790097348.912,java-order-service,2.396,200
1790097349.423,java-user-service,6.607,200
1790097349.427,java-product-service,3.865,200
1790097349.442,java-order-service,14.998,200
1790097349.961,java-user-service,9.504,200
1790097349.968,java-product-service,6.283,200
1790097349.974,java-order-service,6.084,200
1790097350.487,java-user-service,3.280,200
1790097350.489,java-product-service,2.679,200
1790097350.492,java-order-service,2.819,200
1790097351.002,java-user-service,6.016,200
1790097351.006,java-product-service,4.193,200
1790097351.009,java-order-service,3.194,200
1790097351.514,java-user-service,3.314,200
1790097351.517,java-product-service,3.052,200
1790097351.519,java-order-service,2.331,200
1790097352.029,java-user-service,8.700,200
1790097352.037,java-product-service,7.104,200
1790097352.043,java-order-service,6.077,200
1790097352.563,java-user-service,10.405,200
1790097352.571,java-product-service,8.036,200
1790097352.577,java-order-service,5.942,200
1790097353.097,java-user-service,11.054,200
1790097353.105,java-product-service,7.535,200
1790097353.112,java-order-service,7.010,200
1790097353.621,java-user-service,5.267,200
1790097353.624,java-product-service,3.180,200
1790097353.627,java-order-service,2.808,200
1790097354.137,java-user-service,3.803,200
1790097354.140,java-product-service,2.531,200
1790097354.142,java-order-service,2.638,200
1790097354.653,java-user-service,3.941,200
1790097354.657,java-product-service,3.188,200
1790097354.659,java-order-service,2.322,200
1790097355.171,java-user-service,3.892,200
1790097355.173,java-product-service,2.537,200
1790097355.176,java-order-service,2.076,200
1790097355.689,java-user-service,5.445,200
1790097355.692,java-product-service,3.136,200
1790097355.695,java-order-service,2.813,200
1790097356.205,java-user-service,4.216,200
1790097356.209,java-product-service,3.843,200
1790097356.213,java-order-service,3.866,200
1790097356.727,java-user-service,9.184,200
1790097356.735,java-product-service,7.432,200
1790097356.740,java-order-service,5.053,200
1790097357.253,java-user-service,3.606,200
1790097357.255,java-product-service,2.354,200
1790097357.257,java-order-service,2.162,200
1790097357.771,java-user-service,4.578,200
1790097357.774,java-product-service,2.593,200
1790097357.776,java-order-service,2.252,200
1790097358.296,java-user-service,11.186,200
1790097358.306,java-product-service,9.526,200
1790097358.311,java-order-service,5.273,200
1790097358.822,java-user-service,4.322,200
1790097358.826,java-product-service,3.537,200
1790097358.830,java-order-service,3.506,200
1790097359.341,java-user-service,5.073,200
1790097359.344,java-product-service,3.512,200
1790097359.347,java-order-service,3.388,200
1790097359.857,java-user-service,3.635,200
1790097359.860,java-product-service,2.611,200
1790097359.862,java-order-service,2.476,200
1790097360.370,java-user-service,3.794,200
1790097360.372,java-product-service,2.420,200
1790097360.374,java-order-service,2.158,200
1790097360.894,java-user-service,9.351,200
1790097360.900,java-product-service,6.275,200
1790097360.905,java-order-service,4.266,200
1790097361.414,java-user-service,4.429,200
1790097361.417,java-product-service,3.648,200
1790097361.421,java-order-service,3.181,200
1790097361.936,java-user-service,4.977,200
1790097361.939,java-product-service,3.306,200
1790097361.942,java-order-service,3.366,200
1790097362.459,java-user-service,6.620,200
1790097362.465,java-product-service,5.821,200
1790097362.470,java-order-service,4.996,200
1790097362.976,java-user-service,4.213,200
1790097362.980,java-product-service,3.748,200
1790097362.984,java-order-service,3.388,200
1790097363.497,java-user-service,5.272,200
1790097363.501,java-product-service,4.264,200
1790097363.504,java-order-service,3.323,200
1790097364.018,java-user-service,5.835,200
1790097364.022,java-product-service,4.242,200
1790097364.026,java-order-service,3.856,200
1790097364.530,java-user-service,2.725,200
1790097364.532,java-product-service,2.259,200
1790097364.535,java-order-service,2.487,200
1790097365.041,java-user-service,4.798,200
1790097365.044,java-product-service,3.477,200
1790097365.047,java-order-service,3.160,200
1790097365.552,java-user-service,4.389,200
