t,service,latency_ms,status
1790102880.324,swift-user-service,2.995,200
1790102880.327,swift-product-service,2.508,200
1790102880.329,swift-order-service,1.965,200
1790102880.845,swift-user-service,5.881,200
1790102880.848,swift-product-service,3.357,200
1790102880.851,swift-order-service,2.956,200
1790102881.367,swift-user-service,5.368,200
1790102881.370,swift-product-service,2.952,200
1790102881.373,swift-order-service,2.895,200
1790102881.889,swift-user-service,5.567,200
1790102881.892,swift-product-service,3.459,200
1790102881.895,swift-order-service,3.193,200
1790102882.397,swift-user-service,1.347,200
1790102882.399,swift-product-service,1.221,200
1790102882.400,swift-order-service,1.151,200
1790102882.914,swift-user-service,6.002,200
1790102882.918,swift-product-service,3.663,200
1790102882.921,swift-order-service,2.990,200
1790102883.436,swift-user-service,5.412,200
1790102883.440,swift-product-service,3.193,200
1790102883.443,swift-order-service,3.050,200
1790102883.954,swift-user-service,5.406,200
1790102883.957,swift-product-service,3.340,200
1790102883.960,swift-order-service,2.808,200
1790102884.476,swift-user-service,5.580,200
1790102884.480,swift-product-service,3.414,200
1790102884.483,swift-order-service,3.063,200
1790102884.994,swift-user-service,5.252,200
1790102884.997,swift-product-service,3.013,200
1790102885.000,swift-order-service,2.786,200
1790102885.512,swift-user-service,4.857,200
1790102885.515,swift-product-service,2.966,200
1790102885.518,swift-order-service,2.646,200
1790102886.030,swift-user-service,4.997,200
1790102886.034,swift-product-service,3.114,200
1790102886.037,swift-order-service,3.258,200
1790102886.551,swift-user-service,4.017,200
1790102886.555,swift-product-service,3.492,200
1790102886.558,swift-order-service,3.180,200
1790102887.073,swift-user-service,5.782,200
1790102887.077,swift-product-service,3.440,200
1790102887.079,swift-order-service,2.948,200
1790102887.595,swift-user-service,5.574,200
1790102887.598,swift-product-service,3.116,200
1790102887.601,swift-order-service,2.952,200
1790102888.109,swift-user-service,5.355,200
1790102888.112,swift-product-service,3.071,200
1790102888.115,swift-order-service,3.079,200
1790102888.623,swift-user-service,5.763,200
1790102888.628,swift-product-service,4.450,200
1790102888.631,swift-order-service,3.768,200
1790102889.138,swift-user-service,5.953,200
1790102889.141,swift-product-service,3.065,200
1790102889.144,swift-order-service,2.971,200
1790102889.657,swift-user-service,5.909,200
1790102889.661,swift-product-service,4.548,200
1790102889.664,swift-order-service,3.047,200
1790102890.172,swift-user-service,5.256,200
1790102890.175,swift-product-service,2.839,200
1790102890.178,swift-order-service,2.965,200
1790102890.693,swift-user-service,5.145,200
1790102890.696,swift-product-service,3.238,200
1790102890.699,swift-order-service,3.066,200
