t,service,latency_ms
1790108607.562,swift-user-service,3.734
1790108607.565,swift-product-service,2.257
1790108607.567,swift-order-service,1.719
1790108612.584,swift-user-service,6.291
1790108612.589,swift-product-service,4.314
1790108612.593,swift-order-service,3.112
1790108617.609,swift-user-service,5.619
1790108617.614,swift-product-service,3.683
1790108617.618,swift-order-service,3.039
1790108622.634,swift-user-service,5.250
1790108622.639,swift-product-service,3.944
1790108622.643,swift-order-service,3.222
1790108627.659,swift-user-service,5.781
1790108627.664,swift-product-service,3.888
1790108627.669,swift-order-service,3.060
1790108632.677,swift-user-service,2.810
1790108632.681,swift-product-service,2.104
1790108632.684,swift-order-service,2.131
1790108637.687,swift-user-service,3.314
1790108637.690,swift-product-service,2.284
1790108637.693,swift-order-service,1.620
1790108642.706,swift-user-service,2.586
1790108642.708,swift-product-service,1.473
1790108642.710,swift-order-service,1.212
1790108647.715,swift-user-service,2.265
1790108647.718,swift-product-service,1.635
1790108647.720,swift-order-service,1.314
1790108652.726,swift-user-service,1.957
1790108652.728,swift-product-service,1.656
1790108652.731,swift-order-service,1.506
1790108657.744,swift-user-service,3.348
1790108657.747,swift-product-service,2.384
1790108657.750,swift-order-service,2.048
1790108662.761,swift-user-service,5.369
1790108662.765,swift-product-service,3.604
1790108662.769,swift-order-service,3.127
1790108667.783,swift-user-service,5.059
1790108667.788,swift-product-service,3.489
1790108667.791,swift-order-service,2.866
1790108672.800,swift-user-service,5.718
1790108672.805,swift-product-service,3.951
1790108672.809,swift-order-service,3.028
1790108677.822,swift-user-service,5.944
1790108677.827,swift-product-service,3.958
1790108677.831,swift-order-service,3.090
1790108682.844,swift-user-service,6.001
1790108682.848,swift-product-service,3.525
1790108682.852,swift-order-service,3.058
1790108687.866,swift-user-service,3.013
1790108687.869,swift-product-service,2.273
1790108687.872,swift-order-service,1.955
1790108692.945,swift-user-service,67.840
1790108692.948,swift-product-service,2.680
1790108692.951,swift-order-service,1.865
1790108697.963,swift-user-service,6.117
1790108697.969,swift-product-service,4.480
1790108697.973,swift-order-service,3.530
1790108702.988,swift-user-service,6.146
1790108702.993,swift-product-service,3.817
1790108702.997,swift-order-service,3.277
1790108708.006,swift-user-service,4.920
1790108708.012,swift-product-service,3.919
1790108708.016,swift-order-service,3.382
1790108713.021,swift-user-service,3.982
1790108713.025,swift-product-service,2.643
1790108713.029,swift-order-service,2.684
1790108718.045,swift-user-service,6.051
1790108718.050,swift-product-service,4.062
1790108718.055,swift-order-service,3.219
1790108723.070,swift-user-service,6.358
1790108723.075,swift-product-service,3.954
1790108723.079,swift-order-service,3.088
1790108728.087,swift-user-service,5.947
1790108728.093,swift-product-service,4.555
1790108728.097,swift-order-service,3.713
1790108733.109,swift-user-service,5.639
1790108733.114,swift-product-service,3.891
1790108733.119,swift-order-service,3.602
1790108738.133,swift-user-service,7.090
1790108738.139,swift-product-service,5.097
1790108738.143,swift-order-service,3.423
1790108743.152,swift-user-service,6.079
1790108743.157,swift-product-service,4.193
1790108743.162,swift-order-service,3.260
1790108748.178,swift-user-service,6.086
1790108748.184,swift-product-service,4.960
1790108748.189,swift-order-service,3.369
1790108753.203,swift-user-service,3.542
1790108753.206,swift-product-service,2.622
1790108753.210,swift-order-service,2.743
1790108758.223,swift-user-service,3.200
1790108758.228,swift-product-service,2.275
1790108758.231,swift-order-service,1.820
1790108763.258,swift-user-service,26.381
1790108763.266,swift-product-service,7.201
1790108763.269,swift-order-service,1.628
1790108768.275,swift-user-service,2.630
1790108768.278,swift-product-service,1.729
1790108768.280,swift-order-service,1.367
1790108773.292,swift-user-service,2.466
1790108773.295,swift-product-service,1.496
1790108773.297,swift-order-service,1.587
1790108778.304,swift-user-service,2.353
1790108778.307,swift-product-service,2.172
1790108778.309,swift-order-service,1.760
1790108783.325,swift-user-service,4.978
1790108783.330,swift-product-service,3.750
1790108783.334,swift-order-service,3.168
1790108788.349,swift-user-service,5.963
1790108788.354,swift-product-service,3.954
1790108788.358,swift-order-service,3.276
1790108793.375,swift-user-service,6.331
1790108793.380,swift-product-service,4.233
1790108793.384,swift-order-service,3.263
1790108798.394,swift-user-service,6.418
1790108798.399,swift-product-service,4.297
1790108798.403,swift-order-service,3.259
1790108803.411,swift-user-service,5.825
1790108803.416,swift-product-service,3.996
1790108803.420,swift-order-service,3.151
1790108808.430,swift-user-service,5.921
1790108808.435,swift-product-service,4.009
1790108808.440,swift-order-service,3.123
1790108813.448,swift-user-service,5.535
1790108813.453,swift-product-service,3.940
1790108813.458,swift-order-service,2.944
1790108818.468,swift-user-service,5.946
1790108818.473,swift-product-service,3.462
1790108818.478,swift-order-service,3.507
1790108823.483,swift-user-service,3.022
1790108823.487,swift-product-service,2.401
1790108823.490,swift-order-service,2.006
1790108828.497,swift-user-service,1.923
1790108828.499,swift-product-service,1.541
1790108828.502,swift-order-service,1.692
1790108833.514,swift-user-service,2.359
1790108833.517,swift-product-service,1.619
1790108833.519,swift-order-service,1.141
1790108838.530,swift-user-service,1.633
1790108838.532,swift-product-service,1.245
1790108838.534,swift-order-service,0.980
1790108843.548,swift-user-service,6.099
1790108843.553,swift-product-service,3.613
1790108843.557,swift-order-service,2.987
1790108848.574,swift-user-service,6.141
1790108848.579,swift-product-service,3.881
1790108848.583,swift-order-service,3.439
