t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790108199.053,swift-order-service,0.3,9613344.768,0.90,70
1790108199.053,swift-user-service,0.43,13977518.08,1.30,76
1790108199.053,swift-product-service,0.33,11460935.68,1.07,76
1790108199.053,research-postgres,3.02,88174755.84,8.21,13
1790108199.053,research-redis,0.93,7967080.448,1.48,8
1790108203.139,swift-order-service,0.11,9609150.464,0.89,70
1790108203.139,swift-user-service,113.13,14480834.56,1.35,77
1790108203.139,swift-product-service,0.05,11691622.4,1.09,76
1790108203.139,research-postgres,0.52,89841991.68,8.37,14
1790108203.139,research-redis,0.35,8093958.144,1.51,8
1790108207.239,swift-order-service,0.22,9609150.464,0.89,70
1790108207.239,swift-user-service,149.3,14774435.84,1.38,79
1790108207.239,swift-product-service,0.2,11418992.64,1.06,76
1790108207.239,research-postgres,2.22,89831505.92,8.37,14
1790108207.239,research-redis,0.72,8532262.912,1.59,8
1790108211.372,swift-order-service,1.7,8945401.856,0.83,70
1790108211.372,swift-user-service,148.73,17144217.6,1.60,81
1790108211.372,swift-product-service,1.84,11565793.28,1.08,76
1790108211.372,research-postgres,1.98,97182023.68,9.05,18
1790108211.372,research-redis,0.65,7978614.784,1.49,8
1790108215.489,swift-order-service,0.17,9154068.48,0.85,70
1790108215.489,swift-user-service,156.52,16504586.24,1.54,79
1790108215.489,swift-product-service,0.28,11775508.48,1.10,76
1790108215.489,research-postgres,2.72,99635691.52,9.28,19
1790108215.489,research-redis,0.84,7745830.912,1.44,8
1790108219.640,swift-order-service,0.18,9413066.752,0.88,70
1790108219.640,swift-user-service,148.92,16315842.56,1.52,79
1790108219.640,swift-product-service,0.3,12027166.72,1.12,76
1790108219.640,research-postgres,3.64,99363061.76,9.25,19
1790108219.640,research-redis,1.0,7795113.984,1.45,8
1790108223.787,swift-order-service,0.18,9129951.232,0.85,70
1790108223.787,swift-user-service,160.55,17647534.08,1.64,79
1790108223.787,swift-product-service,0.25,11398021.12,1.06,76
1790108223.787,research-postgres,4.39,110624768.0,10.30,26
