t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790105104.710,swift-order-service,0.16,10047455.232,0.94,70
1790105104.710,swift-product-service,0.34,11251220.48,1.05,76
1790105104.710,swift-user-service,0.36,25501368.32,2.38,76
1790105104.710,research-postgres,0.0,88227184.64,8.22,13
1790105104.710,research-redis,0.87,40149975.04,7.48,8
1790105108.822,swift-order-service,0.17,10039066.624,0.93,71
1790105108.822,swift-product-service,0.95,11502878.72,1.07,76
1790105108.822,swift-user-service,1.54,25480396.8,2.37,76
1790105108.822,research-postgres,0.15,89768591.36,8.36,14
1790105108.822,research-redis,0.84,40034631.68,7.46,8
1790105112.989,swift-order-service,1.02,10019143.68,0.93,70
1790105112.989,swift-product-service,1.02,11492392.96,1.07,76
1790105112.989,swift-user-service,14.86,25333596.16,2.36,76
1790105112.989,research-postgres,0.4,89747619.84,8.36,14
1790105112.989,research-redis,0.76,40296775.68,7.51,8
1790105117.156,swift-order-service,2.12,10292822.016,0.96,70
1790105117.156,swift-product-service,0.83,11492392.96,1.07,76
1790105117.156,swift-user-service,8.31,25427968.0,2.37,76
1790105117.156,research-postgres,0.27,89852477.44,8.37,14
1790105117.156,research-redis,0.73,40496005.12,7.54,8
1790105121.318,swift-order-service,0.63,10105126.912,0.94,70
1790105121.318,swift-product-service,0.58,11702108.16,1.09,76
1790105121.318,swift-user-service,7.89,25637683.2,2.39,76
1790105121.318,research-postgres,2.88,89957335.04,8.38,14
1790105121.318,research-redis,0.88,39887831.04,7.43,8
1790105125.472,swift-order-service,0.24,10084155.392,0.94,70
1790105125.472,swift-product-service,1.52,11702108.16,1.09,76
1790105125.472,swift-user-service,18.19,25312624.64,2.36,76
1790105125.472,research-postgres,1.23,89695191.04,8.35,14
1790105125.472,research-redis,0.85,40055603.2,7.46,8
1790105129.603,swift-order-service,1.08,10023337.984,0.93,70
1790105129.603,swift-product-service,1.09,11953766.4,1.11,76
1790105129.603,swift-user-service,40.12,25805455.36,2.40,76
1790105129.603,research-postgres,0.62,90324336.64,8.41,14
1790105129.603,research-redis,1.06,40024145.92,7.46,8
1790105133.770,swift-order-service,1.1,9527361.536,0.89,70
1790105133.770,swift-product-service,1.78,11513364.48,1.07,76
1790105133.770,swift-user-service,16.35,25857884.16,2.41,76
1790105133.770,research-postgres,0.48,89957335.04,8.38,14
1790105133.770,research-redis,0.6,40097546.24,7.47,8
1790105137.927,swift-order-service,1.58,10281287.68,0.96,70
1790105137.927,swift-product-service,1.21,11502878.72,1.07,76
1790105137.927,swift-user-service,32.64,25763512.32,2.40,76
1790105137.927,research-postgres,0.55,89726648.32,8.36,14
1790105137.927,research-redis,0.65,40055603.2,7.46,8
1790105142.076,swift-order-service,0.69,10161750.016,0.95,70
1790105142.076,swift-product-service,0.84,11995709.44,1.12,76
1790105142.076,swift-user-service,46.27,26172456.96,2.44,76
1790105142.076,research-postgres,0.41,90544537.6,8.43,14
1790105142.076,research-redis,1.96,40118517.76,7.47,8
1790105146.222,swift-order-service,1.74,10330570.752,0.96,70
