t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790111085.199,swift-order-service,0.29,9367977.984,0.87,70
1790111085.199,swift-user-service,9.25,13872660.48,1.29,76
1790111085.199,swift-product-service,0.34,11974737.92,1.12,77
1790111085.199,research-postgres,0.16,88457871.36,8.24,13
1790111085.199,research-redis,0.76,7987003.392,1.49,8
1790111089.294,swift-order-service,0.05,9293529.088,0.87,70
1790111089.294,swift-user-service,109.79,13725859.84,1.28,76
1790111089.294,swift-product-service,0.15,11911823.36,1.11,77
1790111089.294,research-postgres,0.58,88248156.16,8.22,13
1790111089.294,research-redis,0.34,8429502.464,1.57,8
1790111093.398,swift-order-service,0.28,9289334.784,0.87,70
1790111093.398,swift-user-service,152.75,14501806.08,1.35,78
1790111093.398,swift-product-service,0.26,11911823.36,1.11,77
1790111093.398,research-postgres,2.8,91918172.16,8.56,15
1790111093.398,research-redis,0.99,8158969.856,1.52,8
1790111097.549,swift-order-service,1.21,9154068.48,0.85,70
1790111097.549,swift-user-service,149.21,17353932.8,1.62,81
1790111097.549,swift-product-service,0.23,11911823.36,1.11,77
1790111097.549,research-postgres,2.33,99195289.6,9.24,19
1790111097.549,research-redis,0.67,8216641.536,1.53,8
1790111101.706,swift-order-service,0.23,9154068.48,0.85,70
1790111101.706,swift-user-service,147.93,16011755.52,1.49,78
1790111101.706,swift-product-service,0.13,12037652.48,1.12,77
1790111101.706,research-postgres,1.73,99038003.2,9.22,19
1790111101.706,research-redis,0.73,7565475.84,1.41,8
1790111105.862,swift-order-service,0.05,8466202.624,0.79,70
1790111105.862,swift-user-service,155.8,16682844.16,1.55,79
1790111105.862,swift-product-service,0.07,10978590.72,1.02,77
1790111105.862,research-postgres,1.63,104742256.64,9.75,22
1790111105.862,research-redis,0.78,6446645.248,1.20,8
1790111110.029,swift-order-service,0.19,8691646.464,0.81,70
1790111110.029,swift-user-service,146.8,17165189.12,1.60,78
1790111110.029,swift-product-service,0.23,11985223.68,1.12,77
1790111110.029,research-postgres,1.91,104605941.76,9.74,22
1790111110.029,research-redis,0.8,8179941.376,1.52,8
1790111114.173,swift-order-service,0.13,9539944.448,0.89,70
1790111114.173,swift-user-service,142.51,17825792.0,1.66,78
1790111114.173,swift-product-service,0.28,11261706.24,1.05,77
1790111114.173,research-postgres,2.26,105067315.2,9.78,22
1790111114.173,research-redis,0.87,8007974.912,1.49,8
1790111118.338,swift-order-service,0.09,9518972.928,0.89,70
1790111118.338,swift-user-service,148.14,17899192.32,1.67,79
1790111118.338,swift-product-service,0.15,11261706.24,1.05,77
1790111118.338,research-postgres,2.55,106849894.4,9.95,23
1790111118.338,research-redis,1.7,7774142.464,1.45,8
1790111122.482,swift-order-service,0.08,9490661.376,0.88,71
1790111122.482,swift-user-service,151.38,18171822.08,1.69,79
1790111122.482,swift-product-service,0.13,11513364.48,1.07,77
