t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790105747.004,swift-order-service,0.28,9449766.912,0.88,70
1790105747.004,swift-product-service,0.3,11230248.96,1.05,75
1790105747.004,swift-user-service,0.4,14218690.56,1.32,76
1790105747.004,research-postgres,0.14,88048926.72,8.20,13
1790105747.004,research-redis,0.81,40768634.88,7.59,8
1790105751.110,swift-order-service,0.3,9048162.304,0.84,70
1790105751.110,swift-product-service,0.75,11198791.68,1.04,75
1790105751.110,swift-user-service,7.34,14197719.04,1.32,76
1790105751.110,research-postgres,0.06,87891640.32,8.19,13
1790105751.110,research-redis,0.76,40454062.08,7.53,8
1790105755.282,swift-order-service,0.3,9048162.304,0.84,70
1790105755.282,swift-product-service,0.82,11460935.68,1.07,75
1790105755.282,swift-user-service,11.31,14197719.04,1.32,76
1790105755.282,research-postgres,0.1,88080384.0,8.20,13
1790105755.282,research-redis,0.81,40464547.84,7.54,8
1790105759.441,swift-order-service,1.33,9342812.16,0.87,70
1790105759.441,swift-product-service,0.85,10989076.48,1.02,75
1790105759.441,swift-user-service,15.27,14260633.6,1.33,76
1790105759.441,research-postgres,1.8,88153784.32,8.21,13
1790105759.441,research-redis,0.66,40632320.0,7.57,8
1790105763.538,swift-order-service,0.17,9211740.16,0.86,70
1790105763.538,swift-product-service,1.45,11817451.52,1.10,75
1790105763.538,swift-user-service,23.59,14166261.76,1.32,76
1790105763.538,research-postgres,0.2,87902126.08,8.19,13
1790105763.538,research-redis,2.39,40265318.4,7.50,8
1790105767.643,swift-order-service,0.26,9207545.856,0.86,70
1790105767.643,swift-product-service,1.23,11765022.72,1.10,75
1790105767.643,swift-user-service,27.97,14145290.24,1.32,76
1790105767.643,research-postgres,0.21,88038440.96,8.20,13
1790105767.643,research-redis,0.75,40485519.36,7.54,8
1790105771.772,swift-order-service,0.19,8925478.912,0.83,70
1790105771.772,swift-product-service,2.27,12205424.64,1.14,75
1790105771.772,swift-user-service,27.4,14113832.96,1.31,76
1790105771.772,research-postgres,0.25,88090869.76,8.20,13
1790105771.772,research-redis,0.59,40422604.8,7.53,8
1790105775.879,swift-order-service,0.22,9580838.912,0.89,70
1790105775.879,swift-product-service,3.16,12257853.44,1.14,75
1790105775.879,swift-user-service,32.62,14250147.84,1.33,76
1790105775.879,research-postgres,0.22,87430266.88,8.14,13
1790105775.879,research-redis,0.57,40422604.8,7.53,8
1790105779.922,swift-order-service,0.13,9539944.448,0.89,70
1790105779.922,swift-product-service,2.84,12310282.24,1.15,75
1790105779.922,swift-user-service,34.9,14344519.68,1.34,76
1790105779.922,research-postgres,0.78,88258641.92,8.22,13
1790105779.922,research-redis,0.71,40370176.0,7.52,8
1790105784.035,swift-order-service,0.18,9506390.016,0.89,70
1790105784.035,swift-product-service,2.1,12236881.92,1.14,75
1790105784.035,swift-user-service,38.77,14313062.4,1.33,76
1790105784.035,research-postgres,0.45,87535124.48,8.15,13
1790105784.035,research-redis,0.64,39793459.2,7.41,8
1790105788.162,swift-order-service,0.14,9486467.072,0.88,70
1790105788.162,swift-product-service,2.51,12194938.88,1.14,75
1790105788.162,swift-user-service,34.52,14229176.32,1.32,76
1790105788.162,research-postgres,0.26,87734353.92,8.17,13
1790105788.162,research-redis,0.62,40391147.52,7.52,8
1790105791.276,swift-order-service,0.15,9310306.304,0.87,70
1790105791.276,swift-product-service,3.06,12446597.12,1.16,77
1790105791.276,swift-user-service,36.33,14564720.64,1.36,76
1790105791.276,research-postgres,0.3,87912611.84,8.19,13
1790105791.276,research-redis,0.67,40202403.84,7.49,8
1790105795.381,swift-order-service,0.25,9306112.0,0.87,70
1790105795.381,swift-product-service,3.56,12310282.24,1.15,78
1790105795.381,swift-user-service,38.53,14428405.76,1.34,77
1790105795.381,research-postgres,0.42,89883934.72,8.37,14
1790105795.381,research-redis,0.78,40149975.04,7.48,8
1790105799.531,swift-order-service,0.14,9301917.696,0.87,70
1790105799.531,swift-product-service,2.64,12530483.2,1.17,78
1790105799.531,swift-user-service,38.0,14627635.2,1.36,76
1790105799.531,research-postgres,0.38,89632276.48,8.35,14
1790105799.531,research-redis,0.72,40370176.0,7.52,8
1790105803.685,swift-order-service,0.18,9297723.392,0.87,70
1790105803.685,swift-product-service,3.33,12666798.08,1.18,78
1790105803.685,swift-user-service,37.55,14575206.4,1.36,76
1790105803.685,research-postgres,0.42,89841991.68,8.37,14
1790105803.685,research-redis,0.78,39877345.28,7.43,8
1790105807.855,swift-order-service,0.22,9232711.68,0.86,70
1790105807.855,swift-product-service,1.91,13086228.48,1.22,78
1790105807.855,swift-user-service,38.7,14323548.16,1.33,77
1790105807.855,research-postgres,0.32,91519713.28,8.52,15
1790105807.855,research-redis,0.7,40317747.2,7.51,8
1790105812.031,swift-order-service,0.22,9490661.376,0.88,70
1790105812.031,swift-product-service,3.43,13254000.64,1.23,80
1790105812.031,swift-user-service,39.67,14271119.36,1.33,76
