t,k6_cpu_percent_of_one_core,k6_rss_bytes
1790108607.559,nan,45268992.0
1790108611.670,0.7208246158372628,47087616.0
1790108615.832,1.4406465059469593,49348608.0
1790108619.990,0.9731472360874562,49512448.0
1790108624.099,1.461477238259101,49774592.0
1790108628.208,1.4579661525396892,49922048.0
1790108632.325,1.9487284382513836,50151424.0
1790108636.433,2.1929397292015076,46432256.0
1790108640.534,2.1838982587528792,46891008.0
1790108644.651,1.9278818083590432,47251456.0
1790108648.804,1.6986902322266042,47300608.0
1790108652.928,2.177281524256535,47497216.0
1790108657.062,2.1686751473226065,47808512.0
1790108661.212,1.6777152726166848,47988736.0
1790108665.384,1.4378379008402562,48054272.0
1790108669.557,1.9148431359971914,49496064.0
1790108673.735,1.4334605035750196,49758208.0
1790108677.921,2.1611284869115117,50053120.0
1790108682.085,1.6794441338719368,50298880.0
1790108686.253,1.926349345736271,50364416.0
1790108690.399,2.414991021018632,50380800.0
1790108694.547,1.688639960006556,50675712.0
1790108698.683,2.186602633846715,50823168.0
1790108702.808,1.6836912958585977,50839552.0
1790108706.958,2.174480764129488,50921472.0
1790108711.098,1.9300841566600238,50970624.0
1790108715.250,1.6912538536197383,51003392.0
1790108719.385,1.931940646646538,51068928.0
1790108723.530,1.6818978002923448,51068928.0
1790108727.689,2.1669291656790857,51396608.0
1790108731.845,1.9207115917579238,51707904.0
1790108736.010,2.399275350090626,51773440.0
1790108740.178,2.3945592523396524,51838976.0
1790108744.354,1.8878104920869103,51838976.0
1790108747.533,2.394128702204022,52084736.0
1790108751.704,1.9339563058532545,52363264.0
1790108755.846,2.168241159224772,52576256.0
1790108759.988,1.705980137387742,51970048.0
1790108764.100,2.158344298375386,51970048.0
1790108768.270,2.1698621519453383,52543488.0
1790108772.408,2.174159898083487,52690944.0
1790108776.557,1.6828548843761608,52756480.0
1790108780.717,2.4064770736559855,52756480.0
1790108784.872,1.6790803117883057,52772864.0
1790108789.041,2.4036236269277937,52772864.0
1790108793.202,1.6764712398501482,52822016.0
1790108797.377,2.1552746074513984,52854784.0
1790108801.553,1.9171728458137292,52887552.0
1790108805.726,1.9241514251089886,52887552.0
1790108809.883,1.6787777910559691,52920320.0
1790108814.053,2.1671348025946746,52936704.0
1790108818.206,1.9326947739175406,52969472.0
1790108822.345,1.741343962145464,52969472.0
1790108827.514,1.4485679102837246,52985856.0
1790108831.656,1.686789103504786,53002240.0
1790108835.806,1.2003102150614735,53018624.0
1790108839.971,0.9624564771850219,53018624.0
1790108844.127,1.2002376034943856,53018624.0
1790108848.293,0.0,0.0
