t,service,metric,labels,value
1790108199.053,swift-user-service,process_resident_memory_bytes,"{language=""swift"",service=""user-service""}",48742400.0
1790108199.053,swift-product-service,process_resident_memory_bytes,"{language=""swift"",service=""product-service""}",45125632.0
1790108199.053,swift-order-service,process_resident_memory_bytes,"{language=""swift"",service=""order-service""}",42291200.0
1790108204.076,swift-user-service,process_resident_memory_bytes,"{language=""swift"",service=""user-service""}",48906240.0
1790108204.076,swift-product-service,process_resident_memory_bytes,"{language=""swift"",service=""product-service""}",45195264.0
1790108204.076,swift-order-service,process_resident_memory_bytes,"{language=""swift"",service=""order-service""}",42299392.0
1790108209.093,swift-user-service,process_resident_memory_bytes,"{language=""swift"",service=""user-service""}",49348608.0
1790108209.093,swift-product-service,process_resident_memory_bytes,"{language=""swift"",service=""product-service""}",45281280.0
1790108209.093,swift-order-service,process_resident_memory_bytes,"{language=""swift"",service=""order-service""}",42303488.0
1790108214.190,swift-user-service,process_resident_memory_bytes,"{language=""swift"",service=""user-service""}",50020352.0
1790108214.190,swift-product-service,process_resident_memory_bytes,"{language=""swift"",service=""product-service""}",45285376.0
1790108214.190,swift-order-service,process_resident_memory_bytes,"{language=""swift"",service=""order-service""}",42311680.0
1790108219.394,swift-user-service,process_resident_memory_bytes,"{language=""swift"",service=""user-service""}",50614272.0
1790108219.394,swift-product-service,process_resident_memory_bytes,"{language=""swift"",service=""product-service""}",45285376.0
1790108219.394,swift-order-service,process_resident_memory_bytes,"{language=""swift"",service=""order-service""}",42315776.0
1790108224.490,swift-user-service,process_resident_memory_bytes,"{language=""swift"",service=""user-service""}",51322880.0
1790108224.490,swift-product-service,process_resident_memory_bytes,"{language=""swift"",service=""product-service""}",45355008.0
1790108224.490,swift-order-service,process_resident_memory_bytes,"{language=""swift"",service=""order-service""}",42319872.0
1790108229.698,swift-user-service,process_resident_memory_bytes,"{language=""swift"",service=""user-service""}",52117504.0
1790108229.698,swift-product-service,process_resident_memory_bytes,"{language=""swift"",service=""product-service""}",45355008.0
1790108229.698,swift-order-service,process_resident_memory_bytes,"{language=""swift"",service=""order-service""}",42319872.0
1790108235.196,swift-user-service,process_resident_memory_bytes,"{language=""swift"",service=""user-service""}",52785152.0
1790108235.196,swift-product-service,process_resident_memory_bytes,"{language=""swift"",service=""product-service""}",45359104.0
1790108235.196,swift-order-service,process_resident_memory_bytes,"{language=""swift"",service=""order-service""}",42323968.0
1790108240.894,swift-user-service,process_resident_memory_bytes,"{language=""swift"",service=""user-service""}",53899264.0
1790108240.894,swift-product-service,process_resident_memory_bytes,"{language=""swift"",service=""product-service""}",45359104.0
1790108240.894,swift-order-service,process_resident_memory_bytes,"{language=""swift"",service=""order-service""}",42332160.0
1790108246.793,swift-user-service,process_resident_memory_bytes,"{language=""swift"",service=""user-service""}",54280192.0
1790108246.793,swift-product-service,process_resident_memory_bytes,"{language=""swift"",service=""product-service""}",45367296.0
1790108246.793,swift-order-service,process_resident_memory_bytes,"{language=""swift"",service=""order-service""}",42332160.0
1790108253.500,swift-user-service,process_resident_memory_bytes,"{language=""swift"",service=""user-service""}",55574528.0
1790108253.500,swift-product-service,process_resident_memory_bytes,"{language=""swift"",service=""product-service""}",45432832.0
