t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790102702.923,swift-order-service,0.15,9703522.304,0.90,70
1790102702.923,swift-user-service,8.92,13998489.6,1.30,76
1790102702.923,swift-product-service,0.44,11219763.2,1.04,76
1790102702.923,research-postgres,0.2,87356866.56,8.14,13
1790102702.923,research-redis,0.9,40380661.76,7.52,8
1790102707.034,swift-order-service,0.48,9699328.0,0.90,70
1790102707.034,swift-user-service,3.45,14134804.48,1.32,76
1790102707.034,swift-product-service,2.13,11460935.68,1.07,76
1790102707.034,research-postgres,0.08,87010836.48,8.10,13
1790102707.034,research-redis,1.19,40527462.4,7.55,8
1790102711.202,swift-order-service,0.31,9699328.0,0.90,70
1790102711.202,swift-user-service,5.71,14113832.96,1.31,76
1790102711.202,swift-product-service,4.89,11439964.16,1.07,76
1790102711.202,research-postgres,0.0,87010836.48,8.10,13
1790102711.202,research-redis,1.36,39950745.6,7.44,8
1790102715.363,swift-order-service,1.98,9678356.48,0.90,70
1790102715.363,swift-user-service,6.57,14334033.92,1.34,76
1790102715.363,swift-product-service,6.42,11744051.2,1.09,76
1790102715.363,research-postgres,0.0,87042293.76,8.11,13
1790102715.363,research-redis,1.2,40359690.24,7.52,8
1790102719.533,swift-order-service,0.27,9514778.624,0.89,70
1790102719.533,swift-user-service,8.8,14627635.2,1.36,76
1790102719.533,swift-product-service,7.93,11702108.16,1.09,76
1790102719.533,research-postgres,0.1,87021322.24,8.10,13
1790102719.533,research-redis,1.34,40569405.44,7.56,8
1790102723.680,swift-order-service,0.31,9514778.624,0.89,70
1790102723.680,swift-user-service,10.46,14176747.52,1.32,76
1790102723.680,swift-product-service,8.77,12320768.0,1.15,76
1790102723.680,research-postgres,2.53,87451238.4,8.14,13
1790102723.680,research-redis,3.28,40265318.4,7.50,8
1790102727.818,swift-order-service,0.24,9510584.32,0.89,70
1790102727.818,swift-user-service,12.62,14155776.0,1.32,76
1790102727.818,swift-product-service,10.71,12194938.88,1.14,76
1790102727.818,research-postgres,0.0,87126179.84,8.11,13
1790102727.818,research-redis,1.2,39824916.48,7.42,8
1790102731.980,swift-order-service,0.33,9469689.856,0.88,70
1790102731.980,swift-user-service,13.82,14386462.72,1.34,76
1790102731.980,swift-product-service,11.56,11890851.84,1.11,76
1790102731.980,research-postgres,0.0,87126179.84,8.11,13
1790102731.980,research-redis,1.47,40286289.92,7.50,8
1790102736.137,swift-order-service,0.41,9392095.232,0.87,70
1790102736.137,swift-user-service,30.92,14732492.8,1.37,78
1790102736.137,swift-product-service,25.17,12719226.88,1.18,78
1790102736.137,research-postgres,0.0,86853550.08,8.09,13
1790102736.137,research-redis,1.69,39845888.0,7.42,8
1790102740.284,swift-order-service,0.15,9392095.232,0.87,70
1790102740.284,swift-user-service,46.85,15948840.96,1.49,78
1790102740.284,swift-product-service,37.23,13872660.48,1.29,78
1790102740.284,research-postgres,0.0,86968893.44,8.10,13
1790102740.284,research-redis,2.61,40055603.2,7.46,8
1790102744.403,swift-order-service,0.13,9387900.928,0.87,70
1790102744.403,swift-user-service,63.47,17249075.2,1.61,78
1790102744.403,swift-product-service,49.81,15351152.64,1.43,78
1790102744.403,research-postgres,0.0,86968893.44,8.10,13
1790102744.403,research-redis,4.92,40087060.48,7.47,8
1790102748.528,swift-order-service,0.13,9478078.464,0.88,70
1790102748.528,swift-user-service,82.6,18580766.72,1.73,78
1790102748.528,swift-product-service,63.72,16420700.16,1.53,78
1790102748.528,research-postgres,0.0,86937436.16,8.10,13
1790102748.528,research-redis,4.14,39751516.16,7.41,8
1790102752.668,swift-order-service,0.25,9473884.16,0.88,70
1790102752.668,swift-user-service,90.38,18979225.6,1.77,78
1790102752.668,swift-product-service,71.54,16850616.32,1.57,78
1790102752.668,research-postgres,0.35,86822092.8,8.09,13
1790102752.668,research-redis,4.08,39824916.48,7.42,8
1790102756.781,swift-order-service,0.21,9138339.84,0.85,70
1790102756.781,swift-user-service,85.47,20279459.84,1.89,79
1790102756.781,swift-product-service,63.24,16861102.08,1.57,78
1790102756.781,research-postgres,0.28,87010836.48,8.10,14
1790102756.781,research-redis,4.13,40516976.64,7.55,8
1790102760.934,swift-order-service,0.44,9678356.48,0.90,70
1790102760.934,swift-user-service,78.81,20017315.84,1.86,78
1790102760.934,swift-product-service,63.32,17123246.08,1.59,78
1790102760.934,research-postgres,0.0,91309998.08,8.50,16
1790102760.934,research-redis,4.54,39961231.36,7.44,8
1790102765.079,swift-order-service,0.16,9482272.768,0.88,70
1790102765.079,swift-user-service,90.36,20122173.44,1.87,78
1790102765.079,swift-product-service,58.21,17553162.24,1.63,79
1790102765.079,research-postgres,1.49,105486745.6,9.82,25
1790102765.079,research-redis,4.17,40422604.8,7.53,8
1790102769.231,swift-order-service,0.19,9478078.464,0.88,70
1790102769.231,swift-user-service,89.46,20352860.16,1.90,79
1790102769.231,swift-product-service,68.04,17291018.24,1.61,78
