t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790099016.333,java-order-service,2.04,266338304.0,24.81,35
1790099016.333,java-user-service,25.82,402862899.2,37.52,39
1790099016.333,java-product-service,3.72,343932928.0,32.04,38
1790099016.333,research-postgres,0.28,131176857.6,12.22,40
1790099016.333,research-redis,0.82,39919288.32,7.44,8
1790099020.446,java-order-service,3.97,266338304.0,24.81,35
1790099020.446,java-user-service,12.5,403177472.0,37.55,39
1790099020.446,java-product-service,8.11,344771788.8,32.11,38
1790099020.446,research-postgres,0.18,131281715.2,12.23,40
1790099020.446,research-redis,0.66,40160460.8,7.48,8
1790099024.621,java-order-service,3.27,266128588.8,24.79,35
1790099024.621,java-user-service,17.43,403387187.2,37.57,39
1790099024.621,java-product-service,6.11,345400934.4,32.17,38
1790099024.621,research-postgres,2.46,131386572.8,12.23,40
1790099024.621,research-redis,0.64,40118517.76,7.47,8
1790099028.787,java-order-service,1.41,266233446.4,24.79,35
1790099028.787,java-user-service,18.62,403701760.0,37.60,39
1790099028.787,java-product-service,2.36,345086361.6,32.14,38
1790099028.787,research-postgres,0.17,130862284.8,12.18,40
1790099028.787,research-redis,0.77,40097546.24,7.47,8
1790099032.897,java-order-service,1.29,267072307.2,24.87,35
1790099032.897,java-user-service,33.17,404016332.8,37.63,39
1790099032.897,java-product-service,2.79,346239795.2,32.25,38
1790099032.897,research-postgres,0.31,131072000.0,12.21,40
1790099032.897,research-redis,0.57,40275804.16,7.50,8
1790099037.026,java-order-service,7.67,264660582.4,24.65,35
1790099037.026,java-user-service,34.55,404855193.6,37.71,40
1790099037.026,java-product-service,3.73,346030080.0,32.23,38
1790099037.026,research-postgres,0.26,131072000.0,12.21,40
1790099037.026,research-redis,0.73,39625687.04,7.38,8
1790099041.134,java-order-service,2.67,264660582.4,24.64,35
1790099041.134,java-user-service,35.6,405169766.4,37.73,40
1790099041.134,java-product-service,6.06,346239795.2,32.24,38
1790099041.134,research-postgres,0.23,130967142.4,12.19,40
1790099041.134,research-redis,0.65,39583744.0,7.37,8
1790099045.232,java-order-service,1.89,268120883.2,24.97,35
1790099045.232,java-user-service,38.83,406428057.6,37.85,40
1790099045.232,java-product-service,3.88,346449510.4,32.26,38
1790099045.232,research-postgres,2.77,130862284.8,12.19,40
1790099045.232,research-redis,2.24,39709573.12,7.40,8
1790099049.340,java-order-service,1.09,268120883.2,24.97,35
1790099049.340,java-user-service,39.77,406532915.2,37.86,40
1790099049.340,java-product-service,2.98,348441804.8,32.45,39
1790099049.340,research-postgres,0.32,132435148.8,12.33,41
1790099049.340,research-redis,0.76,39699087.36,7.40,8
1790099053.460,java-order-service,1.69,268750028.8,25.02,35
1790099053.460,java-user-service,50.61,407371776.0,37.94,40
1790099053.460,java-product-service,6.45,345296076.8,32.16,39
1790099053.460,research-postgres,0.67,133274009.6,12.41,41
1790099053.460,research-redis,0.69,39594229.76,7.38,8
1790099057.574,java-order-service,1.79,269169459.2,25.07,35
1790099057.574,java-user-service,17.18,407896064.0,37.99,40
1790099057.574,java-product-service,6.08,346030080.0,32.23,38
1790099057.574,research-postgres,0.23,132540006.4,12.35,41
1790099057.574,research-redis,0.6,40097546.24,7.47,8
1790099061.678,java-order-service,3.73,269064601.6,25.06,35
1790099061.678,java-user-service,53.03,407057203.2,37.91,40
1790099061.678,java-product-service,3.84,346973798.4,32.31,38
1790099061.678,research-postgres,0.39,132749721.6,12.36,41
1790099061.678,research-redis,0.73,40076574.72,7.47,8
1790099065.792,java-order-service,3.51,269274316.8,25.08,35
1790099065.792,java-user-service,43.97,407266918.4,37.93,40
1790099065.792,java-product-service,18.29,353894400.0,32.96,38
1790099065.792,research-postgres,1.32,133274009.6,12.41,41
1790099065.792,research-redis,0.78,39824916.48,7.42,8
1790099069.910,java-order-service,5.34,269588889.6,25.11,35
1790099069.910,java-user-service,30.42,407896064.0,37.99,40
1790099069.910,java-product-service,6.61,355676979.2,33.13,38
1790099069.910,research-postgres,0.51,133274009.6,12.41,41
1790099069.910,research-redis,0.66,39803944.96,7.42,8
1790099074.049,java-order-service,1.64,270218035.2,25.16,35
1790099074.049,java-user-service,20.64,408105779.2,38.01,40
1790099074.049,java-product-service,12.45,350224384.0,32.62,38
1790099074.049,research-postgres,2.76,132959436.8,12.39,41
1790099074.049,research-redis,2.58,40066088.96,7.46,8
1790099078.185,java-order-service,1.93,270637465.6,25.21,35
1790099078.185,java-user-service,42.12,409783500.8,38.17,40
1790099078.185,java-product-service,5.03,349909811.2,32.59,38
1790099078.185,research-postgres,0.92,133064294.4,12.39,41
1790099078.185,research-redis,0.6,39992688.64,7.45,8
1790099082.330,java-order-service,3.11,271056896.0,25.24,36
1790099082.330,java-user-service,14.05,409888358.4,38.18,40
1790099082.330,java-product-service,4.85,350329241.6,32.63,39
1790099082.330,research-postgres,0.17,135056588.8,12.58,42
1790099082.330,research-redis,0.82,39940259.84,7.44,8
1790099086.494,java-order-service,0.39,271056896.0,25.24,36
1790099086.494,java-user-service,24.05,409888358.4,38.17,40
1790099086.494,java-product-service,8.37,350434099.2,32.64,38
1790099086.494,research-postgres,0.71,137887744.0,12.84,44
1790099086.494,research-redis,0.65,39741030.4,7.40,8
1790099090.625,java-order-service,2.98,270322892.8,25.18,36
1790099090.625,java-user-service,33.41,411041792.0,38.28,40
1790099090.625,java-product-service,10.99,350538956.8,32.65,38
1790099090.625,research-postgres,0.39,138516889.6,12.90,45
1790099090.625,research-redis,0.62,39730544.64,7.40,8
1790099094.786,java-order-service,1.17,271266611.2,25.26,36
1790099094.786,java-user-service,41.96,411985510.4,38.37,40
1790099094.786,java-product-service,7.85,350643814.4,32.65,38
1790099094.786,research-postgres,1.47,138621747.2,12.91,44
1790099094.786,research-redis,1.06,40254832.64,7.50,8
1790099098.927,java-order-service,1.36,274097766.4,25.53,36
1790099098.927,java-user-service,9.79,412300083.2,38.40,40
1790099098.927,java-product-service,8.9,350748672.0,32.67,38
1790099098.927,research-postgres,0.56,138516889.6,12.90,44
1790099098.927,research-redis,0.75,40160460.8,7.48,8
1790099103.081,java-order-service,2.05,276194918.4,25.72,36
1790099103.081,java-user-service,17.32,409783500.8,38.16,40
1790099103.081,java-product-service,9.06,351063244.8,32.70,38
1790099103.081,research-postgres,0.18,138097459.2,12.86,44
1790099103.081,research-redis,0.59,40129003.52,7.47,8
1790099107.276,java-order-service,1.19,278396928.0,25.93,36
1790099107.276,java-user-service,50.43,409993216.0,38.18,40
1790099107.276,java-product-service,4.48,350748672.0,32.66,38
1790099107.276,research-postgres,0.21,138726604.8,12.92,44
1790099107.276,research-redis,0.71,39803944.96,7.41,8
1790099111.391,java-order-service,1.46,280494080.0,26.12,36
1790099111.391,java-user-service,21.71,416913817.6,38.83,40
1790099111.391,java-product-service,4.87,351272960.0,32.71,39
1790099111.391,research-postgres,1.29,140509184.0,13.08,45
1790099111.391,research-redis,0.93,39762001.92,7.41,8
1790099115.555,java-order-service,1.15,281123225.6,26.18,36
1790099115.555,java-user-service,62.02,415550668.8,38.70,40
1790099115.555,java-product-service,5.21,351482675.2,32.74,38
1790099115.555,research-postgres,0.5,140089753.6,13.05,45
1790099115.555,research-redis,0.7,40223375.36,7.49,8
1790099119.684,java-order-service,1.82,283430092.8,26.40,36
1790099119.684,java-user-service,42.3,410832076.8,38.26,40
1790099119.684,java-product-service,4.95,351377817.6,32.72,38
1790099119.684,research-postgres,0.45,140509184.0,13.09,45
1790099119.684,research-redis,0.72,40223375.36,7.49,8
1790099123.824,java-order-service,1.11,283639808.0,26.42,36
1790099123.824,java-user-service,44.9,410727219.2,38.25,40
1790099123.824,java-product-service,3.53,360605286.4,33.58,38
1790099123.824,research-postgres,0.4,140194611.2,13.05,45
1790099123.824,research-redis,0.74,40349204.48,7.51,8
1790099127.964,java-order-service,0.91,285632102.4,26.60,36
1790099127.964,java-user-service,17.86,410622361.6,38.25,40
1790099127.964,java-product-service,8.43,357354700.8,33.28,38
