t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790102233.667,swift-order-service,0.16,9113174.016,0.85,70
1790102233.667,swift-user-service,12.07,14386462.72,1.34,76
1790102233.667,swift-product-service,0.3,12016680.96,1.12,76
1790102233.667,research-postgres,0.18,86947921.92,8.10,13
1790102233.667,research-redis,2.74,40244346.88,7.50,8
1790102237.775,swift-order-service,0.53,9892265.984,0.92,71
1790102237.775,swift-user-service,1.72,14334033.92,1.34,76
1790102237.775,swift-product-service,0.52,12257853.44,1.14,76
1790102237.775,research-postgres,0.17,88814387.2,8.27,14
1790102237.775,research-redis,0.82,40149975.04,7.48,8
1790102241.948,swift-order-service,0.35,9854517.248,0.92,70
1790102241.948,swift-user-service,15.02,14323548.16,1.33,76
1790102241.948,swift-product-service,0.97,12509511.68,1.17,76
1790102241.948,research-postgres,0.28,88908759.04,8.28,14
1790102241.948,research-redis,0.99,40097546.24,7.47,8
1790102246.121,swift-order-service,2.06,9572450.304,0.89,70
1790102246.121,swift-user-service,13.08,14323548.16,1.33,76
1790102246.121,swift-product-service,2.61,12645826.56,1.18,76
1790102246.121,research-postgres,0.4,89128960.0,8.30,14
1790102246.121,research-redis,0.62,39919288.32,7.43,8
1790102250.296,swift-order-service,0.72,9675210.752,0.90,70
1790102250.296,swift-user-service,14.67,13883146.24,1.29,76
1790102250.296,swift-product-service,1.7,12635340.8,1.18,76
1790102250.296,research-postgres,0.59,89443532.8,8.33,14
1790102250.296,research-redis,0.55,40129003.52,7.47,8
1790102254.449,swift-order-service,1.02,9621733.376,0.90,70
1790102254.449,swift-user-service,15.41,14134804.48,1.32,76
1790102254.449,swift-product-service,1.18,12635340.8,1.18,76
1790102254.449,research-postgres,0.52,89128960.0,8.30,14
1790102254.449,research-redis,1.06,39866859.52,7.43,8
1790102258.636,swift-order-service,0.63,9847177.216,0.92,70
1790102258.636,swift-user-service,15.47,14365491.2,1.34,76
1790102258.636,swift-product-service,1.1,12624855.04,1.18,76
1790102258.636,research-postgres,1.49,89296732.16,8.32,14
1790102258.636,research-redis,0.72,40024145.92,7.45,8
1790102262.799,swift-order-service,0.88,10191110.144,0.95,70
1790102262.799,swift-user-service,17.82,13946060.8,1.30,76
1790102262.799,swift-product-service,0.55,13295943.68,1.24,76
1790102262.799,research-postgres,2.35,89474990.08,8.33,14
1790102262.799,research-redis,2.32,39657144.32,7.39,8
1790102266.936,swift-order-service,1.44,10391388.16,0.97,70
1790102266.936,swift-user-service,28.43,14176747.52,1.32,76
1790102266.936,swift-product-service,1.34,13285457.92,1.24,76
1790102266.936,research-postgres,0.7,88845844.48,8.27,14
1790102266.936,research-redis,0.75,39678115.84,7.39,8
1790102271.065,swift-order-service,1.11,10590617.6,0.99,70
1790102271.065,swift-user-service,47.47,14355005.44,1.34,76
1790102271.065,swift-product-service,1.47,13264486.4,1.24,76
1790102271.065,research-postgres,0.54,89401589.76,8.33,14
1790102271.065,research-redis,0.6,39520829.44,7.36,8
1790102275.199,swift-order-service,0.82,10705960.96,1.00,72
1790102275.199,swift-user-service,46.41,14155776.0,1.32,76
1790102275.199,swift-product-service,1.43,13600030.72,1.27,76
1790102275.199,research-postgres,0.5,97192509.44,9.05,19
1790102275.199,research-redis,0.68,40485519.36,7.54,8
1790102279.354,swift-order-service,1.11,10674503.68,0.99,72
1790102279.354,swift-user-service,29.85,14648606.72,1.36,76
1790102279.354,swift-product-service,1.19,13128171.52,1.22,76
1790102279.354,research-postgres,2.18,97423196.16,9.07,19
1790102279.354,research-redis,0.68,39929774.08,7.44,8
1790102283.499,swift-order-service,0.95,10821304.32,1.01,72
1790102283.499,swift-user-service,43.85,14491320.32,1.35,76
1790102283.499,swift-product-service,1.23,13086228.48,1.22,76
1790102283.499,research-postgres,0.59,97276395.52,9.06,19
1790102283.499,research-redis,2.87,40034631.68,7.46,8
1790102287.664,swift-order-service,1.68,10936647.68,1.02,72
1790102287.664,swift-user-service,41.73,14438891.52,1.34,76
1790102287.664,swift-product-service,1.54,13295943.68,1.24,76
1790102287.664,research-postgres,0.78,97129594.88,9.05,19
1790102287.664,research-redis,0.52,40024145.92,7.45,8
1790102291.813,swift-order-service,2.05,10915676.16,1.02,74
1790102291.813,swift-user-service,42.64,14606663.68,1.36,76
1790102291.813,swift-product-service,3.1,12824084.48,1.19,76
1790102291.813,research-postgres,1.55,105696460.8,9.84,24
1790102291.813,research-redis,0.47,40454062.08,7.54,8
1790102295.930,swift-order-service,1.52,11335106.56,1.06,73
1790102295.930,swift-user-service,40.77,14732492.8,1.37,76
1790102295.930,swift-product-service,2.9,13274972.16,1.24,76
1790102295.930,research-postgres,0.8,105591603.2,9.84,24
1790102295.930,research-redis,0.53,40087060.48,7.47,8
1790102300.025,swift-order-service,1.21,10831790.08,1.01,74
1790102300.025,swift-user-service,56.67,15246295.04,1.42,76
1790102300.025,swift-product-service,1.12,12824084.48,1.19,77
1790102300.025,research-postgres,0.82,107269324.8,9.99,25
1790102300.025,research-redis,0.63,40066088.96,7.46,8
1790102304.133,swift-order-service,0.86,11628707.84,1.08,74
1790102304.133,swift-user-service,51.49,14680064.0,1.37,76
1790102304.133,swift-product-service,1.19,13505658.88,1.26,76
1790102304.133,research-postgres,0.55,107164467.2,9.98,25
1790102304.133,research-redis,1.36,40034631.68,7.46,8
1790102308.251,swift-order-service,2.05,11513364.48,1.07,74
1790102308.251,swift-user-service,54.79,15456010.24,1.44,76
1790102308.251,swift-product-service,2.1,13799260.16,1.29,76
1790102308.251,research-postgres,1.0,107583897.6,10.02,25
1790102308.251,research-redis,0.33,40212889.6,7.49,8
1790102312.364,swift-order-service,1.54,11272192.0,1.05,74
1790102312.364,swift-user-service,61.55,15068037.12,1.40,76
1790102312.364,swift-product-service,1.98,13935575.04,1.30,76
1790102312.364,research-postgres,0.85,107688755.2,10.03,25
1790102312.364,research-redis,0.49,40149975.04,7.48,8
1790102316.484,swift-order-service,1.56,11586764.8,1.08,74
1790102316.484,swift-user-service,67.9,15560867.84,1.45,77
1790102316.484,swift-product-service,1.26,13537116.16,1.26,76
1790102316.484,research-postgres,0.72,109890764.8,10.23,26
1790102316.484,research-redis,0.4,40307261.44,7.51,8
1790102320.605,swift-order-service,1.56,11219763.2,1.04,74
1790102320.605,swift-user-service,83.43,14994636.8,1.40,76
1790102320.605,swift-product-service,1.32,13935575.04,1.30,76
1790102320.605,research-postgres,0.78,109995622.4,10.24,26
1790102320.605,research-redis,0.5,40317747.2,7.51,8
1790102324.724,swift-order-service,1.83,11607736.32,1.08,74
1790102324.724,swift-user-service,65.01,15539896.32,1.45,76
1790102324.724,swift-product-service,1.21,13610516.48,1.27,76
1790102324.724,research-postgres,1.41,110100480.0,10.25,26
1790102324.724,research-redis,0.45,40003174.4,7.45,8
1790102328.827,swift-order-service,1.48,11691622.4,1.09,74
1790102328.827,swift-user-service,65.88,15581839.36,1.45,76
1790102328.827,swift-product-service,1.44,14082375.68,1.31,76
1790102328.827,research-postgres,1.42,109366476.8,10.18,26
1790102328.827,research-redis,0.41,40296775.68,7.51,8
1790102332.944,swift-order-service,3.24,12278824.96,1.14,74
1790102332.944,swift-user-service,96.77,15193866.24,1.42,76
1790102332.944,swift-product-service,2.44,13830717.44,1.29,76
1790102332.944,research-postgres,2.46,110205337.6,10.27,26
1790102332.944,research-redis,1.62,40118517.76,7.47,8
1790102337.053,swift-order-service,1.86,11796480.0,1.10,74
1790102337.053,swift-user-service,91.96,15151923.2,1.41,76
1790102337.053,swift-product-service,4.13,13484687.36,1.26,76
1790102337.053,research-postgres,1.17,110205337.6,10.26,26
1790102337.053,research-redis,0.54,40328232.96,7.51,8
1790102341.169,swift-order-service,1.91,12404654.08,1.16,74
1790102341.169,swift-user-service,109.04,16001269.76,1.49,77
1790102341.169,swift-product-service,1.92,13830717.44,1.29,76
1790102341.169,research-postgres,1.19,111883059.2,10.42,27
1790102341.169,research-redis,0.58,40317747.2,7.51,8
1790102345.273,swift-order-service,2.51,11723079.68,1.09,74
1790102345.273,swift-user-service,88.62,16169041.92,1.51,77
1790102345.273,swift-product-service,2.04,14197719.04,1.32,76
