t,service,latency_ms
1790097334.637,java-user-service,8.632
1790097334.644,java-product-service,5.867
1790097334.651,java-order-service,6.053
1790097339.681,java-user-service,19.058
1790097339.702,java-product-service,15.453
1790097339.717,java-order-service,9.421
1790097344.736,java-user-service,8.768
1790097344.748,java-product-service,9.822
1790097344.757,java-order-service,7.539
1790097349.787,java-user-service,19.501
1790097349.806,java-product-service,15.007
1790097349.822,java-order-service,9.146
1790097354.845,java-user-service,10.685
1790097354.867,java-product-service,16.458
1790097354.878,java-order-service,5.575
1790097359.893,java-user-service,6.882
1790097359.903,java-product-service,6.232
1790097359.913,java-order-service,5.428
1790097364.932,java-user-service,6.636
1790097364.941,java-product-service,6.411
1790097364.953,java-order-service,6.297
1790097369.974,java-user-service,17.674
1790097369.989,java-product-service,11.367
1790097369.999,java-order-service,6.532
1790097375.009,java-user-service,6.105
1790097375.020,java-product-service,5.496
1790097375.031,java-order-service,5.581
1790097380.047,java-user-service,7.289
1790097380.059,java-product-service,6.288
1790097380.070,java-order-service,6.041
1790097385.088,java-user-service,6.533
1790097385.100,java-product-service,6.447
1790097385.108,java-order-service,4.914
1790097390.121,java-user-service,6.565
1790097390.133,java-product-service,10.527
1790097390.141,java-order-service,6.855
1790097395.150,java-user-service,6.616
1790097395.163,java-product-service,6.654
1790097395.173,java-order-service,5.146
1790097400.183,java-user-service,6.355
1790097400.192,java-product-service,5.400
1790097400.204,java-order-service,6.360
1790097405.214,java-user-service,6.131
1790097405.223,java-product-service,5.334
1790097405.232,java-order-service,4.888
1790097410.247,java-user-service,5.276
1790097410.258,java-product-service,5.581
1790097410.267,java-order-service,4.953
1790097415.277,java-user-service,7.660
1790097415.285,java-product-service,6.362
1790097415.292,java-order-service,5.931
1790097420.311,java-user-service,7.177
1790097420.321,java-product-service,5.675
1790097420.328,java-order-service,4.783
1790097425.344,java-user-service,4.722
1790097425.355,java-product-service,5.237
1790097425.364,java-order-service,5.049
1790097430.378,java-user-service,5.007
1790097430.387,java-product-service,4.810
1790097430.396,java-order-service,4.786
1790097435.405,java-user-service,5.628
1790097435.417,java-product-service,6.150
1790097435.427,java-order-service,7.314
1790097440.440,java-user-service,6.058
1790097440.450,java-product-service,4.456
1790097440.460,java-order-service,4.392
1790097445.601,java-user-service,128.181
1790097445.610,java-product-service,6.621
1790097445.619,java-order-service,4.711
1790097450.802,java-user-service,173.366
1790097450.812,java-product-service,6.746
1790097450.823,java-order-service,5.560
1790097456.003,java-user-service,166.065
1790097456.013,java-product-service,6.930
1790097456.025,java-order-service,6.551
1790097461.213,java-user-service,173.456
1790097461.222,java-product-service,6.599
1790097461.234,java-order-service,5.830
1790097466.412,java-user-service,165.019
1790097466.423,java-product-service,7.432
1790097466.434,java-order-service,5.899
1790097471.704,java-user-service,257.063
1790097471.713,java-product-service,6.199
1790097471.726,java-order-service,6.123
1790097476.810,java-user-service,70.343
1790097476.818,java-product-service,5.791
1790097476.825,java-order-service,4.938
1790097481.994,java-user-service,160.787
1790097482.004,java-product-service,7.428
1790097482.014,java-order-service,6.898
1790097487.208,java-user-service,188.295
1790097487.217,java-product-service,5.864
1790097487.228,java-order-service,5.532
1790097492.412,java-user-service,172.682
1790097492.422,java-product-service,6.793
1790097492.433,java-order-service,5.505
1790097497.806,java-user-service,367.132
1790097497.815,java-product-service,6.115
1790097497.827,java-order-service,5.625
1790097503.002,java-user-service,164.617
1790097503.012,java-product-service,6.752
1790097503.024,java-order-service,5.850
1790097508.305,java-user-service,267.766
1790097508.316,java-product-service,7.738
1790097508.328,java-order-service,5.736
1790097513.502,java-user-service,168.610
1790097513.511,java-product-service,6.615
1790097513.520,java-order-service,5.783
1790097518.808,java-user-service,277.776
1790097518.827,java-product-service,15.811
1790097518.844,java-order-service,14.255
1790097524.009,java-user-service,152.759
1790097524.027,java-product-service,13.610
1790097524.039,java-order-service,8.385
1790097529.305,java-user-service,258.553
1790097529.321,java-product-service,13.019
1790097529.337,java-order-service,9.464
1790097534.357,java-user-service,7.392
1790097534.366,java-product-service,6.218
1790097534.377,java-order-service,5.105
1790097539.393,java-user-service,6.318
1790097539.403,java-product-service,5.316
1790097539.413,java-order-service,4.947
1790097544.436,java-user-service,14.911
1790097544.452,java-product-service,9.350
1790097544.464,java-order-service,7.819
