t,k6_cpu_percent_of_one_core,k6_rss_bytes
1790110384.480,nan,72286208.0
1790110389.616,1.440705970327066,74858496.0
1790110393.780,2.406848819131421,78184448.0
1790110397.935,2.872873270082342,82853888.0
1790110402.105,4.322505181168269,86097920.0
1790110406.276,3.842662880473583,86294528.0
1790110410.430,5.325070342815654,86425600.0
1790110414.570,6.023781325413884,86589440.0
1790110418.712,10.44274257907238,87703552.0
1790110422.835,17.977446703661222,96206848.0
1790110426.945,24.331733631032233,104300544.0
1790110431.062,27.698495727260187,112607232.0
1790110435.172,24.797680551900655,113491968.0
1790110439.294,25.1990727226649,115392512.0
1790110443.414,27.869942135442034,119635968.0
1790110447.577,23.386737048619818,119685120.0
1790110451.721,26.816940074928997,120193024.0
1790110455.823,28.49043081354152,121946112.0
1790110459.930,27.274704122772814,122109952.0
1790110464.041,27.419543534790254,122142720.0
1790110468.167,28.106706747312447,128860160.0
1790110472.292,25.010322798965202,128860160.0
1790110476.449,24.384926951681766,128876544.0
1790110480.551,23.613193707505044,131809280.0
1790110484.661,16.45376308591499,131973120.0
1790110488.794,8.63055802255519,124125184.0
1790110492.965,4.785485945194167,124059648.0
1790110497.144,5.7361471254758385,124387328.0
1790110501.328,4.0719460918849055,124387328.0
1790110505.503,5.516406520235346,124387328.0
1790110509.673,4.308297974147628,121749504.0
1790110513.851,3.8387678759419215,121864192.0
1790110518.019,5.510494783282844,121896960.0
1790110522.193,3.8447351530755887,121978880.0
1790110526.350,3.1232070941987824,121995264.0
1790110530.517,3.8400254152072764,121995264.0
1790110534.683,1.4419770086543837,122044416.0
