t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790113999.755,java-order-service,2.84,268750028.8,25.03,35
1790113999.755,java-user-service,7.24,393006284.8,36.61,39
1790113999.755,java-product-service,5.56,355886694.4,33.14,38
1790113999.755,research-postgres,0.12,134112870.4,12.49,41
1790113999.755,research-redis,0.71,7860125.696,1.46,8
1790114003.933,java-order-service,3.58,268959744.0,25.05,35
1790114003.933,java-user-service,122.06,393845145.6,36.68,40
1790114003.933,java-product-service,5.23,356410982.4,33.19,38
1790114003.933,research-postgres,0.86,134951731.2,12.57,41
1790114003.933,research-redis,0.5,7876902.912,1.47,8
1790114008.066,java-order-service,2.04,269588889.6,25.10,35
1790114008.066,java-user-service,140.82,396781158.4,36.96,40
1790114008.066,java-product-service,1.33,356620697.6,33.22,38
1790114008.066,research-postgres,1.35,144074342.4,13.42,45
1790114008.066,research-redis,0.71,7802454.016,1.45,8
1790114012.173,java-order-service,0.69,269484032.0,25.10,35
1790114012.173,java-user-service,153.93,397305446.4,37.00,40
1790114012.173,java-product-service,0.46,356725555.2,33.23,38
1790114012.173,research-postgres,2.47,157915545.6,14.71,52
1790114012.173,research-redis,0.67,7507804.16,1.40,8
1790114016.325,java-order-service,0.13,269379174.4,25.08,35
1790114016.325,java-user-service,148.3,398249164.8,37.09,40
1790114016.325,java-product-service,0.84,357040128.0,33.25,38
1790114016.325,research-postgres,1.11,160222412.8,14.92,53
1790114016.325,research-redis,0.48,7426015.232,1.38,8
1790114020.442,java-order-service,0.74,269588889.6,25.11,35
1790114020.442,java-user-service,149.05,398563737.6,37.12,40
1790114020.442,java-product-service,0.47,357144985.6,33.26,38
1790114020.442,research-postgres,2.21,161061273.6,15.00,53
1790114020.442,research-redis,0.52,7634681.856,1.42,8
1790114024.534,java-order-service,0.14,269588889.6,25.11,35
1790114024.534,java-user-service,146.24,399088025.6,37.17,40
1790114024.534,java-product-service,0.14,357144985.6,33.26,38
1790114024.534,research-postgres,1.69,161166131.2,15.01,53
1790114024.534,research-redis,0.55,7041187.84,1.31,8
1790114028.638,java-order-service,0.58,269693747.2,25.12,35
1790114028.638,java-user-service,150.99,399297740.8,37.19,40
1790114028.638,java-product-service,2.56,357564416.0,33.30,38
1790114028.638,research-postgres,0.89,161061273.6,15.00,53
1790114028.638,research-redis,0.81,7593787.392,1.41,8
1790114032.745,java-order-service,0.87,270218035.2,25.17,35
1790114032.745,java-user-service,148.85,400241459.2,37.28,40
1790114032.745,java-product-service,1.59,357354700.8,33.28,38
1790114032.745,research-postgres,1.98,160956416.0,14.99,53
1790114032.745,research-redis,0.8,7507804.16,1.40,8
1790114036.853,java-order-service,0.13,270113177.6,25.15,35
1790114036.853,java-user-service,149.12,400556032.0,37.30,40
1790114036.853,java-product-service,0.18,357354700.8,33.28,38
1790114036.853,research-postgres,1.35,160746700.8,14.97,53
1790114036.853,research-redis,0.31,7578058.752,1.41,8
1790114040.954,java-order-service,1.43,270113177.6,25.15,35
1790114040.954,java-user-service,149.58,400870604.8,37.33,40
1790114040.954,java-product-service,2.68,357459558.4,33.29,38
1790114040.954,research-postgres,3.29,161061273.6,15.00,53
1790114040.954,research-redis,0.99,8003780.608,1.49,8
1790114045.046,java-order-service,2.11,270218035.2,25.16,35
1790114045.046,java-user-service,149.44,401080320.0,37.36,40
1790114045.046,java-product-service,2.36,357459558.4,33.29,38
1790114045.046,research-postgres,6.39,161061273.6,15.00,53
1790114045.046,research-redis,2.58,7492075.52,1.40,8
1790114049.148,java-order-service,1.62,271266611.2,25.26,35
1790114049.148,java-user-service,148.77,401604608.0,37.41,40
1790114049.148,java-product-service,3.18,357459558.4,33.29,38
1790114049.148,research-postgres,4.01,161061273.6,15.00,53
1790114049.148,research-redis,0.87,7344226.304,1.37,8
1790114053.247,java-order-service,5.63,273992908.8,25.52,35
1790114053.247,java-user-service,150.94,403596902.4,37.59,42
1790114053.247,java-product-service,2.51,357040128.0,33.26,38
1790114053.247,research-postgres,2.44,160746700.8,14.98,53
1790114053.247,research-redis,0.29,8012169.216,1.49,8
1790114057.333,java-order-service,0.07,269379174.4,25.09,35
1790114057.333,java-user-service,151.07,402443468.8,37.48,40
1790114057.333,java-product-service,0.11,356830412.8,33.23,38
1790114057.333,research-postgres,1.04,160851558.4,14.98,53
1790114057.333,research-redis,0.24,7335837.696,1.37,8
1790114061.426,java-order-service,0.13,270218035.2,25.16,35
1790114061.426,java-user-service,146.75,405484339.2,37.76,40
1790114061.426,java-product-service,0.16,357669273.6,33.31,38
1790114061.426,research-postgres,1.17,161270988.8,15.02,53
1790114061.426,research-redis,0.34,7696547.84,1.43,8
1790114065.532,java-order-service,2.1,270218035.2,25.17,35
1790114065.532,java-user-service,153.27,416179814.4,38.76,40
1790114065.532,java-product-service,2.8,357669273.6,33.31,38
1790114065.532,research-postgres,0.92,161270988.8,15.02,53
1790114065.532,research-redis,1.79,7344226.304,1.37,8
1790114069.621,java-order-service,0.11,270218035.2,25.17,35
1790114069.621,java-user-service,150.11,417123532.8,38.85,40
1790114069.621,java-product-service,1.49,357249843.2,33.27,38
1790114069.621,research-postgres,0.68,161270988.8,15.01,53
1790114069.621,research-redis,0.31,7750025.216,1.44,8
1790114073.714,java-order-service,0.12,270218035.2,25.17,35
1790114073.714,java-user-service,149.54,418906112.0,39.01,40
1790114073.714,java-product-service,0.1,357249843.2,33.27,38
1790114073.714,research-postgres,1.12,160746700.8,14.97,53
1790114073.714,research-redis,0.34,7679770.624,1.43,8
1790114077.798,java-order-service,0.08,270322892.8,25.18,35
1790114077.798,java-user-service,149.65,421212979.2,39.23,41
1790114077.798,java-product-service,0.09,355152691.2,33.08,38
1790114077.798,research-postgres,0.74,161480704.0,15.04,53
1790114077.798,research-redis,0.29,7683964.928,1.43,8
1790114081.935,java-order-service,0.18,270322892.8,25.18,35
1790114081.935,java-user-service,149.2,445749657.6,41.51,40
1790114081.935,java-product-service,0.14,355781836.8,33.13,38
1790114081.935,research-postgres,0.65,161585561.6,15.05,53
1790114081.935,research-redis,0.38,7664041.984,1.43,8
1790114086.042,java-order-service,0.09,269903462.4,25.14,35
1790114086.042,java-user-service,149.33,448056524.8,41.73,40
1790114086.042,java-product-service,0.1,355781836.8,33.13,38
1790114086.042,research-postgres,0.7,161375846.4,15.03,53
1790114086.042,research-redis,0.29,7790919.68,1.45,8
1790114090.146,java-order-service,2.42,269903462.4,25.14,35
1790114090.146,java-user-service,149.25,460849152.0,42.92,42
1790114090.146,java-product-service,0.12,355886694.4,33.14,38
