t,service,latency_ms
1790109133.661,java-user-service,8.681
1790109133.673,java-product-service,9.672
1790109133.681,java-order-service,7.264
1790109138.707,java-user-service,17.204
1790109138.725,java-product-service,14.171
1790109138.737,java-order-service,7.811
1790109144.006,java-user-service,256.384
1790109144.019,java-product-service,9.792
1790109144.029,java-order-service,7.349
1790109149.325,java-user-service,293.357
1790109149.335,java-product-service,7.267
1790109149.346,java-order-service,6.911
1790109154.516,java-user-service,158.890
1790109154.525,java-product-service,6.387
1790109154.534,java-order-service,5.697
1790109159.925,java-user-service,379.431
1790109159.936,java-product-service,7.695
1790109159.946,java-order-service,6.100
1790109165.225,java-user-service,268.287
1790109165.237,java-product-service,9.093
1790109165.248,java-order-service,7.474
1790109170.417,java-user-service,166.041
1790109170.428,java-product-service,7.872
1790109170.439,java-order-service,7.279
1790109175.726,java-user-service,279.353
1790109175.735,java-product-service,6.766
1790109175.748,java-order-service,7.395
1790109180.927,java-user-service,174.304
1790109180.941,java-product-service,7.960
1790109180.953,java-order-service,7.391
1790109186.126,java-user-service,161.414
1790109186.139,java-product-service,8.135
1790109186.148,java-order-service,6.430
1790109191.426,java-user-service,275.042
1790109191.439,java-product-service,8.479
1790109191.450,java-order-service,6.907
1790109197.025,java-user-service,562.979
1790109197.035,java-product-service,6.820
1790109197.045,java-order-service,5.991
1790109202.225,java-user-service,176.074
1790109202.236,java-product-service,7.060
1790109202.247,java-order-service,6.272
1790109207.428,java-user-service,176.811
1790109207.441,java-product-service,7.313
1790109207.452,java-order-service,6.697
1790109213.017,java-user-service,561.735
1790109213.027,java-product-service,7.007
1790109213.036,java-order-service,5.944
1790109219.818,java-user-service,1777.908
1790109219.827,java-product-service,5.458
1790109219.837,java-order-service,5.579
1790109228.625,java-user-service,3784.669
1790109228.640,java-product-service,7.579
1790109228.651,java-order-service,6.596
1790109238.665,java-user-service,5003.700
1790109238.676,java-product-service,10.601
1790109238.687,java-order-service,7.463
1790109248.692,java-user-service,5002.287
1790109248.716,java-product-service,23.921
1790109248.728,java-order-service,8.985
1790109258.743,java-user-service,5003.761
1790109258.758,java-product-service,14.358
1790109258.774,java-order-service,11.544
1790109268.790,java-user-service,5004.233
1790109268.805,java-product-service,15.289
1790109268.827,java-order-service,19.624
1790109278.834,java-user-service,5003.163
1790109278.847,java-product-service,13.192
1790109278.862,java-order-service,10.242
1790109288.869,java-user-service,5002.664
1790109288.882,java-product-service,13.047
1790109288.894,java-order-service,7.837
1790109298.910,java-user-service,5003.896
1790109298.926,java-product-service,15.828
1790109298.937,java-order-service,8.112
1790109308.948,java-user-service,5003.322
1790109308.957,java-product-service,8.896
1790109308.970,java-order-service,8.348
1790109318.985,java-user-service,5002.509
1790109319.000,java-product-service,14.493
1790109319.019,java-order-service,16.798
1790109329.028,java-user-service,5003.392
1790109329.035,java-product-service,6.813
1790109329.046,java-order-service,6.940
1790109339.060,java-user-service,5002.890
1790109339.069,java-product-service,9.892
1790109339.113,java-order-service,40.916
1790109349.117,java-user-service,5001.513
1790109349.132,java-product-service,15.101
1790109349.141,java-order-service,5.448
