t,k6_cpu_percent_of_one_core,k6_rss_bytes
1790099298.293,nan,56623104.0
1790099302.445,0.6345209921742789,58097664.0
1790099305.598,0.9589440399883149,59752448.0
1790099309.769,0.7190059991107645,61489152.0
1790099313.935,0.9614226740627119,63307776.0
1790099318.093,0.9663079809722086,63127552.0
1790099322.241,1.9216624244866378,63946752.0
1790099326.399,0.9558917773740356,62439424.0
1790099330.585,1.1954532745321635,59031552.0
1790099334.763,2.1710021353599314,61816832.0
1790099338.917,1.4481944601657117,62193664.0
1790099343.059,1.6954937656515612,62275584.0
1790099347.179,2.432041993693848,62652416.0
1790099351.300,1.9372758859196246,63094784.0
1790099355.422,1.9452190830294793,63209472.0
1790099359.543,2.6666460135161767,63160320.0
1790099363.660,2.189853613100998,63160320.0
1790099367.777,2.9079234709058266,63832064.0
1790099371.896,2.4161474975906545,64028672.0
1790099376.040,3.402067268286884,65077248.0
1790099380.155,3.3951362225978547,63553536.0
1790099384.277,2.677730613962827,63569920.0
1790099388.381,3.165958903580659,63995904.0
1790099392.494,3.161112771113224,64012288.0
1790099396.606,3.4131613181929574,64995328.0
1790099400.710,2.9193287631354643,67354624.0
1790099404.812,3.5854494984923204,68190208.0
1790099408.996,2.4183445526816416,67928064.0
1790099413.139,3.370109144687019,71303168.0
1790099417.286,2.2087580922244396,70418432.0
1790099421.364,2.4033042407911123,70320128.0
1790099425.529,3.1226046919058037,71811072.0
1790099429.692,2.1713295637022956,72007680.0
1790099433.834,2.6244627548012907,72466432.0
1790099438.025,3.121531031999354,73646080.0
1790099442.193,2.179292815141918,73678848.0
1790099446.323,3.3736307324469728,74973184.0
1790099450.473,2.4052702452704673,75317248.0
1790099454.625,2.4285177880087763,75366400.0
1790099458.745,3.6094436994558152,75874304.0
1790099462.904,2.175342761939916,75399168.0
1790099467.031,2.6482178459634564,75218944.0
1790099471.195,3.140393136375229,77414400.0
1790099475.324,2.4133299600563705,77463552.0
1790099479.474,2.4055330361447784,77594624.0
1790099483.629,3.6235925255386956,78364672.0
1790099487.772,2.1693277019723176,78233600.0
1790099491.914,2.4175073870132,78364672.0
1790099496.060,2.8918637523441424,80297984.0
1790099500.199,2.1931026789864063,80429056.0
1790099504.313,1.6871336849942136,80478208.0
1790099508.462,0.9657517311928843,80232448.0
1790099513.640,0.0,0.0
