t,container,cpu_percent_of_one_core,mem_bytes,mem_percent_of_limit,pids
1790111485.326,swift-order-service,0.31,9662627.84,0.90,70
1790111485.326,swift-product-service,0.34,11429478.4,1.06,76
1790111485.326,swift-user-service,12.04,13348372.48,1.24,75
1790111485.326,research-postgres,0.17,88394956.8,8.23,13
1790111485.326,research-redis,0.85,7778336.768,1.45,8
1790111489.435,swift-order-service,0.17,9392095.232,0.87,70
1790111489.435,swift-product-service,1.04,11681136.64,1.09,76
1790111489.435,swift-user-service,7.41,13348372.48,1.24,75
1790111489.435,research-postgres,1.75,88384471.04,8.23,13
1790111489.435,research-redis,0.8,7716470.784,1.44,8
1790111493.608,swift-order-service,0.33,9383706.624,0.87,70
1790111493.608,swift-product-service,0.69,11670650.88,1.09,76
1790111493.608,swift-user-service,11.8,13327400.96,1.24,75
1790111493.608,research-postgres,0.3,88625643.52,8.25,13
1790111493.608,research-redis,0.6,7634681.856,1.42,8
1790111497.760,swift-order-service,1.6,9199157.248,0.86,70
1790111497.760,swift-product-service,0.86,11639193.6,1.08,76
1790111497.760,swift-user-service,16.22,13736345.6,1.28,75
1790111497.760,research-postgres,1.92,88373985.28,8.23,13
1790111497.760,research-redis,1.97,7799308.288,1.45,8
1790111501.874,swift-order-service,0.14,9196011.52,0.86,70
1790111501.874,swift-product-service,1.08,11985223.68,1.12,76
1790111501.874,swift-user-service,23.45,13977518.08,1.30,75
1790111501.874,research-postgres,0.17,88457871.36,8.24,13
1790111501.874,research-redis,0.68,7774142.464,1.45,8
1790111505.977,swift-order-service,0.19,9196011.52,0.86,70
1790111505.977,swift-product-service,1.25,11911823.36,1.11,76
1790111505.977,swift-user-service,28.68,13935575.04,1.30,75
1790111505.977,research-postgres,0.2,88583700.48,8.25,13
1790111505.977,research-redis,0.78,7950303.232,1.48,8
1790111510.096,swift-order-service,0.17,9191817.216,0.86,70
1790111510.096,swift-product-service,2.31,11869880.32,1.11,76
1790111510.096,swift-user-service,26.33,14155776.0,1.32,75
1790111510.096,research-postgres,0.24,87944069.12,8.19,13
1790111510.096,research-redis,0.71,8421113.856,1.57,8
1790111514.194,swift-order-service,1.11,10071572.48,0.94,70
1790111514.194,swift-product-service,2.03,12173967.36,1.13,76
1790111514.194,swift-user-service,34.24,13967032.32,1.30,75
1790111514.194,research-postgres,0.31,88394956.8,8.23,13
