t,service,latency_ms
1790097049.498,java-user-service,10.113
1790097049.508,java-product-service,8.371
1790097049.516,java-order-service,7.022
1790097054.547,java-user-service,20.255
1790097054.565,java-product-service,12.047
1790097054.577,java-order-service,7.999
1790097059.597,java-user-service,10.700
1790097059.616,java-product-service,14.066
1790097059.628,java-order-service,6.517
1790097064.656,java-user-service,20.189
1790097064.673,java-product-service,12.932
1790097064.685,java-order-service,8.278
1790097069.698,java-user-service,10.276
1790097069.707,java-product-service,8.003
1790097069.717,java-order-service,9.257
1790097074.741,java-user-service,13.850
1790097074.754,java-product-service,9.079
1790097074.764,java-order-service,7.088
1790097079.778,java-user-service,7.595
1790097079.790,java-product-service,6.094
1790097079.800,java-order-service,5.301
1790097084.817,java-user-service,7.462
1790097084.828,java-product-service,5.606
1790097084.839,java-order-service,5.507
1790097089.852,java-user-service,5.452
1790097089.869,java-product-service,11.463
1790097089.880,java-order-service,5.111
1790097094.894,java-user-service,6.238
1790097094.902,java-product-service,4.746
1790097094.911,java-order-service,6.393
1790097099.919,java-user-service,5.162
1790097099.928,java-product-service,4.866
1790097099.937,java-order-service,5.508
1790097104.950,java-user-service,6.518
1790097104.961,java-product-service,5.332
1790097104.972,java-order-service,6.325
1790097109.990,java-user-service,8.973
1790097110.002,java-product-service,8.130
1790097110.013,java-order-service,7.544
1790097115.029,java-user-service,10.772
1790097115.039,java-product-service,6.343
1790097115.048,java-order-service,4.829
1790097120.076,java-user-service,12.431
1790097120.087,java-product-service,10.046
1790097120.096,java-order-service,7.816
1790097125.125,java-user-service,17.857
1790097125.143,java-product-service,13.796
1790097125.160,java-order-service,11.757
1790097130.191,java-user-service,19.426
1790097130.205,java-product-service,9.805
1790097130.214,java-order-service,6.224
1790097135.240,java-user-service,17.275
1790097135.253,java-product-service,9.721
1790097135.264,java-order-service,7.350
1790097140.285,java-user-service,14.425
1790097140.300,java-product-service,9.332
1790097140.312,java-order-service,6.698
1790097145.341,java-user-service,16.307
1790097145.358,java-product-service,12.499
1790097145.372,java-order-service,9.674
1790097150.417,java-user-service,35.064
1790097150.423,java-product-service,5.031
1790097150.430,java-order-service,5.336
1790097155.440,java-user-service,8.058
1790097155.451,java-product-service,8.886
1790097155.462,java-order-service,8.365
1790097160.471,java-user-service,4.632
1790097160.481,java-product-service,4.583
1790097160.489,java-order-service,4.361
1790097165.520,java-user-service,28.180
1790097165.528,java-product-service,5.135
1790097165.538,java-order-service,8.020
1790097170.556,java-user-service,6.218
1790097170.565,java-product-service,5.293
1790097170.576,java-order-service,6.264
1790097175.615,java-user-service,27.295
1790097175.624,java-product-service,6.283
1790097175.634,java-order-service,8.277
1790097180.656,java-user-service,15.972
1790097180.672,java-product-service,12.030
1790097180.684,java-order-service,8.725
1790097185.713,java-user-service,15.468
1790097185.731,java-product-service,14.108
1790097185.749,java-order-service,11.025
1790097190.774,java-user-service,17.285
1790097190.786,java-product-service,7.460
1790097190.823,java-order-service,31.652
1790097195.843,java-user-service,16.858
1790097195.874,java-product-service,26.218
1790097195.886,java-order-service,7.465
1790097200.900,java-user-service,11.155
1790097200.913,java-product-service,8.151
1790097200.927,java-order-service,7.521
1790097205.949,java-user-service,16.683
1790097205.963,java-product-service,9.827
1790097205.974,java-order-service,6.207
1790097211.005,java-user-service,18.465
1790097211.023,java-product-service,12.019
1790097211.038,java-order-service,11.114
1790097216.073,java-user-service,22.792
1790097216.086,java-product-service,10.057
1790097216.095,java-order-service,5.852
1790097221.117,java-user-service,16.182
1790097221.134,java-product-service,10.921
1790097221.147,java-order-service,10.018
1790097226.175,java-user-service,16.062
1790097226.189,java-product-service,9.253
1790097226.201,java-order-service,6.880
1790097231.220,java-user-service,13.106
1790097231.230,java-product-service,7.438
1790097231.239,java-order-service,6.583
1790097236.263,java-user-service,13.456
1790097236.277,java-product-service,6.639
1790097236.286,java-order-service,6.261
1790097241.304,java-user-service,14.402
1790097241.317,java-product-service,7.067
1790097241.325,java-order-service,5.445
1790097246.344,java-user-service,8.735
1790097246.356,java-product-service,6.130
1790097246.366,java-order-service,6.443
1790097251.389,java-user-service,13.176
1790097251.401,java-product-service,7.644
1790097251.411,java-order-service,7.026
1790097256.439,java-user-service,15.305
1790097256.455,java-product-service,10.220
1790097256.470,java-order-service,10.365
1790097261.496,java-user-service,17.060
1790097261.507,java-product-service,8.895
1790097261.516,java-order-service,5.131
1790097266.538,java-user-service,12.265
1790097266.550,java-product-service,8.355
1790097266.566,java-order-service,12.670
1790097271.584,java-user-service,13.222
1790097271.601,java-product-service,9.692
1790097271.614,java-order-service,8.744
1790097276.639,java-user-service,13.769
1790097276.652,java-product-service,9.394
1790097276.666,java-order-service,8.910
1790097281.686,java-user-service,16.255
1790097281.700,java-product-service,9.634
1790097281.716,java-order-service,10.471
1790097286.733,java-user-service,5.283
1790097286.743,java-product-service,4.751
1790097286.753,java-order-service,5.078
1790097291.774,java-user-service,14.269
1790097291.789,java-product-service,10.232
1790097291.804,java-order-service,9.519
