run_id,config,scenario,repetition,seconds_into_window,server_rps
boot-vt_spike_rep1,boot-vt,spike,1,147,31.00
boot-vt_spike_rep2,boot-vt,spike,2,0,12.60
boot-vt_spike_rep2,boot-vt,spike,2,5,26.20
boot-vt_spike_rep2,boot-vt,spike,2,10,41.60
boot-vt_spike_rep2,boot-vt,spike,2,15,58.20
boot-vt_spike_rep2,boot-vt,spike,2,20,72.20
boot-vt_spike_rep2,boot-vt,spike,2,25,89.60
boot-vt_spike_rep2,boot-vt,spike,2,30,162.20
boot-vt_spike_rep2,boot-vt,spike,2,35,448.20
boot-vt_spike_rep2,boot-vt,spike,2,40,749.20
boot-vt_spike_rep2,boot-vt,spike,2,45,983.40
boot-vt_spike_rep2,boot-vt,spike,2,50,985.00
boot-vt_spike_rep2,boot-vt,spike,2,55,1002.80
boot-vt_spike_rep2,boot-vt,spike,2,60,970.80
boot-vt_spike_rep2,boot-vt,spike,2,65,987.60
boot-vt_spike_rep2,boot-vt,spike,2,70,987.20
boot-vt_spike_rep2,boot-vt,spike,2,75,1002.00
boot-vt_spike_rep2,boot-vt,spike,2,81,809.33
boot-vt_spike_rep2,boot-vt,spike,2,86,995.80
boot-vt_spike_rep2,boot-vt,spike,2,91,907.60
boot-vt_spike_rep2,boot-vt,spike,2,96,629.40
boot-vt_spike_rep2,boot-vt,spike,2,101,351.00
boot-vt_spike_rep2,boot-vt,spike,2,106,121.60
boot-vt_spike_rep2,boot-vt,spike,2,111,102.80
boot-vt_spike_rep2,boot-vt,spike,2,116,106.40
boot-vt_spike_rep2,boot-vt,spike,2,121,103.00
boot-vt_spike_rep2,boot-vt,spike,2,126,106.80
boot-vt_spike_rep2,boot-vt,spike,2,131,104.00
boot-vt_spike_rep2,boot-vt,spike,2,136,96.40
boot-vt_spike_rep2,boot-vt,spike,2,141,65.60
boot-vt_spike_rep2,boot-vt,spike,2,146,30.40
boot-vt_spike_rep3,boot-vt,spike,3,0,13.00
boot-vt_spike_rep3,boot-vt,spike,3,5,26.00
boot-vt_spike_rep3,boot-vt,spike,3,10,41.80
boot-vt_spike_rep3,boot-vt,spike,3,15,57.40
boot-vt_spike_rep3,boot-vt,spike,3,20,74.00
boot-vt_spike_rep3,boot-vt,spike,3,25,87.80
boot-vt_spike_rep3,boot-vt,spike,3,30,166.40
boot-vt_spike_rep3,boot-vt,spike,3,35,444.00
boot-vt_spike_rep3,boot-vt,spike,3,40,752.40
boot-vt_spike_rep3,boot-vt,spike,3,45,985.40
boot-vt_spike_rep3,boot-vt,spike,3,50,995.20
boot-vt_spike_rep3,boot-vt,spike,3,55,981.80
boot-vt_spike_rep3,boot-vt,spike,3,60,996.80
boot-vt_spike_rep3,boot-vt,spike,3,65,980.00
boot-vt_spike_rep3,boot-vt,spike,3,70,1005.60
boot-vt_spike_rep3,boot-vt,spike,3,75,968.20
boot-vt_spike_rep3,boot-vt,spike,3,80,1006.60
boot-vt_spike_rep3,boot-vt,spike,3,85,978.00
boot-vt_spike_rep3,boot-vt,spike,3,91,724.50
boot-vt_spike_rep3,boot-vt,spike,3,96,628.60
boot-vt_spike_rep3,boot-vt,spike,3,101,337.00
boot-vt_spike_rep3,boot-vt,spike,3,106,116.60
boot-vt_spike_rep3,boot-vt,spike,3,111,104.00
boot-vt_spike_rep3,boot-vt,spike,3,116,106.20
boot-vt_spike_rep3,boot-vt,spike,3,121,103.00
boot-vt_spike_rep3,boot-vt,spike,3,126,103.00
boot-vt_spike_rep3,boot-vt,spike,3,131,106.20
boot-vt_spike_rep3,boot-vt,spike,3,136,95.00
boot-vt_spike_rep3,boot-vt,spike,3,141,66.00
boot-vt_spike_rep3,boot-vt,spike,3,146,30.80
boot-vt_spike_rep4,boot-vt,spike,4,0,12.60
boot-vt_spike_rep4,boot-vt,spike,4,5,26.40
boot-vt_spike_rep4,boot-vt,spike,4,10,41.40
boot-vt_spike_rep4,boot-vt,spike,4,15,58.20
boot-vt_spike_rep4,boot-vt,spike,4,20,72.80
boot-vt_spike_rep4,boot-vt,spike,4,25,89.00
boot-vt_spike_rep4,boot-vt,spike,4,30,165.60
boot-vt_spike_rep4,boot-vt,spike,4,35,449.00
boot-vt_spike_rep4,boot-vt,spike,4,40,740.40
boot-vt_spike_rep4,boot-vt,spike,4,45,987.80
boot-vt_spike_rep4,boot-vt,spike,4,50,990.00
boot-vt_spike_rep4,boot-vt,spike,4,55,990.00
boot-vt_spike_rep4,boot-vt,spike,4,60,980.40
boot-vt_spike_rep4,boot-vt,spike,4,65,990.60
boot-vt_spike_rep4,boot-vt,spike,4,71,835.33
boot-vt_spike_rep4,boot-vt,spike,4,76,971.40
boot-vt_spike_rep4,boot-vt,spike,4,81,1006.20
boot-vt_spike_rep4,boot-vt,spike,4,86,967.00
boot-vt_spike_rep4,boot-vt,spike,4,91,934.80
boot-vt_spike_rep4,boot-vt,spike,4,96,618.20
boot-vt_spike_rep4,boot-vt,spike,4,101,338.60
boot-vt_spike_rep4,boot-vt,spike,4,106,112.60
boot-vt_spike_rep4,boot-vt,spike,4,111,106.80
boot-vt_spike_rep4,boot-vt,spike,4,116,102.40
boot-vt_spike_rep4,boot-vt,spike,4,121,106.80
boot-vt_spike_rep4,boot-vt,spike,4,126,103.00
boot-vt_spike_rep4,boot-vt,spike,4,131,102.20
boot-vt_spike_rep4,boot-vt,spike,4,136,98.60
boot-vt_spike_rep4,boot-vt,spike,4,141,63.40
boot-vt_spike_rep4,boot-vt,spike,4,146,32.20
boot-vt_spike_rep5,boot-vt,spike,5,0,13.00
boot-vt_spike_rep5,boot-vt,spike,5,5,26.00
boot-vt_spike_rep5,boot-vt,spike,5,10,42.00
boot-vt_spike_rep5,boot-vt,spike,5,15,57.60
boot-vt_spike_rep5,boot-vt,spike,5,20,74.40
boot-vt_spike_rep5,boot-vt,spike,5,25,88.60
boot-vt_spike_rep5,boot-vt,spike,5,30,164.40
boot-vt_spike_rep5,boot-vt,spike,5,35,449.80
boot-vt_spike_rep5,boot-vt,spike,5,40,750.00
boot-vt_spike_rep5,boot-vt,spike,5,46,818.83
boot-vt_spike_rep5,boot-vt,spike,5,51,1003.60
boot-vt_spike_rep5,boot-vt,spike,5,56,1006.60
boot-vt_spike_rep5,boot-vt,spike,5,61,970.60
boot-vt_spike_rep5,boot-vt,spike,5,66,1006.20
boot-vt_spike_rep5,boot-vt,spike,5,71,1007.20
boot-vt_spike_rep5,boot-vt,spike,5,76,966.00
boot-vt_spike_rep5,boot-vt,spike,5,81,1007.20
boot-vt_spike_rep5,boot-vt,spike,5,86,966.60
boot-vt_spike_rep5,boot-vt,spike,5,91,936.00
boot-vt_spike_rep5,boot-vt,spike,5,96,633.60
boot-vt_spike_rep5,boot-vt,spike,5,101,339.00
boot-vt_spike_rep5,boot-vt,spike,5,106,119.60
boot-vt_spike_rep5,boot-vt,spike,5,111,103.20
boot-vt_spike_rep5,boot-vt,spike,5,116,106.60
boot-vt_spike_rep5,boot-vt,spike,5,121,102.60
boot-vt_spike_rep5,boot-vt,spike,5,126,106.60
boot-vt_spike_rep5,boot-vt,spike,5,131,107.20
boot-vt_spike_rep5,boot-vt,spike,5,136,94.40
boot-vt_spike_rep5,boot-vt,spike,5,141,67.20
boot-vt_spike_rep5,boot-vt,spike,5,146,30.60
boot-vt_stress_rep1,boot-vt,stress,1,0,20.20
boot-vt_stress_rep1,boot-vt,stress,1,5,47.80
boot-vt_stress_rep1,boot-vt,stress,1,11,42.50
boot-vt_stress_rep1,boot-vt,stress,1,16,59.20
boot-vt_stress_rep1,boot-vt,stress,1,22,46.67
boot-vt_stress_rep1,boot-vt,stress,1,27,49.00
boot-vt_stress_rep1,boot-vt,stress,1,32,60.20
boot-vt_stress_rep1,boot-vt,stress,1,38,45.17
boot-vt_stress_rep1,boot-vt,stress,1,43,49.40
boot-vt_stress_rep1,boot-vt,stress,1,49,70.33
boot-vt_stress_rep1,boot-vt,stress,1,57,34.88
boot-vt_stress_rep1,boot-vt,stress,1,62,60.60
boot-vt_stress_rep1,boot-vt,stress,1,69,50.86
boot-vt_stress_rep1,boot-vt,stress,1,76,57.29
boot-vt_stress_rep1,boot-vt,stress,1,84,61.25
boot-vt_stress_rep1,boot-vt,stress,1,93,52.11
boot-vt_stress_rep1,boot-vt,stress,1,109,680.60
boot-vt_stress_rep1,boot-vt,stress,1,117,31.00
boot-vt_stress_rep1,boot-vt,stress,1,136,793.40
boot-vt_stress_rep1,boot-vt,stress,1,142,75.50
boot-vt_stress_rep1,boot-vt,stress,1,148,89.33
boot-vt_stress_rep1,boot-vt,stress,1,154,23.17
boot-vt_stress_rep1,boot-vt,stress,1,159,27.00
boot-vt_stress_rep1,boot-vt,stress,1,165,23.33
boot-vt_stress_rep1,boot-vt,stress,1,170,28.60
boot-vt_stress_rep1,boot-vt,stress,1,175,168.60
boot-vt_stress_rep1,boot-vt,stress,1,180,28.00
boot-vt_stress_rep1,boot-vt,stress,1,186,23.50
boot-vt_stress_rep1,boot-vt,stress,1,191,27.80
boot-vt_stress_rep1,boot-vt,stress,1,196,27.60
boot-vt_stress_rep1,boot-vt,stress,1,201,27.40
boot-vt_stress_rep2,boot-vt,stress,2,0,19.80
boot-vt_stress_rep2,boot-vt,stress,2,5,49.40
boot-vt_stress_rep2,boot-vt,stress,2,10,52.80
boot-vt_stress_rep2,boot-vt,stress,2,15,50.00
boot-vt_stress_rep2,boot-vt,stress,2,21,43.67
boot-vt_stress_rep2,boot-vt,stress,2,26,47.20
boot-vt_stress_rep2,boot-vt,stress,2,31,56.60
boot-vt_stress_rep2,boot-vt,stress,2,37,40.67
boot-vt_stress_rep2,boot-vt,stress,2,43,53.00
boot-vt_stress_rep2,boot-vt,stress,2,49,39.33
boot-vt_stress_rep2,boot-vt,stress,2,54,48.00
boot-vt_stress_rep2,boot-vt,stress,2,59,56.20
boot-vt_stress_rep2,boot-vt,stress,2,65,47.00
boot-vt_stress_rep2,boot-vt,stress,2,70,73.80
boot-vt_stress_rep2,boot-vt,stress,2,76,30.67
boot-vt_stress_rep2,boot-vt,stress,2,82,54.33
boot-vt_stress_rep2,boot-vt,stress,2,87,37.80
boot-vt_stress_rep2,boot-vt,stress,2,93,66.83
boot-vt_stress_rep2,boot-vt,stress,2,98,27.00
boot-vt_stress_rep2,boot-vt,stress,2,103,91.80
boot-vt_stress_rep2,boot-vt,stress,2,108,47.20
boot-vt_stress_rep2,boot-vt,stress,2,114,22.00
boot-vt_stress_rep2,boot-vt,stress,2,120,38.17
boot-vt_stress_rep2,boot-vt,stress,2,125,93.80
boot-vt_stress_rep2,boot-vt,stress,2,130,51.20
boot-vt_stress_rep2,boot-vt,stress,2,135,27.40
boot-vt_stress_rep2,boot-vt,stress,2,141,26.33
boot-vt_stress_rep2,boot-vt,stress,2,146,59.00
boot-vt_stress_rep2,boot-vt,stress,2,151,101.00
boot-vt_stress_rep2,boot-vt,stress,2,157,22.67
boot-vt_stress_rep2,boot-vt,stress,2,162,66.80
boot-vt_stress_rep2,boot-vt,stress,2,167,30.00
boot-vt_stress_rep2,boot-vt,stress,2,173,27.33
boot-vt_stress_rep2,boot-vt,stress,2,178,60.00
boot-vt_stress_rep2,boot-vt,stress,2,184,73.83
boot-vt_stress_rep2,boot-vt,stress,2,189,27.40
boot-vt_stress_rep2,boot-vt,stress,2,194,30.00
boot-vt_stress_rep2,boot-vt,stress,2,199,27.60
boot-vt_stress_rep3,boot-vt,stress,3,0,21.00
boot-vt_stress_rep3,boot-vt,stress,3,5,48.80
boot-vt_stress_rep3,boot-vt,stress,3,10,50.00
boot-vt_stress_rep3,boot-vt,stress,3,16,47.83
boot-vt_stress_rep3,boot-vt,stress,3,21,61.40
boot-vt_stress_rep3,boot-vt,stress,3,27,44.67
boot-vt_stress_rep3,boot-vt,stress,3,33,48.67
boot-vt_stress_rep3,boot-vt,stress,3,38,59.40
boot-vt_stress_rep3,boot-vt,stress,3,43,54.80
boot-vt_stress_rep3,boot-vt,stress,3,49,74.17
boot-vt_stress_rep3,boot-vt,stress,3,58,32.00
boot-vt_stress_rep3,boot-vt,stress,3,64,50.17
boot-vt_stress_rep3,boot-vt,stress,3,70,66.83
boot-vt_stress_rep3,boot-vt,stress,3,77,61.86
boot-vt_stress_rep3,boot-vt,stress,3,95,605.00
boot-vt_stress_rep3,boot-vt,stress,3,100,34.20
boot-vt_stress_rep3,boot-vt,stress,3,106,91.83
boot-vt_stress_rep3,boot-vt,stress,3,111,25.40
boot-vt_stress_rep3,boot-vt,stress,3,116,35.00
boot-vt_stress_rep3,boot-vt,stress,3,121,27.40
boot-vt_stress_rep3,boot-vt,stress,3,127,112.17
boot-vt_stress_rep3,boot-vt,stress,3,132,27.80
boot-vt_stress_rep3,boot-vt,stress,3,137,34.20
boot-vt_stress_rep3,boot-vt,stress,3,142,27.40
boot-vt_stress_rep3,boot-vt,stress,3,147,102.00
boot-vt_stress_rep3,boot-vt,stress,3,153,81.33
boot-vt_stress_rep3,boot-vt,stress,3,158,39.20
boot-vt_stress_rep3,boot-vt,stress,3,163,26.80
boot-vt_stress_rep3,boot-vt,stress,3,169,25.33
boot-vt_stress_rep3,boot-vt,stress,3,174,30.80
boot-vt_stress_rep3,boot-vt,stress,3,179,55.40
boot-vt_stress_rep3,boot-vt,stress,3,185,83.50
boot-vt_stress_rep3,boot-vt,stress,3,190,27.80
boot-vt_stress_rep3,boot-vt,stress,3,195,28.40
boot-vt_stress_rep3,boot-vt,stress,3,201,25.17
boot-vt_stress_rep4,boot-vt,stress,4,0,20.80
boot-vt_stress_rep4,boot-vt,stress,4,5,47.00
boot-vt_stress_rep4,boot-vt,stress,4,10,51.40
boot-vt_stress_rep4,boot-vt,stress,4,16,47.33
boot-vt_stress_rep4,boot-vt,stress,4,21,54.20
boot-vt_stress_rep4,boot-vt,stress,4,26,50.60
boot-vt_stress_rep4,boot-vt,stress,4,31,58.40
boot-vt_stress_rep4,boot-vt,stress,4,37,48.83
boot-vt_stress_rep4,boot-vt,stress,4,43,62.50
boot-vt_stress_rep4,boot-vt,stress,4,50,51.57
boot-vt_stress_rep4,boot-vt,stress,4,55,54.80
boot-vt_stress_rep4,boot-vt,stress,4,60,48.80
boot-vt_stress_rep4,boot-vt,stress,4,65,36.40
boot-vt_stress_rep4,boot-vt,stress,4,71,53.83
boot-vt_stress_rep4,boot-vt,stress,4,76,69.80
boot-vt_stress_rep4,boot-vt,stress,4,81,28.40
boot-vt_stress_rep4,boot-vt,stress,4,87,76.33
boot-vt_stress_rep4,boot-vt,stress,4,92,29.80
boot-vt_stress_rep4,boot-vt,stress,4,98,81.67
boot-vt_stress_rep4,boot-vt,stress,4,103,45.40
boot-vt_stress_rep4,boot-vt,stress,4,109,23.83
boot-vt_stress_rep4,boot-vt,stress,4,114,51.80
boot-vt_stress_rep4,boot-vt,stress,4,120,90.83
boot-vt_stress_rep4,boot-vt,stress,4,125,32.80
boot-vt_stress_rep4,boot-vt,stress,4,130,27.20
boot-vt_stress_rep4,boot-vt,stress,4,135,30.40
boot-vt_stress_rep4,boot-vt,stress,4,141,128.67
boot-vt_stress_rep4,boot-vt,stress,4,146,29.20
boot-vt_stress_rep4,boot-vt,stress,4,151,31.40
boot-vt_stress_rep4,boot-vt,stress,4,156,28.40
boot-vt_stress_rep4,boot-vt,stress,4,162,24.83
boot-vt_stress_rep4,boot-vt,stress,4,167,186.80
boot-vt_stress_rep4,boot-vt,stress,4,173,22.50
boot-vt_stress_rep4,boot-vt,stress,4,178,29.00
boot-vt_stress_rep4,boot-vt,stress,4,183,27.40
boot-vt_stress_rep4,boot-vt,stress,4,188,31.60
boot-vt_stress_rep4,boot-vt,stress,4,194,25.50
boot-vt_stress_rep4,boot-vt,stress,4,199,51.80
boot-vt_stress_rep5,boot-vt,stress,5,0,20.00
boot-vt_stress_rep5,boot-vt,stress,5,5,46.60
boot-vt_stress_rep5,boot-vt,stress,5,10,49.60
boot-vt_stress_rep5,boot-vt,stress,5,15,51.80
boot-vt_stress_rep5,boot-vt,stress,5,21,42.33
boot-vt_stress_rep5,boot-vt,stress,5,26,55.00
boot-vt_stress_rep5,boot-vt,stress,5,32,50.33
boot-vt_stress_rep5,boot-vt,stress,5,37,43.20
boot-vt_stress_rep5,boot-vt,stress,5,42,75.00
boot-vt_stress_rep5,boot-vt,stress,5,50,30.00
boot-vt_stress_rep5,boot-vt,stress,5,55,64.20
boot-vt_stress_rep5,boot-vt,stress,5,61,44.17
boot-vt_stress_rep5,boot-vt,stress,5,67,49.50
boot-vt_stress_rep5,boot-vt,stress,5,73,61.50
boot-vt_stress_rep5,boot-vt,stress,5,91,0.60
boot-vt_stress_rep5,boot-vt,stress,5,101,618.60
boot-vt_stress_rep5,boot-vt,stress,5,106,27.00
boot-vt_stress_rep5,boot-vt,stress,5,111,32.40
boot-vt_stress_rep5,boot-vt,stress,5,116,24.00
boot-vt_stress_rep5,boot-vt,stress,5,121,126.60
boot-vt_stress_rep5,boot-vt,stress,5,126,25.60
boot-vt_stress_rep5,boot-vt,stress,5,132,23.67
boot-vt_stress_rep5,boot-vt,stress,5,137,28.80
boot-vt_stress_rep5,boot-vt,stress,5,143,130.67
boot-vt_stress_rep5,boot-vt,stress,5,148,27.60
boot-vt_stress_rep5,boot-vt,stress,5,153,32.00
boot-vt_stress_rep5,boot-vt,stress,5,158,28.00
boot-vt_stress_rep5,boot-vt,stress,5,164,27.17
boot-vt_stress_rep5,boot-vt,stress,5,170,122.17
boot-vt_stress_rep5,boot-vt,stress,5,175,55.20
boot-vt_stress_rep5,boot-vt,stress,5,180,27.80
boot-vt_stress_rep5,boot-vt,stress,5,185,27.40
boot-vt_stress_rep5,boot-vt,stress,5,190,26.00
boot-vt_stress_rep5,boot-vt,stress,5,196,24.00
boot-vt_stress_rep5,boot-vt,stress,5,201,36.00
vapor_load_rep1,vapor,load,1,0,3.00
vapor_load_rep1,vapor,load,1,5,3.60
vapor_load_rep1,vapor,load,1,10,6.80
vapor_load_rep1,vapor,load,1,15,7.60
vapor_load_rep1,vapor,load,1,20,9.60
vapor_load_rep1,vapor,load,1,25,10.20
vapor_load_rep1,vapor,load,1,30,12.60
vapor_load_rep1,vapor,load,1,35,18.80
vapor_load_rep1,vapor,load,1,40,24.40
vapor_load_rep1,vapor,load,1,45,27.60
vapor_load_rep1,vapor,load,1,50,36.20
vapor_load_rep1,vapor,load,1,55,35.20
vapor_load_rep1,vapor,load,1,60,43.00
vapor_load_rep1,vapor,load,1,65,48.80
vapor_load_rep1,vapor,load,1,70,54.40
vapor_load_rep1,vapor,load,1,75,60.60
vapor_load_rep1,vapor,load,1,80,60.40
vapor_load_rep1,vapor,load,1,85,72.40
vapor_load_rep1,vapor,load,1,90,68.60
vapor_load_rep1,vapor,load,1,95,74.20
vapor_load_rep1,vapor,load,1,100,78.80
vapor_load_rep1,vapor,load,1,105,79.40
vapor_load_rep1,vapor,load,1,110,82.40
vapor_load_rep1,vapor,load,1,115,86.40
vapor_load_rep1,vapor,load,1,120,95.20
vapor_load_rep1,vapor,load,1,125,81.40
vapor_load_rep1,vapor,load,1,130,85.20
vapor_load_rep1,vapor,load,1,135,91.80
vapor_load_rep1,vapor,load,1,141,73.83
vapor_load_rep1,vapor,load,1,146,106.20
vapor_load_rep1,vapor,load,1,151,86.00
vapor_load_rep1,vapor,load,1,156,86.40
vapor_load_rep1,vapor,load,1,161,91.20
vapor_load_rep1,vapor,load,1,166,74.20
vapor_load_rep1,vapor,load,1,171,96.00
vapor_load_rep1,vapor,load,1,176,83.00
vapor_load_rep1,vapor,load,1,182,84.17
vapor_load_rep1,vapor,load,1,187,85.40
vapor_load_rep1,vapor,load,1,192,87.00
vapor_load_rep1,vapor,load,1,197,61.40
vapor_load_rep1,vapor,load,1,202,36.40
vapor_load_rep1,vapor,load,1,208,13.00
vapor_load_rep2,vapor,load,2,0,3.00
vapor_load_rep2,vapor,load,2,5,3.00
vapor_load_rep2,vapor,load,2,10,6.00
vapor_load_rep2,vapor,load,2,15,6.60
vapor_load_rep2,vapor,load,2,20,10.40
vapor_load_rep2,vapor,load,2,25,12.20
vapor_load_rep2,vapor,load,2,30,13.80
vapor_load_rep2,vapor,load,2,35,22.20
vapor_load_rep2,vapor,load,2,40,22.80
vapor_load_rep2,vapor,load,2,45,26.60
vapor_load_rep2,vapor,load,2,50,34.20
vapor_load_rep2,vapor,load,2,55,39.60
vapor_load_rep2,vapor,load,2,60,40.20
vapor_load_rep2,vapor,load,2,65,47.60
vapor_load_rep2,vapor,load,2,70,51.00
vapor_load_rep2,vapor,load,2,75,55.00
vapor_load_rep2,vapor,load,2,80,59.60
vapor_load_rep2,vapor,load,2,85,65.40
vapor_load_rep2,vapor,load,2,90,70.60
vapor_load_rep2,vapor,load,2,95,77.20
vapor_load_rep2,vapor,load,2,100,77.80
vapor_load_rep2,vapor,load,2,105,81.80
vapor_load_rep2,vapor,load,2,110,83.00
vapor_load_rep2,vapor,load,2,115,90.40
vapor_load_rep2,vapor,load,2,120,91.00
vapor_load_rep2,vapor,load,2,125,89.20
vapor_load_rep2,vapor,load,2,130,98.60
vapor_load_rep2,vapor,load,2,135,101.60
vapor_load_rep2,vapor,load,2,140,95.20
vapor_load_rep2,vapor,load,2,145,83.20
vapor_load_rep2,vapor,load,2,150,87.20
vapor_load_rep2,vapor,load,2,156,77.67
vapor_load_rep2,vapor,load,2,161,90.60
vapor_load_rep2,vapor,load,2,166,89.80
vapor_load_rep2,vapor,load,2,171,79.00
vapor_load_rep2,vapor,load,2,176,92.20
vapor_load_rep2,vapor,load,2,181,83.60
vapor_load_rep2,vapor,load,2,187,79.33
vapor_load_rep2,vapor,load,2,192,83.40
vapor_load_rep2,vapor,load,2,197,62.80
vapor_load_rep2,vapor,load,2,202,42.00
vapor_load_rep2,vapor,load,2,207,16.80
vapor_load_rep3,vapor,load,3,0,3.20
vapor_load_rep3,vapor,load,3,5,4.40
vapor_load_rep3,vapor,load,3,10,4.80
vapor_load_rep3,vapor,load,3,15,7.00
vapor_load_rep3,vapor,load,3,20,9.00
vapor_load_rep3,vapor,load,3,25,13.20
vapor_load_rep3,vapor,load,3,30,14.80
vapor_load_rep3,vapor,load,3,35,18.80
vapor_load_rep3,vapor,load,3,40,20.80
vapor_load_rep3,vapor,load,3,45,29.80
vapor_load_rep3,vapor,load,3,50,31.40
vapor_load_rep3,vapor,load,3,55,39.40
vapor_load_rep3,vapor,load,3,60,43.60
vapor_load_rep3,vapor,load,3,65,47.60
vapor_load_rep3,vapor,load,3,70,51.80
vapor_load_rep3,vapor,load,3,75,56.60
vapor_load_rep3,vapor,load,3,80,60.80
vapor_load_rep3,vapor,load,3,85,67.20
vapor_load_rep3,vapor,load,3,90,74.20
vapor_load_rep3,vapor,load,3,95,76.20
vapor_load_rep3,vapor,load,3,100,77.20
vapor_load_rep3,vapor,load,3,105,85.20
vapor_load_rep3,vapor,load,3,110,86.60
vapor_load_rep3,vapor,load,3,115,89.60
vapor_load_rep3,vapor,load,3,120,93.20
vapor_load_rep3,vapor,load,3,125,97.20
vapor_load_rep3,vapor,load,3,130,97.40
vapor_load_rep3,vapor,load,3,135,105.60
vapor_load_rep3,vapor,load,3,140,104.40
vapor_load_rep3,vapor,load,3,145,112.60
vapor_load_rep3,vapor,load,3,150,87.60
vapor_load_rep3,vapor,load,3,155,91.20
vapor_load_rep3,vapor,load,3,161,68.17
vapor_load_rep3,vapor,load,3,166,91.40
vapor_load_rep3,vapor,load,3,171,97.60
vapor_load_rep3,vapor,load,3,176,80.20
vapor_load_rep3,vapor,load,3,182,75.17
vapor_load_rep3,vapor,load,3,187,85.60
vapor_load_rep3,vapor,load,3,192,85.80
vapor_load_rep3,vapor,load,3,197,60.80
vapor_load_rep3,vapor,load,3,202,42.60
vapor_load_rep3,vapor,load,3,207,16.80
vapor_load_rep4,vapor,load,4,0,3.00
vapor_load_rep4,vapor,load,4,5,3.60
vapor_load_rep4,vapor,load,4,10,5.40
vapor_load_rep4,vapor,load,4,16,5.83
vapor_load_rep4,vapor,load,4,21,9.20
vapor_load_rep4,vapor,load,4,26,10.40
vapor_load_rep4,vapor,load,4,31,14.80
vapor_load_rep4,vapor,load,4,36,18.20
vapor_load_rep4,vapor,load,4,41,22.80
vapor_load_rep4,vapor,load,4,46,28.00
vapor_load_rep4,vapor,load,4,51,35.40
vapor_load_rep4,vapor,load,4,56,39.40
vapor_load_rep4,vapor,load,4,61,42.00
vapor_load_rep4,vapor,load,4,66,46.20
vapor_load_rep4,vapor,load,4,71,53.80
vapor_load_rep4,vapor,load,4,76,55.80
vapor_load_rep4,vapor,load,4,81,59.80
vapor_load_rep4,vapor,load,4,86,65.20
vapor_load_rep4,vapor,load,4,91,69.20
vapor_load_rep4,vapor,load,4,96,77.40
vapor_load_rep4,vapor,load,4,101,75.60
vapor_load_rep4,vapor,load,4,106,81.80
vapor_load_rep4,vapor,load,4,111,87.00
vapor_load_rep4,vapor,load,4,116,86.40
vapor_load_rep4,vapor,load,4,121,90.80
vapor_load_rep4,vapor,load,4,126,95.00
vapor_load_rep4,vapor,load,4,131,103.80
vapor_load_rep4,vapor,load,4,136,97.20
vapor_load_rep4,vapor,load,4,141,91.60
vapor_load_rep4,vapor,load,4,146,87.40
vapor_load_rep4,vapor,load,4,151,88.60
vapor_load_rep4,vapor,load,4,157,68.50
vapor_load_rep4,vapor,load,4,162,89.00
vapor_load_rep4,vapor,load,4,167,93.40
vapor_load_rep4,vapor,load,4,172,86.80
vapor_load_rep4,vapor,load,4,178,74.17
vapor_load_rep4,vapor,load,4,183,92.80
vapor_load_rep4,vapor,load,4,188,83.20
vapor_load_rep4,vapor,load,4,193,84.60
vapor_load_rep4,vapor,load,4,198,57.00
vapor_load_rep4,vapor,load,4,203,37.40
vapor_load_rep4,vapor,load,4,208,13.80
vapor_load_rep5,vapor,load,5,0,3.00
vapor_load_rep5,vapor,load,5,5,4.60
vapor_load_rep5,vapor,load,5,10,5.00
vapor_load_rep5,vapor,load,5,15,7.20
vapor_load_rep5,vapor,load,5,20,9.00
vapor_load_rep5,vapor,load,5,25,11.20
vapor_load_rep5,vapor,load,5,30,13.80
vapor_load_rep5,vapor,load,5,35,19.40
vapor_load_rep5,vapor,load,5,40,23.60
vapor_load_rep5,vapor,load,5,45,31.20
vapor_load_rep5,vapor,load,5,50,35.20
vapor_load_rep5,vapor,load,5,55,34.60
vapor_load_rep5,vapor,load,5,60,43.00
vapor_load_rep5,vapor,load,5,65,48.60
vapor_load_rep5,vapor,load,5,70,52.80
vapor_load_rep5,vapor,load,5,75,58.80
vapor_load_rep5,vapor,load,5,80,61.60
vapor_load_rep5,vapor,load,5,85,63.20
vapor_load_rep5,vapor,load,5,90,69.20
vapor_load_rep5,vapor,load,5,95,74.80
vapor_load_rep5,vapor,load,5,100,81.80
vapor_load_rep5,vapor,load,5,105,79.20
vapor_load_rep5,vapor,load,5,110,87.00
vapor_load_rep5,vapor,load,5,115,87.20
vapor_load_rep5,vapor,load,5,120,91.80
vapor_load_rep5,vapor,load,5,125,93.20
vapor_load_rep5,vapor,load,5,130,84.40
vapor_load_rep5,vapor,load,5,135,91.40
vapor_load_rep5,vapor,load,5,140,88.20
vapor_load_rep5,vapor,load,5,145,88.60
vapor_load_rep5,vapor,load,5,151,74.00
vapor_load_rep5,vapor,load,5,156,88.60
vapor_load_rep5,vapor,load,5,161,91.60
vapor_load_rep5,vapor,load,5,166,86.00
vapor_load_rep5,vapor,load,5,172,70.50
vapor_load_rep5,vapor,load,5,177,95.60
vapor_load_rep5,vapor,load,5,182,85.00
vapor_load_rep5,vapor,load,5,187,91.20
vapor_load_rep5,vapor,load,5,192,86.60
vapor_load_rep5,vapor,load,5,197,65.00
vapor_load_rep5,vapor,load,5,202,38.00
