run_id,config,scenario,repetition,target,k6_returncode,server_metrics_incomplete,k6_wall_seconds,window_seconds,finished_iso,iterations,vus_max,error_count,server_request_count,probe_samples,probe_failures,cpu_quota_percent,tomcat_threads_max_config,db_pool_active_peak,swift_rss_internal_bytes,server_throughput_p90_rps,client_p50_ms,client_p95_ms,client_p99_ms,client_max_ms,server_p50_ms,server_p95_ms,server_p99_ms,server_mean_ms,throughput_rps,requests_total,error_rate,rss_peak_bytes,rss_steady_bytes,cpu_mean_percent_of_one_core,jvm_heap_used_steady_bytes,jvm_heap_used_peak_bytes,jvm_heap_committed_steady_bytes,jvm_heap_committed_peak_bytes,gc_pause_count,gc_pause_total_seconds,tomcat_busy_threads_median,tomcat_busy_threads_peak,db_pool_pending_median,db_pool_pending_peak,db_wait_mean_ms,probe_p50_ms,probe_p95_ms,probe_p99_ms,k6_cpu_mean_percent_of_one_core,k6_cpu_peak_percent_of_one_core,k6_rss_peak_bytes,server_throughput_peak_rps,ep_get_users_p95_ms,ep_get_products_p95_ms,ep_post_users_p95_ms,ep_post_orders_p95_ms
boot-t200_stress_rep5,boot-t200,stress,5,java,0,0,210.81865406036377,222.24561524391174,2026-09-23T04:23:59,2380.0,800.0,44.0,5440.0,177,14,450.0,200.0,20.0,,32.7,10864.683,33358.34574999997,42337.95878,53003.518,1889.6642827203389,22061.3738637511,30000.0,5974.942793059376,24.587741960946964,5172.0,0.008507347254447023,1133091225.6000001,1092196761.6000001,148.2773076923077,61031040.0,124811656.0,97517568.0,139460608.0,54.0,0.737,1.0,200.0,0.0,177.0,3045.945150188723,5.378,1333.7787000000023,6061.961139999974,2.3479466255139245,6.772845552170488,229212160.0,37.8,30709.961049999998,,37299.458499999986,
boot-t64_stress_rep1,boot-t64,stress,1,java,0,1,210.90518808364868,227.7418189048767,2026-09-23T00:23:38,2435.0,800.0,0.0,,192,13,450.0,64.0,20.0,,31.4375,11484.194,31296.392,35397.28796,40596.742,,,,,25.078499149144765,5275.0,0.0,1091043328.0,1067869798.4000001,149.05549019607844,57995152.0,109453968.0,111673344.0,139460608.0,11.0,0.081,1.0,64.0,0.0,42.0,973.8048879358491,6.042,2139.0559999999964,5559.590979999998,2.4876198986860767,7.168500126559128,262438912.0,37.2,30600.38945,,32499.1454,
boot-t64_stress_rep2,boot-t64,stress,2,java,0,1,210.88691782951355,227.6128351688385,2026-09-23T01:12:46,2386.0,800.0,0.0,,192,12,450.0,64.0,20.0,,33.46666666666667,11697.585,28507.781699999996,31697.903599999998,38906.714,,,,,24.81331781877348,5219.0,0.0,1066401792.0,1020159590.4,149.0126923076923,64988248.0,92148392.0,94371840.0,103809024.0,53.0,0.49,1.0,64.0,0.0,43.0,1106.6359526817923,5.583500000000001,1583.2473499999962,8450.127610000007,2.423606711388965,7.741786570639659,261423104.0,36.4,27061.524849999994,,29909.3085,
boot-t64_stress_rep3,boot-t64,stress,3,java,0,1,210.8318657875061,226.5268428325653,2026-09-23T02:00:34,2423.0,800.0,0.0,,204,12,450.0,64.0,20.0,,31.84,11299.5285,27905.05905,31334.310209999996,36104.094,,,,,25.07241347047313,5274.0,0.0,1129526067.2,1114741145.6000001,148.58235294117645,74100000.0,137484384.0,103809024.0,159383552.0,28.0,0.177,1.0,64.0,0.0,43.0,1035.62475264185,5.7485,1963.5563999999974,8019.636520000001,2.462456074119693,7.4725736413026835,257736704.0,39.0,26049.266499999994,,29204.1547,
boot-t64_stress_rep4,boot-t64,stress,4,java,0,1,210.8371729850769,228.32209587097168,2026-09-23T03:52:27,2430.0,800.0,0.0,,192,12,450.0,64.0,20.0,,30.720000000000002,11601.984,27802.48565,31504.3168,38096.307,,,,,25.163956945496764,5292.0,0.0,1159620198.4,1134139801.6,149.37557692307692,65885952.0,91051776.0,101711872.0,106954752.0,49.0,0.296,1.0,64.0,0.0,44.0,1049.8490762726237,5.5965,2495.454099999993,6999.03325,2.2573224697310987,7.660103874867097,258228224.0,36.2,26587.04925,,28747.17229999999,
boot-t64_stress_rep5,boot-t64,stress,5,java,0,1,210.79036593437195,229.69114899635315,2026-09-23T04:40:34,2335.0,800.0,0.0,,186,13,450.0,64.0,20.0,,31.780000000000005,11708.683,28295.2465,34231.4321,40103.689,,,,,24.119016076748714,5071.0,0.0,1067345510.4000001,1027499622.4,148.27673076923077,64706984.0,88872352.0,93323264.0,97517568.0,52.0,0.54,1.0,64.0,0.0,43.0,994.0626618199609,6.128,2223.3188000000005,6601.405760000001,2.2816361272054952,7.497418844250444,241909760.0,35.0,26472.313499999997,,29627.19189999999,
boot-vt_stress_rep1,boot-vt,stress,1,java,0,0,205.89925289154053,209.9038987159729,2026-09-23T00:39:50,4828.0,800.0,1.0,9802.0,192,8,450.0,,20.0,,89.33333333333333,4399.216,22411.07539999995,26563.14672,32794.891,2198.61421,22716.749561869412,27482.595916941205,5671.419553438074,47.34471118511524,9725.0,0.00010282776349614396,1347420160.0,1120088883.2,145.16,69674588.0,361209464.0,94371840.0,414187520.0,147.0,1.106,,,0.0,770.0,5902.322294484891,4.461,4113.042549999997,7837.539979999982,2.577831415194579,10.668746583084621,259391488.0,793.4,20318.840500000002,,23989.23419999998,
boot-vt_stress_rep2,boot-vt,stress,2,java,0,0,206.12391591072083,207.9639151096344,2026-09-23T01:28:55,4654.0,800.0,0.0,9400.0,207,8,450.0,,20.0,,73.81,5686.612,19681.470400000002,22817.177359999998,29625.771,5215.891931351123,20188.325538626726,22668.982532792626,7047.949563715211,45.46963516218198,9349.0,0.0,1299605094.4,1132566937.6,147.93254901960782,72724128.0,297246328.0,102760448.0,361758720.0,202.0,1.2260000000000002,,,0.0,765.0,7111.385757889649,4.336,3546.0041999999958,5848.509440000009,2.372803764206397,6.558751732480611,262553600.0,101.0,19221.2229,,19909.75845,
boot-vt_stress_rep3,boot-vt,stress,3,java,0,0,205.00158381462097,208.34900617599487,2026-09-23T02:16:45,4900.0,800.0,2.0,9888.0,198,6,450.0,,20.0,,88.50000000000001,4617.7080000000005,21379.85675,26321.766099999986,30603.204,3835.077871603352,21835.964342168165,27105.79890552649,6405.285785332323,48.15587384352478,9846.0,0.00020312817387771684,1467901542.4,1166121369.6,144.57019607843137,74013172.0,374316664.0,112197632.0,497025024.0,61.0,0.6869999999999999,,,0.0,769.0,6574.382977256753,4.250500000000001,4389.768849999991,8877.795580000002,2.597588257307587,7.5050119541960445,251609088.0,605.0,20911.9653,,21791.512600000002,
boot-vt_stress_rep4,boot-vt,stress,4,java,0,0,204.15357613563538,208.03395700454712,2026-09-23T03:04:24,4941.0,800.0,0.0,9938.0,195,8,450.0,,20.0,,77.93333333333335,4318.706,22282.770999999997,27902.080319999997,30104.114,4029.088366171429,22280.325723439564,28170.090911495226,6579.820662305192,48.651477731302286,9907.0,0.0,1515821465.6000001,1213097574.4,145.131568627451,73917960.0,456105592.0,134217728.0,550502400.0,71.0,0.706,,,0.0,769.0,6609.705731752898,4.021,4258.481999999989,7126.202579999997,2.454536236008545,9.024354769172763,262389760.0,186.8,20593.68345,,23253.952100000002,
boot-vt_stress_rep5,boot-vt,stress,5,java,0,0,205.24868202209473,207.45437216758728,2026-09-23T04:56:47,4693.0,800.0,2.0,9482.0,195,9,450.0,,20.0,,103.30000000000007,4787.648499999999,21990.29625,26266.208730000002,30535.841,3180.7069106415092,22539.108603391036,27398.799509143148,6550.984661018351,46.06619645015942,9430.0,0.00021208907741251324,1319108608.0,1095132774.4,145.5021568627451,65722144.0,340322968.0,114294784.0,384827392.0,173.0,1.224,,,0.0,765.0,6663.427415450447,5.348,3167.3587500000003,7541.797750000003,2.4669223026134954,8.80265301024376,257867776.0,618.6,20199.23149999999,,23632.8119,
vapor_stress_rep1,vapor,stress,1,swift,0,0,204.48763513565063,206.9435257911682,2026-09-22T23:41:15,3640.0,800.0,932.0,7374.0,429,0,450.0,,,80539648.0,48.56250000000001,8495.059000000001,21607.8522,25595.62024,30698.103,7581.365156552239,21846.027307207354,26287.108725343674,8508.445659787767,35.89293102400248,7322.0,0.1272876263316034,76145491.968,53086257.151999995,146.1712,,,,,,,,,,,,3.202,2185.1665999999996,4434.434439999994,2.424178939483891,8.083764944309808,246824960.0,713.2,14293.858349999999,,23701.008799999985,
vapor_stress_rep2,vapor,stress,2,swift,0,0,204.02866983413696,205.9166660308838,2026-09-23T01:44:39,3648.0,800.0,615.0,7334.0,432,0,450.0,,,81330176.0,51.05,8997.98,23106.445499999998,25693.355799999998,29194.453,7847.917883530487,21972.28440179064,26741.266047920086,8625.684115696346,35.93353154821781,7311.0,0.08411981945014362,79921414.144,54089744.384,145.686,,,,,,,,,,,,3.0854999999999997,2387.89425,3684.24694,2.4783346068648533,6.758736711060196,259915776.0,66.0,14033.394049999999,,24495.3462,
vapor_stress_rep3,vapor,stress,3,swift,0,0,203.0007438659668,205.8726990222931,2026-09-23T02:32:29,3615.0,800.0,687.0,7280.0,429,0,450.0,,,80900096.0,49.25,8610.311,23503.09785,26394.95036,31093.824,7545.610351462329,22526.464627679634,27328.507138460925,8580.761357239011,35.80801593009232,7250.0,0.09475862068965517,77806436.352,53401878.528,143.2706,,,,,,,,,,,,3.005,2191.041399999999,3995.6120799999917,2.390425492553099,6.452124289907839,265437184.0,808.3,14801.7911,,24732.850399999985,
vapor_stress_rep4,vapor,stress,4,swift,0,0,206.0427279472351,209.8158278465271,2026-09-23T03:20:08,3644.0,800.0,670.0,7384.0,462,0,450.0,,,80572416.0,57.06666666666668,8128.427,23206.34375,25906.04633,30000.046,7155.438239164683,22240.822139765423,27092.28908614142,8501.000807967226,35.66898695567342,7332.0,0.09138025095471904,71303168.0,54597255.168,144.8492156862745,,,,,,,,,,,,3.061,1893.4867999999988,3693.5602599999997,2.575668148981669,6.95330568203724,256376832.0,605.7,13897.9013,,24799.2556,
vapor_stress_rep5,vapor,stress,5,swift,0,0,199.90529084205627,201.81313705444336,2026-09-23T04:08:07,3609.0,800.0,702.0,7250.0,426,0,450.0,,,80281600.0,45.375,8418.248,24198.018,26371.548159999995,30196.566,7412.633911152285,23130.9139595527,27619.348250606756,8511.816804197104,36.25527931457872,7229.0,0.0971088670632176,78032928.768,54188310.528000005,146.09755102040816,,,,,,,,,,,,3.037,1991.41875,3596.56775,2.470351898803861,6.730062463119923,269844480.0,55.125,14245.99715,,25403.4886,
