scenario,config,config_label,metric,n,median,iqr,q1,q3,ci95_low,ci95_high
spike,boot-t64,"Spring Boot, Tomcat 64",error_rate,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
spike,boot-t64,"Spring Boot, Tomcat 64",rss_peak_bytes,5,1091462758.4000,46556774.4000,1078040985.6000,1124597760.0000,1060949196.8000,1192964915.2000
spike,boot-t64,"Spring Boot, Tomcat 64",rss_steady_bytes,5,1084647014.4000,25690112.0000,1068918374.4000,1094608486.4000,1046793420.8000,1177078988.8000
spike,boot-t64,"Spring Boot, Tomcat 64",cpu_mean_percent_of_one_core,5,46.9605,0.7758,46.4637,47.2395,44.6716,51.0218
spike,boot-t64,"Spring Boot, Tomcat 64",jvm_heap_used_steady_bytes,5,71270728.0000,5771248.0000,65698072.0000,71469320.0000,63397592.0000,78461920.0000
spike,boot-t64,"Spring Boot, Tomcat 64",jvm_heap_used_peak_bytes,5,120701168.0000,13452392.0000,108120984.0000,121573376.0000,105180256.0000,132387496.0000
spike,boot-t64,"Spring Boot, Tomcat 64",jvm_heap_committed_steady_bytes,5,103809024.0000,20971520.0000,97517568.0000,118489088.0000,92274688.0000,143654912.0000
spike,boot-t64,"Spring Boot, Tomcat 64",jvm_heap_committed_peak_bytes,5,136314880.0000,13631488.0000,133169152.0000,146800640.0000,118489088.0000,176160768.0000
spike,boot-t64,"Spring Boot, Tomcat 64",gc_pause_count,5,95.0000,22.0000,94.0000,116.0000,88.0000,118.0000
spike,boot-t64,"Spring Boot, Tomcat 64",gc_pause_total_seconds,5,0.5790,0.2100,0.5240,0.7340,0.4640,0.7600
spike,boot-t64,"Spring Boot, Tomcat 64",tomcat_busy_threads_median,5,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000
spike,boot-t64,"Spring Boot, Tomcat 64",tomcat_busy_threads_peak,5,12.0000,4.0000,8.0000,12.0000,5.0000,18.0000
spike,boot-t64,"Spring Boot, Tomcat 64",tomcat_threads_max_config,5,64.0000,0.0000,64.0000,64.0000,64.0000,64.0000
spike,boot-t64,"Spring Boot, Tomcat 64",db_pool_pending_median,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
spike,boot-t64,"Spring Boot, Tomcat 64",db_pool_pending_peak,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
spike,boot-t64,"Spring Boot, Tomcat 64",db_pool_active_peak,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
spike,boot-t64,"Spring Boot, Tomcat 64",db_wait_mean_ms,5,23.4389,7.8347,16.8222,24.6569,4.2239,31.4421
spike,boot-t64,"Spring Boot, Tomcat 64",probe_p50_ms,5,5.8825,0.1285,5.7800,5.9085,5.7240,5.9930
spike,boot-t64,"Spring Boot, Tomcat 64",probe_p95_ms,5,10.4082,0.4027,10.2550,10.6578,10.1778,10.9340
spike,boot-t64,"Spring Boot, Tomcat 64",probe_p99_ms,5,14.2553,2.8112,13.8848,16.6961,12.9700,17.3590
spike,boot-t64,"Spring Boot, Tomcat 64",k6_cpu_mean_percent_of_one_core,5,13.3083,0.3098,13.3057,13.6155,12.4223,13.8385
spike,boot-t64,"Spring Boot, Tomcat 64",k6_cpu_peak_percent_of_one_core,5,28.4904,0.1662,28.3716,28.5378,27.9106,29.1853
spike,boot-t64,"Spring Boot, Tomcat 64",k6_rss_peak_bytes,5,129843200.0000,1835008.0000,129122304.0000,130957312.0000,127844352.0000,131973120.0000
spike,boot-t64,"Spring Boot, Tomcat 64",server_throughput_peak_rps,5,1001.6000,1.2000,1001.4000,1002.6000,999.6000,1005.2000
spike,boot-t64,"Spring Boot, Tomcat 64",ep_get_users_p95_ms,5,17.2010,1.3530,17.1720,18.5250,16.5380,19.6872
spike,boot-t64,"Spring Boot, Tomcat 64",ep_get_products_p95_ms,5,11.3530,0.7395,11.1755,11.9150,10.6892,12.2578
spike,boot-vt,"Spring Boot, virtual threads",client_p50_ms,5,2.5610,0.2420,2.5120,2.7540,2.2860,2.9565
spike,boot-vt,"Spring Boot, virtual threads",client_p95_ms,5,13.8004,0.4280,13.7929,14.2209,11.3844,14.6500
spike,boot-vt,"Spring Boot, virtual threads",client_p99_ms,5,21.4072,4.0855,21.1692,25.2547,18.5209,28.2605
spike,boot-vt,"Spring Boot, virtual threads",client_max_ms,5,89.9480,178.4660,47.2740,225.7400,37.0210,514.4250
spike,boot-vt,"Spring Boot, virtual threads",server_p50_ms,5,1.1020,0.1004,1.0499,1.1503,0.9629,1.2102
spike,boot-vt,"Spring Boot, virtual threads",server_p95_ms,5,6.6048,0.1775,6.5042,6.6817,5.2730,7.0277
spike,boot-vt,"Spring Boot, virtual threads",server_p99_ms,5,12.7880,1.9666,11.9553,13.9219,10.5590,14.6640
spike,boot-vt,"Spring Boot, virtual threads",server_mean_ms,5,2.0710,0.1217,2.0366,2.1583,1.6590,2.5388
spike,boot-vt,"Spring Boot, virtual threads",throughput_rps,5,433.8365,0.3885,433.8248,434.2133,432.5333,436.3302
spike,boot-vt,"Spring Boot, virtual threads",requests_total,5,65350.0000,104.0000,65298.0000,65402.0000,65128.0000,65638.0000
spike,boot-vt,"Spring Boot, virtual threads",error_rate,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
spike,boot-vt,"Spring Boot, virtual threads",rss_peak_bytes,5,1109603123.2000,6501171.2000,1107191398.4000,1113692569.6000,1099641651.2000,1119879168.0000
spike,boot-vt,"Spring Boot, virtual threads",rss_steady_bytes,5,1095027916.8000,4928307.2000,1090623897.6000,1095552204.8000,1082812006.4000,1113168281.6000
spike,boot-vt,"Spring Boot, virtual threads",cpu_mean_percent_of_one_core,5,43.7889,1.4649,43.3611,44.8259,40.4186,45.8578
spike,boot-vt,"Spring Boot, virtual threads",jvm_heap_used_steady_bytes,5,77271920.0000,6885392.0000,70435976.0000,77321368.0000,68717512.0000,77517320.0000
spike,boot-vt,"Spring Boot, virtual threads",jvm_heap_used_peak_bytes,5,128934536.0000,12051256.0000,125975952.0000,138027208.0000,110781304.0000,140224120.0000
spike,boot-vt,"Spring Boot, virtual threads",jvm_heap_committed_steady_bytes,5,122683392.0000,10485760.0000,120586240.0000,131072000.0000,117440512.0000,141557760.0000
spike,boot-vt,"Spring Boot, virtual threads",jvm_heap_committed_peak_bytes,5,143654912.0000,13631488.0000,136314880.0000,149946368.0000,131072000.0000,149946368.0000
spike,boot-vt,"Spring Boot, virtual threads",gc_pause_count,5,125.0000,24.0000,107.0000,131.0000,105.0000,140.0000
spike,boot-vt,"Spring Boot, virtual threads",gc_pause_total_seconds,5,0.5700,0.0670,0.5320,0.5990,0.4870,0.6190
spike,boot-vt,"Spring Boot, virtual threads",db_pool_pending_median,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
spike,boot-vt,"Spring Boot, virtual threads",db_pool_pending_peak,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
spike,boot-vt,"Spring Boot, virtual threads",db_pool_active_peak,5,1.0000,1.0000,0.0000,1.0000,0.0000,1.0000
spike,boot-vt,"Spring Boot, virtual threads",db_wait_mean_ms,5,0.7275,10.3449,0.5392,10.8841,0.4815,22.0004
spike,boot-vt,"Spring Boot, virtual threads",probe_p50_ms,5,5.8725,0.0360,5.8530,5.8890,5.5920,5.9745
spike,boot-vt,"Spring Boot, virtual threads",probe_p95_ms,5,10.7745,0.1372,10.7438,10.8810,10.3808,12.3208
spike,boot-vt,"Spring Boot, virtual threads",probe_p99_ms,5,14.9872,3.4902,14.0160,17.5062,13.8942,21.7840
spike,boot-vt,"Spring Boot, virtual threads",k6_cpu_mean_percent_of_one_core,5,13.6234,0.2988,13.4343,13.7331,13.3738,13.8476
spike,boot-vt,"Spring Boot, virtual threads",k6_cpu_peak_percent_of_one_core,5,28.9263,0.7956,28.2349,29.0305,26.8745,29.4960
spike,boot-vt,"Spring Boot, virtual threads",k6_rss_peak_bytes,5,127942656.0000,2195456.0000,126566400.0000,128761856.0000,123043840.0000,129138688.0000
spike,boot-vt,"Spring Boot, virtual threads",server_throughput_peak_rps,5,1006.6000,0.4000,1006.2000,1006.6000,1002.8000,1007.2000
spike,boot-vt,"Spring Boot, virtual threads",ep_get_users_p95_ms,5,16.7395,0.1925,16.7064,16.8988,13.5171,17.7120
spike,boot-vt,"Spring Boot, virtual threads",ep_get_products_p95_ms,5,8.8754,0.8942,7.9880,8.8822,7.0111,10.5106
soak,vapor,Vapor,client_p50_ms,5,3.4570,0.4980,3.1980,3.6960,2.9350,3.7590
soak,vapor,Vapor,client_p95_ms,5,98.3917,11.3481,93.3572,104.7053,89.7750,124.6328
soak,vapor,Vapor,client_p99_ms,5,223.5204,45.0550,191.6240,236.6789,183.0890,267.8659
soak,vapor,Vapor,client_max_ms,5,364.0500,36.0710,357.6700,393.7410,303.9890,469.4660
soak,vapor,Vapor,server_p50_ms,5,1.9601,0.2505,1.8381,2.0886,1.7048,2.1932
soak,vapor,Vapor,server_p95_ms,5,98.6117,7.7703,95.2717,103.0421,88.9300,124.5109
soak,vapor,Vapor,server_p99_ms,5,210.4236,44.2186,193.8780,238.0967,183.0129,258.6712
soak,vapor,Vapor,server_mean_ms,5,21.7076,1.4353,20.4144,21.8497,18.7258,22.5954
soak,vapor,Vapor,throughput_rps,5,25.6934,0.0138,25.6877,25.7016,25.6022,25.7511
soak,vapor,Vapor,requests_total,5,6180.0000,12.0000,6175.0000,6187.0000,6173.0000,6201.0000
soak,vapor,Vapor,error_rate,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
soak,vapor,Vapor,rss_peak_bytes,5,39631978.4960,299892.7360,39527120.8960,39827013.6320,39442186.2400,54906585.0880
soak,vapor,Vapor,rss_steady_bytes,5,37396414.4640,116391.9360,37388025.8560,37504417.7920,37262196.7360,37621858.3040
soak,vapor,Vapor,cpu_mean_percent_of_one_core,5,35.8222,1.6295,35.7476,37.3771,35.7354,37.5125
soak,vapor,Vapor,probe_p50_ms,5,2.9465,0.0280,2.9460,2.9740,2.8655,3.0210
soak,vapor,Vapor,probe_p95_ms,5,5.7264,0.0420,5.7174,5.7594,5.6281,5.7985
soak,vapor,Vapor,probe_p99_ms,5,29.4730,8.8628,25.3410,34.2038,12.9034,36.9173
soak,vapor,Vapor,k6_cpu_mean_percent_of_one_core,5,1.7836,0.0503,1.7499,1.8002,1.7396,1.8156
soak,vapor,Vapor,k6_cpu_peak_percent_of_one_core,5,2.4379,0.0309,2.4369,2.4678,2.4150,2.6576
soak,vapor,Vapor,k6_rss_peak_bytes,5,53575680.0000,901120.0000,53018624.0000,53919744.0000,52903936.0000,55672832.0000
soak,vapor,Vapor,server_throughput_peak_rps,5,30.0000,0.0000,30.0000,30.0000,30.0000,30.0000
soak,vapor,Vapor,ep_get_products_p95_ms,5,5.2827,0.2165,5.2624,5.4789,5.2237,5.6829
soak,vapor,Vapor,ep_post_users_p95_ms,5,220.9322,42.7291,191.2860,234.0151,183.0842,267.5503
soak,boot-t200,"Spring Boot, Tomcat 200",client_p50_ms,5,2.1230,0.6440,1.7410,2.3850,1.3320,2.9170
soak,boot-t200,"Spring Boot, Tomcat 200",client_p95_ms,5,122.5902,39.9776,120.3654,160.3430,110.0885,177.6000
soak,boot-t200,"Spring Boot, Tomcat 200",client_p99_ms,5,196.8765,102.4226,192.0819,294.5046,179.8838,306.6529
soak,boot-t200,"Spring Boot, Tomcat 200",client_max_ms,5,482.3960,338.2060,408.0000,746.2060,303.8700,1180.8760
soak,boot-t200,"Spring Boot, Tomcat 200",server_p50_ms,5,1.1588,0.3215,0.9657,1.2872,0.8094,1.5978
soak,boot-t200,"Spring Boot, Tomcat 200",server_p95_ms,5,122.7697,34.8582,120.6529,155.5111,111.7958,174.3694
soak,boot-t200,"Spring Boot, Tomcat 200",server_p99_ms,5,194.5564,147.2834,189.5167,336.8002,177.6595,339.2577
soak,boot-t200,"Spring Boot, Tomcat 200",server_mean_ms,5,22.7056,5.8254,22.3000,28.1254,21.3247,28.6385
soak,boot-t200,"Spring Boot, Tomcat 200",throughput_rps,5,25.5778,0.1555,25.4722,25.6277,25.4529,25.6614
soak,boot-t200,"Spring Boot, Tomcat 200",requests_total,5,6173.0000,39.0000,6141.0000,6180.0000,6135.0000,6180.0000
soak,boot-t200,"Spring Boot, Tomcat 200",error_rate,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
soak,boot-t200,"Spring Boot, Tomcat 200",rss_peak_bytes,5,1096600780.8000,14050918.4000,1089260748.8000,1103311667.2000,1047107993.6000,1104569958.4000
soak,boot-t200,"Spring Boot, Tomcat 200",rss_steady_bytes,5,1080138137.6000,13631488.0000,1068498944.0000,1082130432.0000,1026975334.4000,1087583027.2000
soak,boot-t200,"Spring Boot, Tomcat 200",cpu_mean_percent_of_one_core,5,47.9978,0.8853,47.5837,48.4690,47.5183,49.4747
soak,boot-t200,"Spring Boot, Tomcat 200",jvm_heap_used_steady_bytes,5,68429936.0000,4747160.0000,65462560.0000,70209720.0000,62369208.0000,70310776.0000
soak,boot-t200,"Spring Boot, Tomcat 200",jvm_heap_used_peak_bytes,5,115298488.0000,3991448.0000,112988272.0000,116979720.0000,103905160.0000,125443368.0000
soak,boot-t200,"Spring Boot, Tomcat 200",jvm_heap_committed_steady_bytes,5,112197632.0000,25165824.0000,101711872.0000,126877696.0000,94371840.0000,128974848.0000
soak,boot-t200,"Spring Boot, Tomcat 200",jvm_heap_committed_peak_bytes,5,130023424.0000,7340032.0000,124780544.0000,132120576.0000,113246208.0000,150994944.0000
soak,boot-t200,"Spring Boot, Tomcat 200",gc_pause_count,5,43.0000,8.0000,41.0000,49.0000,9.0000,66.0000
soak,boot-t200,"Spring Boot, Tomcat 200",gc_pause_total_seconds,5,0.2020,0.1320,0.1710,0.3030,0.1120,0.3100
soak,boot-t200,"Spring Boot, Tomcat 200",tomcat_busy_threads_median,5,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000
soak,boot-t200,"Spring Boot, Tomcat 200",tomcat_busy_threads_peak,5,7.0000,1.0000,6.0000,7.0000,4.0000,9.0000
soak,boot-t200,"Spring Boot, Tomcat 200",tomcat_threads_max_config,5,200.0000,0.0000,200.0000,200.0000,200.0000,200.0000
soak,boot-t200,"Spring Boot, Tomcat 200",db_pool_pending_median,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
soak,boot-t200,"Spring Boot, Tomcat 200",db_pool_pending_peak,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
soak,boot-t200,"Spring Boot, Tomcat 200",db_pool_active_peak,5,5.0000,1.0000,5.0000,6.0000,3.0000,8.0000
soak,boot-t200,"Spring Boot, Tomcat 200",db_wait_mean_ms,5,0.3529,0.1090,0.2657,0.3746,0.2551,0.6927
soak,boot-t200,"Spring Boot, Tomcat 200",probe_p50_ms,5,5.7760,0.2715,5.5740,5.8455,5.4420,5.8675
soak,boot-t200,"Spring Boot, Tomcat 200",probe_p95_ms,5,10.6730,0.0428,10.6326,10.6753,10.5166,10.7552
soak,boot-t200,"Spring Boot, Tomcat 200",probe_p99_ms,5,21.0286,4.4908,20.8048,25.2955,20.3301,49.5728
soak,boot-t200,"Spring Boot, Tomcat 200",k6_cpu_mean_percent_of_one_core,5,1.7853,0.1153,1.7192,1.8345,1.6206,1.8458
soak,boot-t200,"Spring Boot, Tomcat 200",k6_cpu_peak_percent_of_one_core,5,2.4319,0.0105,2.4226,2.4332,2.1865,2.6064
soak,boot-t200,"Spring Boot, Tomcat 200",k6_rss_peak_bytes,5,54132736.0000,2441216.0000,53346304.0000,55787520.0000,51511296.0000,58736640.0000
soak,boot-t200,"Spring Boot, Tomcat 200",server_throughput_peak_rps,5,37.2000,0.2000,37.0000,37.2000,37.0000,37.2000
soak,boot-t200,"Spring Boot, Tomcat 200",ep_get_products_p95_ms,5,4.5370,0.1999,4.4571,4.6570,4.3882,4.7376
soak,boot-t200,"Spring Boot, Tomcat 200",ep_post_users_p95_ms,5,196.5922,101.2219,191.7641,292.9860,179.4838,304.6247
soak,boot-t64,"Spring Boot, Tomcat 64",client_p50_ms,5,1.5635,0.0610,1.5255,1.5865,1.3930,1.9600
soak,boot-t64,"Spring Boot, Tomcat 64",client_p95_ms,5,115.4700,8.2063,108.4241,116.6303,104.3934,132.9850
soak,boot-t64,"Spring Boot, Tomcat 64",client_p99_ms,5,181.4569,8.7694,180.8719,189.6413,169.4453,192.3766
soak,boot-t64,"Spring Boot, Tomcat 64",client_max_ms,5,331.1230,57.1540,297.3480,354.5020,294.2380,469.6220
soak,boot-t64,"Spring Boot, Tomcat 64",server_p50_ms,5,0.8850,0.0337,0.8785,0.9122,0.8513,1.0490
soak,boot-t64,"Spring Boot, Tomcat 64",server_p95_ms,5,115.6929,4.2795,111.7629,116.0424,111.6661,130.4495
soak,boot-t64,"Spring Boot, Tomcat 64",server_p99_ms,5,180.2266,10.8180,179.6220,190.4400,165.6470,194.6346
soak,boot-t64,"Spring Boot, Tomcat 64",server_mean_ms,5,21.8602,0.9220,21.2539,22.1760,20.2430,23.0796
soak,boot-t64,"Spring Boot, Tomcat 64",throughput_rps,5,25.6354,0.0332,25.6330,25.6662,25.6120,25.7179
soak,boot-t64,"Spring Boot, Tomcat 64",requests_total,5,6180.0000,0.0000,6180.0000,6180.0000,6173.0000,6189.0000
soak,boot-t64,"Spring Boot, Tomcat 64",error_rate,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
soak,boot-t64,"Spring Boot, Tomcat 64",rss_peak_bytes,5,1091357900.8000,47185920.0000,1059900620.8000,1107086540.8000,1014706995.2000,1110861414.4000
soak,boot-t64,"Spring Boot, Tomcat 64",rss_steady_bytes,5,1066611507.2000,43987763.2000,1039348531.2000,1083336294.4000,994784051.2000,1086953881.6000
soak,boot-t64,"Spring Boot, Tomcat 64",cpu_mean_percent_of_one_core,5,47.9749,2.9094,45.2728,48.1822,44.9508,49.7114
soak,boot-t64,"Spring Boot, Tomcat 64",jvm_heap_used_steady_bytes,5,64221408.0000,5274168.0000,61441800.0000,66715968.0000,60020480.0000,66874424.0000
soak,boot-t64,"Spring Boot, Tomcat 64",jvm_heap_used_peak_bytes,5,122687280.0000,5886760.0000,116837608.0000,122724368.0000,100192856.0000,129974960.0000
soak,boot-t64,"Spring Boot, Tomcat 64",jvm_heap_committed_steady_bytes,5,104857600.0000,12582912.0000,100663296.0000,113246208.0000,95420416.0000,124780544.0000
soak,boot-t64,"Spring Boot, Tomcat 64",jvm_heap_committed_peak_bytes,5,138412032.0000,23068672.0000,132120576.0000,155189248.0000,110100480.0000,160432128.0000
soak,boot-t64,"Spring Boot, Tomcat 64",gc_pause_count,5,36.0000,10.0000,34.0000,44.0000,10.0000,51.0000
soak,boot-t64,"Spring Boot, Tomcat 64",gc_pause_total_seconds,5,0.1800,0.0730,0.1800,0.2530,0.0740,0.3540
soak,boot-t64,"Spring Boot, Tomcat 64",tomcat_busy_threads_median,5,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000
soak,boot-t64,"Spring Boot, Tomcat 64",tomcat_busy_threads_peak,5,5.0000,2.0000,5.0000,7.0000,4.0000,7.0000
soak,boot-t64,"Spring Boot, Tomcat 64",tomcat_threads_max_config,5,64.0000,0.0000,64.0000,64.0000,64.0000,64.0000
soak,boot-t64,"Spring Boot, Tomcat 64",db_pool_pending_median,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
soak,boot-t64,"Spring Boot, Tomcat 64",db_pool_pending_peak,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
soak,boot-t64,"Spring Boot, Tomcat 64",db_pool_active_peak,5,5.0000,2.0000,4.0000,6.0000,3.0000,6.0000
soak,boot-t64,"Spring Boot, Tomcat 64",db_wait_mean_ms,5,0.3497,0.1201,0.2871,0.4072,0.2229,0.4200
soak,boot-t64,"Spring Boot, Tomcat 64",probe_p50_ms,5,5.7950,0.2075,5.6945,5.9020,5.6660,5.9700
soak,boot-t64,"Spring Boot, Tomcat 64",probe_p95_ms,5,10.7308,0.1393,10.6982,10.8374,10.5002,10.8994
soak,boot-t64,"Spring Boot, Tomcat 64",probe_p99_ms,5,26.1420,3.0229,25.1188,28.1417,14.7718,36.3614
soak,boot-t64,"Spring Boot, Tomcat 64",k6_cpu_mean_percent_of_one_core,5,1.6727,0.0726,1.6280,1.7007,1.6252,1.7538
soak,boot-t64,"Spring Boot, Tomcat 64",k6_cpu_peak_percent_of_one_core,5,2.4111,0.2306,2.1931,2.4237,2.1846,2.4284
soak,boot-t64,"Spring Boot, Tomcat 64",k6_rss_peak_bytes,5,52543488.0000,2752512.0000,52297728.0000,55050240.0000,52166656.0000,56131584.0000
soak,boot-t64,"Spring Boot, Tomcat 64",server_throughput_peak_rps,5,37.2000,0.2000,37.0000,37.2000,37.0000,37.2000
soak,boot-t64,"Spring Boot, Tomcat 64",ep_get_products_p95_ms,5,4.6123,0.2026,4.4762,4.6788,4.3401,4.7794
soak,boot-t64,"Spring Boot, Tomcat 64",ep_post_users_p95_ms,5,181.1908,8.7311,180.7472,189.4783,169.2484,192.2274
soak,boot-vt,"Spring Boot, virtual threads",client_p50_ms,5,3.9150,0.8370,3.4210,4.2580,3.1780,4.6430
soak,boot-vt,"Spring Boot, virtual threads",client_p95_ms,5,264.6838,193.5765,256.1838,449.7603,253.8718,455.5177
soak,boot-vt,"Spring Boot, virtual threads",client_p99_ms,5,395.6169,359.2165,338.6163,697.8328,281.6220,741.8477
soak,boot-vt,"Spring Boot, virtual threads",client_max_ms,5,681.5610,260.6360,549.0000,809.6360,528.4960,1123.0020
soak,boot-vt,"Spring Boot, virtual threads",server_p50_ms,5,1.9793,0.3773,1.7811,2.1585,1.6383,2.2892
soak,boot-vt,"Spring Boot, virtual threads",server_p95_ms,5,268.2638,137.1685,268.0052,405.1737,267.5737,434.2478
soak,boot-vt,"Spring Boot, virtual threads",server_p99_ms,5,355.0356,340.3054,342.9001,683.2055,279.1875,712.3722
soak,boot-vt,"Spring Boot, virtual threads",server_mean_ms,5,41.7973,17.8292,40.4873,58.3165,37.4693,64.4184
soak,boot-vt,"Spring Boot, virtual threads",throughput_rps,5,25.1348,0.5425,24.6277,25.1702,24.5286,25.2258
soak,boot-vt,"Spring Boot, virtual threads",requests_total,5,6043.0000,117.0000,5940.0000,6057.0000,5914.0000,6074.0000
soak,boot-vt,"Spring Boot, virtual threads",error_rate,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
soak,boot-vt,"Spring Boot, virtual threads",rss_peak_bytes,5,1083074150.4000,75602329.6000,1026870476.8000,1102472806.4000,1023515033.6000,1112224563.2000
soak,boot-vt,"Spring Boot, virtual threads",rss_steady_bytes,5,1061473484.8000,57986252.8000,1009149542.4000,1067135795.2000,999083212.8000,1078145843.2000
soak,boot-vt,"Spring Boot, virtual threads",cpu_mean_percent_of_one_core,5,45.0439,1.8408,44.6310,46.4719,41.6197,47.1731
soak,boot-vt,"Spring Boot, virtual threads",jvm_heap_used_steady_bytes,5,64980152.0000,3183584.0000,62980600.0000,66164184.0000,61526064.0000,67306904.0000
soak,boot-vt,"Spring Boot, virtual threads",jvm_heap_used_peak_bytes,5,102019976.0000,18241856.0000,98719040.0000,116960896.0000,96729176.0000,117048776.0000
soak,boot-vt,"Spring Boot, virtual threads",jvm_heap_committed_steady_bytes,5,106954752.0000,14680064.0000,95420416.0000,110100480.0000,93323264.0000,118489088.0000
soak,boot-vt,"Spring Boot, virtual threads",jvm_heap_committed_peak_bytes,5,125829120.0000,27262976.0000,108003328.0000,135266304.0000,105906176.0000,137363456.0000
soak,boot-vt,"Spring Boot, virtual threads",gc_pause_count,5,16.0000,25.0000,15.0000,40.0000,14.0000,40.0000
soak,boot-vt,"Spring Boot, virtual threads",gc_pause_total_seconds,5,0.1200,0.0560,0.1170,0.1730,0.1020,0.2570
soak,boot-vt,"Spring Boot, virtual threads",db_pool_pending_median,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
soak,boot-vt,"Spring Boot, virtual threads",db_pool_pending_peak,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
soak,boot-vt,"Spring Boot, virtual threads",db_pool_active_peak,5,7.0000,6.0000,7.0000,13.0000,7.0000,20.0000
soak,boot-vt,"Spring Boot, virtual threads",db_wait_mean_ms,5,9.3837,1.7157,9.0366,10.7523,7.7847,10.7614
soak,boot-vt,"Spring Boot, virtual threads",probe_p50_ms,5,6.4845,0.1485,6.4535,6.6020,6.0515,6.6260
soak,boot-vt,"Spring Boot, virtual threads",probe_p95_ms,5,19.2282,14.9616,14.8994,29.8610,13.7308,86.8339
soak,boot-vt,"Spring Boot, virtual threads",probe_p99_ms,5,224.1792,9.3522,222.0066,231.3588,209.5128,310.5986
soak,boot-vt,"Spring Boot, virtual threads",k6_cpu_mean_percent_of_one_core,5,1.6745,0.0857,1.6497,1.7354,1.5906,1.7793
soak,boot-vt,"Spring Boot, virtual threads",k6_cpu_peak_percent_of_one_core,5,2.1984,0.2207,2.1842,2.4049,2.1825,2.4268
soak,boot-vt,"Spring Boot, virtual threads",k6_rss_peak_bytes,5,53248000.0000,1425408.0000,52674560.0000,54099968.0000,51331072.0000,54132736.0000
soak,boot-vt,"Spring Boot, virtual threads",server_throughput_peak_rps,5,37.0000,0.4000,36.8000,37.2000,36.8000,37.2000
soak,boot-vt,"Spring Boot, virtual threads",ep_get_products_p95_ms,5,6.1844,1.9073,6.1580,8.0653,6.0911,8.3575
soak,boot-vt,"Spring Boot, virtual threads",ep_post_users_p95_ms,5,395.5315,359.2186,338.4934,697.7120,281.5802,741.8365
